propithecus_coquereli ENSPCOG00000024201
microcebus_murinus ENSMICG00000008868
prolemur_simus ENSPSMG00000002228
otolemur_garnettii ENSOGAG00000016929
saimiri_boliviensis_boliviensis ENSSBOG00000022585
aotus_nancymaae ENSANAG00000022555
callithrix_jacchus ENSCJAG00000004636
aotus_nancymaae ENSANAG00000028098
cebus_capucinus_imitator ENSCCAG00000022927
pan_troglodytes ENSPTRG00000014412
pan_paniscus ENSPPAG00000038151
homo_sapiens ENSG00000100372
gorilla_gorilla ENSGGOG00000022781
pongo_abelii ENSPPYG00000011856
nomascus_leucogenys ENSNLEG00000034097
colobus_angolensis_palliatus ENSCANG00000038618
piliocolobus_tephrosceles ENSPTEG00000032652
rhinopithecus_bieti ENSRBIG00000040439
rhinopithecus_roxellana ENSRROG00000030379
cercocebus_atys ENSCATG00000043953
mandrillus_leucophaeus ENSMLEG00000023192
macaca_fascicularis ENSMFAG00000042964
macaca_mulatta ENSMMUG00000008106
macaca_nemestrina ENSMNEG00000038810
theropithecus_gelada ENSTGEG00000008531
papio_anubis ENSPANG00000008275
chlorocebus_sabaeus ENSCSAG00000005926
rhinopithecus_roxellana ENSRROG00000029469
rhinopithecus_bieti ENSRBIG00000035376
piliocolobus_tephrosceles ENSPTEG00000016302
colobus_angolensis_palliatus ENSCANG00000004587
theropithecus_gelada ENSTGEG00000009376
papio_anubis ENSPANG00000005958
mandrillus_leucophaeus ENSMLEG00000041220
cercocebus_atys ENSCATG00000029465
macaca_mulatta ENSMMUG00000040433
tupaia_belangeri ENSTBEG00000007698
bos_mutus ENSBMUG00000004666
bos_taurus ENSBTAG00000006200
bison_bison_bison ENSBBBG00000024449
ovis_aries ENSOARG00000017634
capra_hircus ENSCHIG00000026918
sus_scrofa ENSSSCG00000000072
vicugna_pacos ENSVPAG00000004899
tursiops_truncatus ENSTTRG00000011508
pteropus_vampyrus ENSPVAG00000011906
equus_caballus ENSECAG00000008907
erinaceus_europaeus ENSEEUG00000012031
mustela_putorius_furo ENSMPUG00000016436
neovison_vison ENSNVIG00000000669
