ursus_americanus ENSUAMG00000013912
ursus_maritimus ENSUMAG00000018210
neovison_vison ENSNVIG00000008080
canis_lupus_dingo ENSCAFG00020017953
equus_caballus ENSECAG00000035444
equus_asinus_asinus ENSEASG00005002447
sus_scrofa ENSSSCG00000038070
bos_mutus ENSBMUG00000000327
piliocolobus_tephrosceles ENSPTEG00000013306
peromyscus_maniculatus_bairdii ENSPEMG00000029262
cricetulus_griseus_crigri-picr ENSCGRG00015027114
meriones_unguiculatus ENSMUGG00000011974
castor_canadensis ENSCCNG00000011762
echinops_telfairi ENSETEG00000020145
sus_scrofa ENSSSCG00000002944
sorex_araneus ENSSARG00000011881
pongo_abelii ENSPPYG00000010550
tupaia_belangeri ENSTBEG00000013154
loxodonta_africana ENSLAFG00000031577
echinops_telfairi ENSETEG00000007632
cricetulus_griseus_crigri-picr ENSCGRG00015027109
mus_spicilegus ENSMSIG00000023576
