salvator_merianae ENSSMRG00000023328
pogona_vitticeps ENSPVIG00000018247
sphenodon_punctatus ENSSPUG00000010826
apteryx_haastii ENSAHAG00000010803
apteryx_owenii ENSAOWG00000002952
apteryx_rowi ENSARWG00000008025
nothoprocta_perdicaria ENSNPEG00000004373
lonchura_striata_domestica ENSLSDG00000015168
serinus_canaria ENSSCAG00000014434
zonotrichia_albicollis ENSZALG00000004317
junco_hyemalis ENSJHYG00000002090
parus_major ENSPMJG00000018099
cyanistes_caeruleus ENSCCEG00000016831
lepidothrix_coronata ENSLCOG00000001075
manacus_vitellinus ENSMVIG00005011224
melopsittacus_undulatus ENSMUNG00000005385
gallus_gallus ENSGALG00000002932
coturnix_japonica ENSCJPG00005021419
calidris_pugnax ENSCPUG00000001964
anser_brachyrhynchus ENSABRG00000006800
anas_platyrhynchos_platyrhynchos ENSAPLG00000030083
chrysemys_picta_bellii ENSCPBG00000000369
chelonoidis_abingdonii ENSCABG00000012717
bos_mutus ENSBMUG00000018942
bos_taurus ENSBTAG00000047186
bison_bison_bison ENSBBBG00000006994
capra_hircus ENSCHIG00000021415
tursiops_truncatus ENSTTRG00000007433
sus_scrofa ENSSSCG00000017591
vicugna_pacos ENSVPAG00000004079
felis_catus ENSFCAG00000036705
panthera_pardus ENSPPRG00000005581
mustela_putorius_furo ENSMPUG00000015573
neovison_vison ENSNVIG00000011788
equus_asinus_asinus ENSEASG00005016923
equus_caballus ENSECAG00000021658
myotis_lucifugus ENSMLUG00000016929
octodon_degus ENSODEG00000016426
octodon_degus ENSODEG00000003530
chinchilla_lanigera ENSCLAG00000013895
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016078
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013537
cavia_porcellus ENSCPOG00000008413
tupaia_belangeri ENSTBEG00000012834
rhinopithecus_bieti ENSRBIG00000030247
rhinopithecus_roxellana ENSRROG00000012231
gorilla_gorilla ENSGGOG00000002330
pan_paniscus ENSPPAG00000025084
aotus_nancymaae ENSANAG00000027018
erinaceus_europaeus ENSEEUG00000014302
ailuropoda_melanoleuca ENSAMEG00000008638
microcebus_murinus ENSMICG00000046904
microcebus_murinus ENSMICG00000046144
echinops_telfairi ENSETEG00000005443
echinops_telfairi ENSETEG00000017935
echinops_telfairi ENSETEG00000011527
choloepus_hoffmanni ENSCHOG00000002255
monodelphis_domestica ENSMODG00000012580
gorilla_gorilla ENSGGOG00000041949
homo_sapiens ENSG00000243678
cebus_capucinus_imitator ENSCCAG00000013847
tupaia_belangeri ENSTBEG00000013053
theropithecus_gelada ENSTGEG00000024494
cercocebus_atys ENSCATG00000041058
chlorocebus_sabaeus ENSCSAG00000005514
colobus_angolensis_palliatus ENSCANG00000041945
pongo_abelii ENSPPYG00000005024
otolemur_garnettii ENSOGAG00000025331
tupaia_belangeri ENSTBEG00000007094
tupaia_belangeri ENSTBEG00000002611
spermophilus_dauricus ENSSDAG00000001975
ictidomys_tridecemlineatus ENSSTOG00000001230
jaculus_jaculus ENSJJAG00000010521
jaculus_jaculus ENSJJAG00000012643
castor_canadensis ENSCCNG00000018240
cricetulus_griseus_crigri_1.0 ENSCGRG00000010883
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012585
cricetulus_griseus_crigri-picr ENSCGRG00015021944
peromyscus_maniculatus_bairdii ENSPEMG00000025029
dipodomys_ordii ENSDORG00000005962
oryctolagus_cuniculus ENSOCUG00000024946
dasypus_novemcinctus ENSDNOG00000032324
myotis_lucifugus ENSMLUG00000023082
bos_mutus ENSBMUG00000010475
meriones_unguiculatus ENSMUGG00000006149
meriones_unguiculatus ENSMUGG00000002502
meriones_unguiculatus ENSMUGG00000007307
mus_spicilegus ENSMSIG00000009125
mus_spicilegus ENSMSIG00000029931
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017816
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016970
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020857
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018101
rattus_norvegicus ENSRNOG00000002671
prolemur_simus ENSPSMG00000010901
choloepus_hoffmanni ENSCHOG00000002674
phascolarctos_cinereus ENSPCIG00000005019
loxodonta_africana ENSLAFG00000007784
phascolarctos_cinereus ENSPCIG00000031073
bison_bison_bison ENSBBBG00000020732
dasypus_novemcinctus ENSDNOG00000017923
nomascus_leucogenys ENSNLEG00000017326
castor_canadensis ENSCCNG00000027995
phascolarctos_cinereus ENSPCIG00000021873
ornithorhynchus_anatinus ENSOANG00000011751
theropithecus_gelada ENSTGEG00000023109
pan_troglodytes ENSPTRG00000005528
saimiri_boliviensis_boliviensis ENSSBOG00000021685
aotus_nancymaae ENSANAG00000028741
microcebus_murinus ENSMICG00000042198
meriones_unguiculatus ENSMUGG00000002374
mus_spicilegus ENSMSIG00000022866
nannospalax_galili ENSNGAG00000012698
jaculus_jaculus ENSJJAG00000023397
urocitellus_parryii ENSUPAG00010000361
phascolarctos_cinereus ENSPCIG00000027226
gopherus_agassizii ENSGAGG00000020543
marmota_marmota_marmota ENSMMMG00000021220
meriones_unguiculatus ENSMUGG00000002365
cavia_aperea ENSCAPG00000005532
fukomys_damarensis ENSFDAG00000020370
piliocolobus_tephrosceles ENSPTEG00000039380
sus_scrofa ENSSSCG00000026993
ursus_maritimus ENSUMAG00000012495
erinaceus_europaeus ENSEEUG00000003783
echinops_telfairi ENSETEG00000009195
numida_meleagris ENSNMEG00000006690
cyanistes_caeruleus ENSCCEG00000003684
dromaius_novaehollandiae ENSDNVG00000011548
gopherus_agassizii ENSGAGG00000004682
ursus_americanus ENSUAMG00000004484
vulpes_vulpes ENSVVUG00000018441
panthera_tigris_altaica ENSPTIG00000008426
xenopus_tropicalis ENSXETG00000011340
astyanax_mexicanus ENSAMXG00000041731
pygocentrus_nattereri ENSPNAG00000025269
ictalurus_punctatus ENSIPUG00000012713
mastacembelus_armatus ENSMAMG00000005313
scleropages_formosus ENSSFOG00015019139
lepisosteus_oculatus ENSLOCG00000011055
