xiphophorus_maculatus ENSXMAG00000004471
xiphophorus_couchianus ENSXCOG00000012507
gambusia_affinis ENSGAFG00000015303
poecilia_mexicana ENSPMEG00000011549
poecilia_formosa ENSPFOG00000012446
poecilia_latipinna ENSPLAG00000023303
poecilia_reticulata ENSPREG00000017217
fundulus_heteroclitus ENSFHEG00000008344
cyprinodon_variegatus ENSCVAG00000008851
amphiprion_percula ENSAPEG00000000566
amphiprion_ocellaris ENSAOCG00000007790
stegastes_partitus ENSSPAG00000022646
cynoglossus_semilaevis ENSCSEG00000006513
mastacembelus_armatus ENSMAMG00000017461
monopterus_albus ENSMALG00000013194
anabas_testudineus ENSATEG00000004210
seriola_dumerili ENSSDUG00000003755
seriola_lalandi_dorsalis ENSSLDG00000008510
scophthalmus_maximus ENSSMAG00000018850
gasterosteus_aculeatus ENSGACG00000013296
labrus_bergylta ENSLBEG00000008824
oryzias_latipes_asm223469v1 ENSORLG00015006105
oryzias_latipes_asm223471v1 ENSORLG00020017385
oryzias_latipes_asm223467v1 ENSORLG00000002056
oryzias_melastigma ENSOMEG00000001221
kryptolebias_marmoratus ENSKMAG00000017388
astatotilapia_calliptera ENSACLG00000016814
haplochromis_burtoni ENSHBUG00000001916
maylandia_zebra ENSMZEG00005024475
pundamilia_nyererei ENSPNYG00000021783
neolamprologus_brichardi ENSNBRG00000003181
oreochromis_niloticus ENSONIG00000007785
amphilophus_citrinellus ENSACIG00000017085
gadus_morhua ENSGMOG00000014465
esox_lucius ENSELUG00000006028
pygocentrus_nattereri ENSPNAG00000022126
astyanax_mexicanus ENSAMXG00000013901
ictalurus_punctatus ENSIPUG00000013886
danio_rerio ENSDARG00000100363
scleropages_formosus ENSSFOG00015002982
paramormyrops_kingsleyae ENSPKIG00000023773
scleropages_formosus ENSSFOG00015003542
paramormyrops_kingsleyae ENSPKIG00000025639
lepisosteus_oculatus ENSLOCG00000006719
apteryx_rowi ENSARWG00000014756
apteryx_owenii ENSAOWG00000008498
nothoprocta_perdicaria ENSNPEG00000002960
apteryx_haastii ENSAHAG00000005922
dromaius_novaehollandiae ENSDNVG00000018304
gallus_gallus ENSGALG00000017181
coturnix_japonica ENSCJPG00005003587
meleagris_gallopavo ENSMGAG00000015168
numida_meleagris ENSNMEG00000019645
anser_brachyrhynchus ENSABRG00000008746
anas_platyrhynchos_platyrhynchos ENSAPLG00000008281
calidris_pygmaea ENSCPGG00000010413
calidris_pugnax ENSCPUG00000001176
melopsittacus_undulatus ENSMUNG00000003293
lonchura_striata_domestica ENSLSDG00000017371
taeniopygia_guttata ENSTGUG00000012725
ficedula_albicollis ENSFALG00000000403
serinus_canaria ENSSCAG00000004037
junco_hyemalis ENSJHYG00000001281
zonotrichia_albicollis ENSZALG00000012789
parus_major ENSPMJG00000017835
cyanistes_caeruleus ENSCCEG00000023913
manacus_vitellinus ENSMVIG00005012928
manacus_vitellinus ENSMVIG00005007124
lepidothrix_coronata ENSLCOG00000012216
crocodylus_porosus ENSCPRG00005014689
chelonoidis_abingdonii ENSCABG00000003712
gopherus_agassizii ENSGAGG00000017084
chrysemys_picta_bellii ENSCPBG00000027458
pelodiscus_sinensis ENSPSIG00000015736
pogona_vitticeps ENSPVIG00000024751
anolis_carolinensis ENSACAG00000012400
notechis_scutatus ENSNSUG00000006380
salvator_merianae ENSSMRG00000011796
sphenodon_punctatus ENSSPUG00000010486
notamacropus_eugenii ENSMEUG00000006126
phascolarctos_cinereus ENSPCIG00000028494
sarcophilus_harrisii ENSSHAG00000015199
monodelphis_domestica ENSMODG00000000824
dasypus_novemcinctus ENSDNOG00000035460
choloepus_hoffmanni ENSCHOG00000011859
echinops_telfairi ENSETEG00000007356
microcebus_murinus ENSMICG00000006329
propithecus_coquereli ENSPCOG00000004961
prolemur_simus ENSPSMG00000009263
otolemur_garnettii ENSOGAG00000010225
rhinopithecus_bieti ENSRBIG00000038043
oryctolagus_cuniculus ENSOCUG00000006512
cavia_porcellus ENSCPOG00000036831
octodon_degus ENSODEG00000012893
chinchilla_lanigera ENSCLAG00000010606
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000439
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008550
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000130
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000591
fukomys_damarensis ENSFDAG00000003265
fukomys_damarensis ENSFDAG00000019326
castor_canadensis ENSCCNG00000022595
ictidomys_tridecemlineatus ENSSTOG00000013580
marmota_marmota_marmota ENSMMMG00000002318
urocitellus_parryii ENSUPAG00010019672
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004123
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012434
cavia_aperea ENSCAPG00000015558
saimiri_boliviensis_boliviensis ENSSBOG00000013177
macaca_nemestrina ENSMNEG00000029266
macaca_mulatta ENSMMUG00000007008
macaca_fascicularis ENSMFAG00000033871
cercocebus_atys ENSCATG00000045156
mandrillus_leucophaeus ENSMLEG00000043262
papio_anubis ENSPANG00000007860
theropithecus_gelada ENSTGEG00000013603
chlorocebus_sabaeus ENSCSAG00000003173
piliocolobus_tephrosceles ENSPTEG00000031922
colobus_angolensis_palliatus ENSCANG00000034483
rhinopithecus_roxellana ENSRROG00000033290
pan_troglodytes ENSPTRG00000004223
pan_paniscus ENSPPAG00000030025
homo_sapiens ENSG00000137692
gorilla_gorilla ENSGGOG00000028011
pongo_abelii ENSPPYG00000003816
nomascus_leucogenys ENSNLEG00000007189
aotus_nancymaae ENSANAG00000034204
saimiri_boliviensis_boliviensis ENSSBOG00000033947
carlito_syrichta ENSTSYG00000001262
tupaia_belangeri ENSTBEG00000010532
sorex_araneus ENSSARG00000003213
erinaceus_europaeus ENSEEUG00000011858
equus_asinus_asinus ENSEASG00005011043
equus_caballus ENSECAG00000005717
myotis_lucifugus ENSMLUG00000006350
vicugna_pacos ENSVPAG00000011347
sus_scrofa ENSSSCG00000014989
bos_mutus ENSBMUG00000011697
bos_taurus ENSBTAG00000003087
bison_bison_bison ENSBBBG00000007470
capra_hircus ENSCHIG00000021271
ovis_aries ENSOARG00000004559
tursiops_truncatus ENSTTRG00000002624
neovison_vison ENSNVIG00000021961
mustela_putorius_furo ENSMPUG00000006833
canis_lupus_dingo ENSCAFG00020009289
canis_lupus_familiaris ENSCAFG00000015037
ursus_americanus ENSUAMG00000007500
ursus_maritimus ENSUMAG00000009107
ailuropoda_melanoleuca ENSAMEG00000010318
panthera_pardus ENSPPRG00000011374
panthera_tigris_altaica ENSPTIG00000007744
felis_catus ENSFCAG00000037795
carlito_syrichta ENSTSYG00000035459
pteropus_vampyrus ENSPVAG00000004994
vulpes_vulpes ENSVVUG00000012007
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012203
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015225
spermophilus_dauricus ENSSDAG00000003115
meriones_unguiculatus ENSMUGG00000011375
mus_spicilegus ENSMSIG00000018871
cricetulus_griseus_crigri-picr ENSCGRG00015000830
dipodomys_ordii ENSDORG00000001635
cebus_capucinus_imitator ENSCCAG00000036060
callithrix_jacchus ENSCJAG00000009502
canis_lupus_familiaris ENSCAFG00000028979
canis_lupus_dingo ENSCAFG00020004110
microtus_ochrogaster ENSMOCG00000008925
peromyscus_maniculatus_bairdii ENSPEMG00000020877
cricetulus_griseus_crigri_1.0 ENSCGRG00000016664
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014535
mesocricetus_auratus ENSMAUG00000011071
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032002
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032869
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031749
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014628
rattus_norvegicus ENSRNOG00000008390
nannospalax_galili ENSNGAG00000013687
jaculus_jaculus ENSJJAG00000004999
ochotona_princeps ENSOPRG00000007743
loxodonta_africana ENSLAFG00000016481
procavia_capensis ENSPCAG00000004646
ornithorhynchus_anatinus ENSOANG00000010476
xenopus_tropicalis ENSXETG00000022216
latimeria_chalumnae ENSLACG00000011146
petromyzon_marinus ENSPMAG00000008318
eptatretus_burgeri ENSEBUG00000012388
