apteryx_rowi ENSARWG00000009833
apteryx_haastii ENSAHAG00000017759
dromaius_novaehollandiae ENSDNVG00000004448
nothoprocta_perdicaria ENSNPEG00000003217
anser_brachyrhynchus ENSABRG00000005403
anas_platyrhynchos_platyrhynchos ENSAPLG00000013678
meleagris_gallopavo ENSMGAG00000004939
gallus_gallus ENSGALG00000003357
coturnix_japonica ENSCJPG00005011613
numida_meleagris ENSNMEG00000003929
taeniopygia_guttata ENSTGUG00000001043
lonchura_striata_domestica ENSLSDG00000011156
serinus_canaria ENSSCAG00000011929
junco_hyemalis ENSJHYG00000005940
zonotrichia_albicollis ENSZALG00000008523
parus_major ENSPMJG00000011722
cyanistes_caeruleus ENSCCEG00000002341
ficedula_albicollis ENSFALG00000009383
manacus_vitellinus ENSMVIG00005019423
calidris_pygmaea ENSCPGG00000012446
calidris_pugnax ENSCPUG00000015635
melopsittacus_undulatus ENSMUNG00000007721
crocodylus_porosus ENSCPRG00005015761
gopherus_agassizii ENSGAGG00000003846
chelonoidis_abingdonii ENSCABG00000016277
chrysemys_picta_bellii ENSCPBG00000012915
pelodiscus_sinensis ENSPSIG00000011511
pogona_vitticeps ENSPVIG00000019760
notechis_scutatus ENSNSUG00000017284
salvator_merianae ENSSMRG00000000670
sphenodon_punctatus ENSSPUG00000010283
notamacropus_eugenii ENSMEUG00000001503
phascolarctos_cinereus ENSPCIG00000016149
sarcophilus_harrisii ENSSHAG00000006428
monodelphis_domestica ENSMODG00000003483
propithecus_coquereli ENSPCOG00000024761
prolemur_simus ENSPSMG00000000488
otolemur_garnettii ENSOGAG00000007440
carlito_syrichta ENSTSYG00000030674
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014011
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012226
fukomys_damarensis ENSFDAG00000011202
octodon_degus ENSODEG00000013486
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019772
octodon_degus ENSODEG00000008253
chinchilla_lanigera ENSCLAG00000005953
cavia_aperea ENSCAPG00000017988
cavia_porcellus ENSCPOG00000026709
ictidomys_tridecemlineatus ENSSTOG00000014068
spermophilus_dauricus ENSSDAG00000010414
urocitellus_parryii ENSUPAG00010018474
marmota_marmota_marmota ENSMMMG00000001633
capra_hircus ENSCHIG00000013446
bos_taurus ENSBTAG00000050015
bison_bison_bison ENSBBBG00000013680
bos_mutus ENSBMUG00000019463
bison_bison_bison ENSBBBG00000015360
ovis_aries ENSOARG00000011715
sus_scrofa ENSSSCG00000013905
myotis_lucifugus ENSMLUG00000002128
neovison_vison ENSNVIG00000018099
mustela_putorius_furo ENSMPUG00000015541
canis_lupus_familiaris ENSCAFG00000014742
canis_lupus_dingo ENSCAFG00020012233
vulpes_vulpes ENSVVUG00000008005
ursus_americanus ENSUAMG00000016145
ursus_maritimus ENSUMAG00000008964
ailuropoda_melanoleuca ENSAMEG00000011325
panthera_pardus ENSPPRG00000008402
panthera_tigris_altaica ENSPTIG00000008090
felis_catus ENSFCAG00000009741
tursiops_truncatus ENSTTRG00000010470
pteropus_vampyrus ENSPVAG00000009926
equus_asinus_asinus ENSEASG00005006254
equus_caballus ENSECAG00000012306
ovis_aries ENSOARG00000003645
bos_taurus ENSBTAG00000016264
bos_mutus ENSBMUG00000015586
sorex_araneus ENSSARG00000010814
piliocolobus_tephrosceles ENSPTEG00000001172
nomascus_leucogenys ENSNLEG00000006049
mandrillus_leucophaeus ENSMLEG00000029078
chlorocebus_sabaeus ENSCSAG00000005342
papio_anubis ENSPANG00000012120
macaca_nemestrina ENSMNEG00000031077
rhinopithecus_bieti ENSRBIG00000038838
macaca_mulatta ENSMMUG00000009587
rhinopithecus_roxellana ENSRROG00000022396
pan_troglodytes ENSPTRG00000010712
pan_paniscus ENSPPAG00000012972
pongo_abelii ENSPPYG00000009744
theropithecus_gelada ENSTGEG00000014437
macaca_fascicularis ENSMFAG00000034676
cercocebus_atys ENSCATG00000034787
colobus_angolensis_palliatus ENSCANG00000034300
gorilla_gorilla ENSGGOG00000012866
homo_sapiens ENSG00000105701
cebus_capucinus_imitator ENSCCAG00000026822
saimiri_boliviensis_boliviensis ENSSBOG00000026752
callithrix_jacchus ENSCJAG00000015259
aotus_nancymaae ENSANAG00000018877
gorilla_gorilla ENSGGOG00000036878
nomascus_leucogenys ENSNLEG00000018098
cercocebus_atys ENSCATG00000042832
papio_anubis ENSPANG00000030471
macaca_nemestrina ENSMNEG00000041756
macaca_fascicularis ENSMFAG00000041286
macaca_mulatta ENSMMUG00000046000
colobus_angolensis_palliatus ENSCANG00000041908
saimiri_boliviensis_boliviensis ENSSBOG00000033416
microcebus_murinus ENSMICG00000045642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032269
mus_spicilegus ENSMSIG00000032064
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019428
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031151
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021616
rattus_norvegicus ENSRNOG00000058359
meriones_unguiculatus ENSMUGG00000013697
peromyscus_maniculatus_bairdii ENSPEMG00000008423
microtus_ochrogaster ENSMOCG00000015712
cricetulus_griseus_crigri_1.0 ENSCGRG00000014487
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012652
mesocricetus_auratus ENSMAUG00000010945
nannospalax_galili ENSNGAG00000001505
jaculus_jaculus ENSJJAG00000012734
castor_canadensis ENSCCNG00000022290
dipodomys_ordii ENSDORG00000010135
callithrix_jacchus ENSCJAG00000039606
piliocolobus_tephrosceles ENSPTEG00000029756
microcebus_murinus ENSMICG00000046500
spermophilus_dauricus ENSSDAG00000010515
loxodonta_africana ENSLAFG00000008984
procavia_capensis ENSPCAG00000008415
echinops_telfairi ENSETEG00000002647
xenopus_tropicalis ENSXETG00000023205
latimeria_chalumnae ENSLACG00000006472
maylandia_zebra ENSMZEG00005006277
astatotilapia_calliptera ENSACLG00000022797
pundamilia_nyererei ENSPNYG00000016388
haplochromis_burtoni ENSHBUG00000005368
neolamprologus_brichardi ENSNBRG00000010580
oreochromis_niloticus ENSONIG00000004766
amphilophus_citrinellus ENSACIG00000014150
xiphophorus_maculatus ENSXMAG00000012879
xiphophorus_couchianus ENSXCOG00000009701
gambusia_affinis ENSGAFG00000001872
poecilia_formosa ENSPFOG00000002003
poecilia_latipinna ENSPLAG00000023549
poecilia_mexicana ENSPMEG00000000093
poecilia_reticulata ENSPREG00000009088
cyprinodon_variegatus ENSCVAG00000017001
kryptolebias_marmoratus ENSKMAG00000002964
amphiprion_percula ENSAPEG00000006577
amphiprion_ocellaris ENSAOCG00000009676
acanthochromis_polyacanthus ENSAPOG00000014514
stegastes_partitus ENSSPAG00000016420
mastacembelus_armatus ENSMAMG00000019806
anabas_testudineus ENSATEG00000001536
monopterus_albus ENSMALG00000011340
seriola_lalandi_dorsalis ENSSLDG00000018302
seriola_dumerili ENSSDUG00000005713
scophthalmus_maximus ENSSMAG00000010583
mola_mola ENSMMOG00000000326
takifugu_rubripes ENSTRUG00000017825
gasterosteus_aculeatus ENSGACG00000012561
labrus_bergylta ENSLBEG00000018640
cynoglossus_semilaevis ENSCSEG00000005642
periophthalmus_magnuspinnatus ENSPMGG00000014807
oryzias_latipes_asm223467v1 ENSORLG00000005099
oryzias_latipes_asm223471v1 ENSORLG00020000945
oryzias_latipes_asm223469v1 ENSORLG00015020511
oryzias_melastigma ENSOMEG00000004564
hippocampus_comes ENSHCOG00000001065
gadus_morhua ENSGMOG00000008694
esox_lucius ENSELUG00000017800
pygocentrus_nattereri ENSPNAG00000028627
astyanax_mexicanus ENSAMXG00000017739
ictalurus_punctatus ENSIPUG00000016574
danio_rerio ENSDARG00000001734
scleropages_formosus ENSSFOG00015003342
paramormyrops_kingsleyae ENSPKIG00000017759
lepisosteus_oculatus ENSLOCG00000005546
fundulus_heteroclitus ENSFHEG00000003739
tetraodon_nigroviridis ENSTNIG00000005610
petromyzon_marinus ENSPMAG00000003509
ciona_savignyi ENSCSAVG00000010731
