cynoglossus_semilaevis ENSCSEG00000014500
periophthalmus_magnuspinnatus ENSPMGG00000020442
tetraodon_nigroviridis ENSTNIG00000017990
takifugu_rubripes ENSTRUG00000001041
mola_mola ENSMMOG00000007650
gasterosteus_aculeatus ENSGACG00000011700
scophthalmus_maximus ENSSMAG00000015042
monopterus_albus ENSMALG00000017775
mastacembelus_armatus ENSMAMG00000023439
anabas_testudineus ENSATEG00000024468
hippocampus_comes ENSHCOG00000016199
labrus_bergylta ENSLBEG00000025907
poecilia_formosa ENSPFOG00000007378
poecilia_latipinna ENSPLAG00000014780
poecilia_mexicana ENSPMEG00000016324
poecilia_reticulata ENSPREG00000006286
xiphophorus_maculatus ENSXMAG00000001310
xiphophorus_couchianus ENSXCOG00000010330
gambusia_affinis ENSGAFG00000020231
cyprinodon_variegatus ENSCVAG00000002988
fundulus_heteroclitus ENSFHEG00000005578
kryptolebias_marmoratus ENSKMAG00000019499
oryzias_latipes_asm223467v1 ENSORLG00000008940
oryzias_latipes_asm223469v1 ENSORLG00015007946
oryzias_latipes_asm223471v1 ENSORLG00020018387
oryzias_melastigma ENSOMEG00000011741
amphiprion_ocellaris ENSAOCG00000012309
amphiprion_percula ENSAPEG00000011263
acanthochromis_polyacanthus ENSAPOG00000009999
stegastes_partitus ENSSPAG00000017539
pundamilia_nyererei ENSPNYG00000017929
haplochromis_burtoni ENSHBUG00000012581
astatotilapia_calliptera ENSACLG00000027919
maylandia_zebra ENSMZEG00005003221
neolamprologus_brichardi ENSNBRG00000002179
oreochromis_niloticus ENSONIG00000017169
amphilophus_citrinellus ENSACIG00000021716
seriola_dumerili ENSSDUG00000009098
seriola_lalandi_dorsalis ENSSLDG00000023254
gadus_morhua ENSGMOG00000011232
esox_lucius ENSELUG00000005957
pygocentrus_nattereri ENSPNAG00000029447
astyanax_mexicanus ENSAMXG00000000944
ictalurus_punctatus ENSIPUG00000011083
danio_rerio ENSDARG00000013997
paramormyrops_kingsleyae ENSPKIG00000005593
takifugu_rubripes ENSTRUG00000019964
pygocentrus_nattereri ENSPNAG00000004804
astyanax_mexicanus ENSAMXG00000029533
ictalurus_punctatus ENSIPUG00000020191
danio_rerio ENSDARG00000087767
esox_lucius ENSELUG00000021509
scleropages_formosus ENSSFOG00015018634
anabas_testudineus ENSATEG00000016497
anabas_testudineus ENSATEG00000016557
scophthalmus_maximus ENSSMAG00000011502
scophthalmus_maximus ENSSMAG00000011493
seriola_lalandi_dorsalis ENSSLDG00000006883
seriola_lalandi_dorsalis ENSSLDG00000004852
seriola_lalandi_dorsalis ENSSLDG00000004793
seriola_dumerili ENSSDUG00000007315
seriola_lalandi_dorsalis ENSSLDG00000006896
mastacembelus_armatus ENSMAMG00000005604
mola_mola ENSMMOG00000015171
labrus_bergylta ENSLBEG00000019708
astatotilapia_calliptera ENSACLG00000000749
pundamilia_nyererei ENSPNYG00000006753
maylandia_zebra ENSMZEG00005001823
neolamprologus_brichardi ENSNBRG00000023355
maylandia_zebra ENSMZEG00005001859
neolamprologus_brichardi ENSNBRG00000011945
astatotilapia_calliptera ENSACLG00000000737
haplochromis_burtoni ENSHBUG00000004044
haplochromis_burtoni ENSHBUG00000011414
neolamprologus_brichardi ENSNBRG00000008268
astatotilapia_calliptera ENSACLG00000000717
maylandia_zebra ENSMZEG00005001871
neolamprologus_brichardi ENSNBRG00000002531
pundamilia_nyererei ENSPNYG00000023785
astatotilapia_calliptera ENSACLG00000000497
neolamprologus_brichardi ENSNBRG00000002617
pundamilia_nyererei ENSPNYG00000006707
amphilophus_citrinellus ENSACIG00000005660
fundulus_heteroclitus ENSFHEG00000016174
fundulus_heteroclitus ENSFHEG00000003746
amphiprion_ocellaris ENSAOCG00000006611
amphiprion_percula ENSAPEG00000022445
acanthochromis_polyacanthus ENSAPOG00000022361
acanthochromis_polyacanthus ENSAPOG00000018719
amphiprion_percula ENSAPEG00000022456
amphiprion_ocellaris ENSAOCG00000006622
acanthochromis_polyacanthus ENSAPOG00000018674
poecilia_formosa ENSPFOG00000000794
poecilia_latipinna ENSPLAG00000002885
poecilia_mexicana ENSPMEG00000016617
poecilia_reticulata ENSPREG00000019312
xiphophorus_couchianus ENSXCOG00000004857
xiphophorus_maculatus ENSXMAG00000027969
gambusia_affinis ENSGAFG00000015468
cyprinodon_variegatus ENSCVAG00000016590
oryzias_latipes_asm223467v1 ENSORLG00000025218
oryzias_latipes_asm223471v1 ENSORLG00020014495
oryzias_latipes_asm223469v1 ENSORLG00015012015
oryzias_melastigma ENSOMEG00000006152
gadus_morhua ENSGMOG00000009890
gadus_morhua ENSGMOG00000009862
gadus_morhua ENSGMOG00000009894
gadus_morhua ENSGMOG00000009908
pygocentrus_nattereri ENSPNAG00000008327
pygocentrus_nattereri ENSPNAG00000000900
pygocentrus_nattereri ENSPNAG00000008351
astyanax_mexicanus ENSAMXG00000012722
