latimeria_chalumnae ENSLACG00000013189
xenopus_tropicalis ENSXETG00000011130
gopherus_agassizii ENSGAGG00000023340
chelonoidis_abingdonii ENSCABG00000011050
chrysemys_picta_bellii ENSCPBG00000014240
pelodiscus_sinensis ENSPSIG00000003822
crocodylus_porosus ENSCPRG00005005820
pogona_vitticeps ENSPVIG00000022543
notechis_scutatus ENSNSUG00000001131
salvator_merianae ENSSMRG00000018014
sphenodon_punctatus ENSSPUG00000015507
apteryx_haastii ENSAHAG00000002884
apteryx_owenii ENSAOWG00000004358
apteryx_rowi ENSARWG00000015911
nothoprocta_perdicaria ENSNPEG00000015652
dromaius_novaehollandiae ENSDNVG00000010489
calidris_pygmaea ENSCPGG00000014099
calidris_pugnax ENSCPUG00000011589
melopsittacus_undulatus ENSMUNG00000012216
manacus_vitellinus ENSMVIG00005008645
lepidothrix_coronata ENSLCOG00000003516
anser_brachyrhynchus ENSABRG00000022488
anas_platyrhynchos_platyrhynchos ENSAPLG00000007606
gallus_gallus ENSGALG00000010857
coturnix_japonica ENSCJPG00005012333
meleagris_gallopavo ENSMGAG00000011507
numida_meleagris ENSNMEG00000022527
cyanistes_caeruleus ENSCCEG00000008694
parus_major ENSPMJG00000003356
taeniopygia_guttata ENSTGUG00000009639
lonchura_striata_domestica ENSLSDG00000017937
serinus_canaria ENSSCAG00000006545
zonotrichia_albicollis ENSZALG00000003537
junco_hyemalis ENSJHYG00000001790
ficedula_albicollis ENSFALG00000012314
anas_platyrhynchos_platyrhynchos ENSAPLG00000020160
mus_spicilegus ENSMSIG00000009455
jaculus_jaculus ENSJJAG00000012808
choloepus_hoffmanni ENSCHOG00000004929
myotis_lucifugus ENSMLUG00000007487
sorex_araneus ENSSARG00000004602
bos_mutus ENSBMUG00000008931
bison_bison_bison ENSBBBG00000012443
bos_taurus ENSBTAG00000013802
ovis_aries ENSOARG00000008224
echinops_telfairi ENSETEG00000020218
ursus_maritimus ENSUMAG00000022023
ursus_americanus ENSUAMG00000010890
ailuropoda_melanoleuca ENSAMEG00000009524
neovison_vison ENSNVIG00000008505
mustela_putorius_furo ENSMPUG00000007313
canis_lupus_familiaris ENSCAFG00000018929
canis_lupus_dingo ENSCAFG00020012537
vulpes_vulpes ENSVVUG00000026581
panthera_pardus ENSPPRG00000014808
panthera_tigris_altaica ENSPTIG00000015668
felis_catus ENSFCAG00000003901
pteropus_vampyrus ENSPVAG00000007668
vicugna_pacos ENSVPAG00000009969
sus_scrofa ENSSSCG00000003833
tursiops_truncatus ENSTTRG00000004889
equus_caballus ENSECAG00000011414
equus_asinus_asinus ENSEASG00005014969
pan_troglodytes ENSPTRG00000000793
pan_paniscus ENSPPAG00000031768
gorilla_gorilla ENSGGOG00000024836
homo_sapiens ENSG00000173406
pongo_abelii ENSPPYG00000001299
nomascus_leucogenys ENSNLEG00000014741
piliocolobus_tephrosceles ENSPTEG00000021909
colobus_angolensis_palliatus ENSCANG00000033314
rhinopithecus_bieti ENSRBIG00000043814
rhinopithecus_roxellana ENSRROG00000036124
macaca_fascicularis ENSMFAG00000044031
macaca_nemestrina ENSMNEG00000036473
macaca_mulatta ENSMMUG00000022995
cercocebus_atys ENSCATG00000030344
mandrillus_leucophaeus ENSMLEG00000033725
theropithecus_gelada ENSTGEG00000008728
papio_anubis ENSPANG00000025438
chlorocebus_sabaeus ENSCSAG00000001323
saimiri_boliviensis_boliviensis ENSSBOG00000030885
callithrix_jacchus ENSCJAG00000015941
cebus_capucinus_imitator ENSCCAG00000024787
aotus_nancymaae ENSANAG00000027133
carlito_syrichta ENSTSYG00000005263
prolemur_simus ENSPSMG00000021824
microcebus_murinus ENSMICG00000000730
propithecus_coquereli ENSPCOG00000026936
ictidomys_tridecemlineatus ENSSTOG00000005967
marmota_marmota_marmota ENSMMMG00000014953
spermophilus_dauricus ENSSDAG00000020640
urocitellus_parryii ENSUPAG00010020931
oryctolagus_cuniculus ENSOCUG00000017204
ochotona_princeps ENSOPRG00000006469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028519
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026222
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027191
mus_spicilegus ENSMSIG00000028637
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028558
rattus_norvegicus ENSRNOG00000007410
nannospalax_galili ENSNGAG00000020160
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020473
cricetulus_griseus_crigri_1.0 ENSCGRG00000004366
cricetulus_griseus_crigri-picr ENSCGRG00015003570
mesocricetus_auratus ENSMAUG00000008898
microtus_ochrogaster ENSMOCG00000006254
peromyscus_maniculatus_bairdii ENSPEMG00000009115
dipodomys_ordii ENSDORG00000008981
chinchilla_lanigera ENSCLAG00000006823
octodon_degus ENSODEG00000012928
cavia_porcellus ENSCPOG00000005440
cavia_aperea ENSCAPG00000006240
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002862
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010803
fukomys_damarensis ENSFDAG00000011170
tupaia_belangeri ENSTBEG00000009514
otolemur_garnettii ENSOGAG00000016042
dasypus_novemcinctus ENSDNOG00000038902
erinaceus_europaeus ENSEEUG00000003484
capra_hircus ENSCHIG00000024663
dasypus_novemcinctus ENSDNOG00000040975
meriones_unguiculatus ENSMUGG00000000165
procavia_capensis ENSPCAG00000016754
loxodonta_africana ENSLAFG00000012261
phascolarctos_cinereus ENSPCIG00000035670
notamacropus_eugenii ENSMEUG00000010295
monodelphis_domestica ENSMODG00000003377
sarcophilus_harrisii ENSSHAG00000001864
lepisosteus_oculatus ENSLOCG00000008845
scleropages_formosus ENSSFOG00015014836
paramormyrops_kingsleyae ENSPKIG00000002310
scleropages_formosus ENSSFOG00015001799
paramormyrops_kingsleyae ENSPKIG00000005975
pygocentrus_nattereri ENSPNAG00000029421
astyanax_mexicanus ENSAMXG00000013330
ictalurus_punctatus ENSIPUG00000013223
danio_rerio ENSDARG00000059939
seriola_lalandi_dorsalis ENSSLDG00000018029
seriola_dumerili ENSSDUG00000022392
scophthalmus_maximus ENSSMAG00000016830
anabas_testudineus ENSATEG00000016730
amphiprion_percula ENSAPEG00000013009
acanthochromis_polyacanthus ENSAPOG00000019178
amphiprion_ocellaris ENSAOCG00000019788
stegastes_partitus ENSSPAG00000007910
maylandia_zebra ENSMZEG00005019709
astatotilapia_calliptera ENSACLG00000013338
haplochromis_burtoni ENSHBUG00000017518
oreochromis_niloticus ENSONIG00000002791
neolamprologus_brichardi ENSNBRG00000023819
pundamilia_nyererei ENSPNYG00000008609
amphilophus_citrinellus ENSACIG00000013707
