oryzias_latipes_asm223469v1 ENSORLG00015021184
oryzias_latipes_asm223467v1 ENSORLG00000025927
oryzias_latipes_asm223471v1 ENSORLG00020010191
haplochromis_burtoni ENSHBUG00000014060
seriola_lalandi_dorsalis ENSSLDG00000020971
labrus_bergylta ENSLBEG00000013034
astyanax_mexicanus ENSAMXG00000038251
pygocentrus_nattereri ENSPNAG00000003759
ictalurus_punctatus ENSIPUG00000001645
astyanax_mexicanus ENSAMXG00000040802
cynoglossus_semilaevis ENSCSEG00000002307
acanthochromis_polyacanthus ENSAPOG00000015245
zonotrichia_albicollis ENSZALG00000005290
melopsittacus_undulatus ENSMUNG00000000581
dromaius_novaehollandiae ENSDNVG00000013070
gopherus_agassizii ENSGAGG00000007471
pogona_vitticeps ENSPVIG00000009515
ornithorhynchus_anatinus ENSOANG00000028689
fukomys_damarensis ENSFDAG00000013261
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005116
chinchilla_lanigera ENSCLAG00000008934
mesocricetus_auratus ENSMAUG00000014909
eptatretus_burgeri ENSEBUG00000013152
