mus_spicilegus ENSMSIG00000002688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013643
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016393
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017528
rattus_norvegicus ENSRNOG00000026844
meriones_unguiculatus ENSMUGG00000009904
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012127
cricetulus_griseus_crigri_1.0 ENSCGRG00000012259
cricetulus_griseus_crigri-picr ENSCGRG00015019104
mesocricetus_auratus ENSMAUG00000021714
microtus_ochrogaster ENSMOCG00000015542
peromyscus_maniculatus_bairdii ENSPEMG00000023697
nannospalax_galili ENSNGAG00000001332
fukomys_damarensis ENSFDAG00000001265
oryctolagus_cuniculus ENSOCUG00000023302
oryctolagus_cuniculus ENSOCUG00000021622
oryctolagus_cuniculus ENSOCUG00000026836
homo_sapiens ENSG00000259823
pan_troglodytes ENSPTRG00000047488
gorilla_gorilla ENSGGOG00000028109
colobus_angolensis_palliatus ENSCANG00000042934
rhinopithecus_roxellana ENSRROG00000027883
macaca_fascicularis ENSMFAG00000000508
macaca_nemestrina ENSMNEG00000028300
macaca_mulatta ENSMMUG00000007995
mandrillus_leucophaeus ENSMLEG00000032025
cercocebus_atys ENSCATG00000030511
papio_anubis ENSPANG00000035314
chlorocebus_sabaeus ENSCSAG00000008929
cebus_capucinus_imitator ENSCCAG00000035918
saimiri_boliviensis_boliviensis ENSSBOG00000032248
callithrix_jacchus ENSCJAG00000042331
aotus_nancymaae ENSANAG00000034830
rhinopithecus_bieti ENSRBIG00000029898
theropithecus_gelada ENSTGEG00000014782
homo_sapiens ENSG00000286015
carlito_syrichta ENSTSYG00000029964
propithecus_coquereli ENSPCOG00000025958
microcebus_murinus ENSMICG00000029880
prolemur_simus ENSPSMG00000014908
otolemur_garnettii ENSOGAG00000027024
otolemur_garnettii ENSOGAG00000032400
ursus_americanus ENSUAMG00000008838
ursus_maritimus ENSUMAG00000009626
ailuropoda_melanoleuca ENSAMEG00000008420
mustela_putorius_furo ENSMPUG00000001253
neovison_vison ENSNVIG00000004064
canis_lupus_dingo ENSCAFG00020000804
canis_lupus_familiaris ENSCAFG00000003163
vulpes_vulpes ENSVVUG00000005727
panthera_pardus ENSPPRG00000015586
panthera_tigris_altaica ENSPTIG00000020863
felis_catus ENSFCAG00000028531
capra_hircus ENSCHIG00000018982
ovis_aries ENSOARG00000008138
bos_mutus ENSBMUG00000003834
bos_taurus ENSBTAG00000030711
bison_bison_bison ENSBBBG00000008031
sus_scrofa ENSSSCG00000013973
dasypus_novemcinctus ENSDNOG00000035618
