choloepus_hoffmanni ENSCHOG00000003357
dasypus_novemcinctus ENSDNOG00000024087
castor_canadensis ENSCCNG00000012087
dipodomys_ordii ENSDORG00000019766
urocitellus_parryii ENSUPAG00010002319
marmota_marmota_marmota ENSMMMG00000003236
ictidomys_tridecemlineatus ENSSTOG00000019700
spermophilus_dauricus ENSSDAG00000001453
cricetulus_griseus_crigri_1.0 ENSCGRG00000007617
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022324
cricetulus_griseus_crigri-picr ENSCGRG00015016117
mesocricetus_auratus ENSMAUG00000018568
microtus_ochrogaster ENSMOCG00000011799
peromyscus_maniculatus_bairdii ENSPEMG00000006090
mus_spicilegus ENSMSIG00000013955
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019669
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016049
rattus_norvegicus ENSRNOG00000018570
meriones_unguiculatus ENSMUGG00000016081
nannospalax_galili ENSNGAG00000019429
chinchilla_lanigera ENSCLAG00000008321
octodon_degus ENSODEG00000002327
cavia_porcellus ENSCPOG00000040503
cavia_aperea ENSCAPG00000010892
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004161
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001167
fukomys_damarensis ENSFDAG00000000130
oryctolagus_cuniculus ENSOCUG00000026419
homo_sapiens ENSG00000082196
homo_sapiens ENSG00000273294
nomascus_leucogenys ENSNLEG00000014340
rhinopithecus_roxellana ENSRROG00000029568
rhinopithecus_bieti ENSRBIG00000033698
colobus_angolensis_palliatus ENSCANG00000011106
piliocolobus_tephrosceles ENSPTEG00000026193
theropithecus_gelada ENSTGEG00000005485
cercocebus_atys ENSCATG00000044171
papio_anubis ENSPANG00000010598
mandrillus_leucophaeus ENSMLEG00000039865
macaca_fascicularis ENSMFAG00000002948
macaca_nemestrina ENSMNEG00000032191
macaca_mulatta ENSMMUG00000009841
chlorocebus_sabaeus ENSCSAG00000017142
cebus_capucinus_imitator ENSCCAG00000033289
callithrix_jacchus ENSCJAG00000048210
saimiri_boliviensis_boliviensis ENSSBOG00000023840
aotus_nancymaae ENSANAG00000037935
carlito_syrichta ENSTSYG00000019416
propithecus_coquereli ENSPCOG00000017020
microcebus_murinus ENSMICG00000037848
otolemur_garnettii ENSOGAG00000026589
ursus_maritimus ENSUMAG00000012952
ursus_americanus ENSUAMG00000002456
ailuropoda_melanoleuca ENSAMEG00000003354
neovison_vison ENSNVIG00000003790
mustela_putorius_furo ENSMPUG00000015149
canis_lupus_dingo ENSCAFG00020016802
canis_lupus_familiaris ENSCAFG00000018825
panthera_pardus ENSPPRG00000014071
panthera_tigris_altaica ENSPTIG00000015553
felis_catus ENSFCAG00000028443
equus_caballus ENSECAG00000022273
equus_asinus_asinus ENSEASG00005014981
bos_taurus ENSBTAG00000017071
bos_mutus ENSBMUG00000006189
bison_bison_bison ENSBBBG00000022642
ovis_aries ENSOARG00000011815
capra_hircus ENSCHIG00000025609
sus_scrofa ENSSSCG00000016823
tursiops_truncatus ENSTTRG00000021360
vicugna_pacos ENSVPAG00000015391
pteropus_vampyrus ENSPVAG00000024184
myotis_lucifugus ENSMLUG00000023323
myotis_lucifugus ENSMLUG00000028890
jaculus_jaculus ENSJJAG00000011903
loxodonta_africana ENSLAFG00000029390
procavia_capensis ENSPCAG00000018869
phascolarctos_cinereus ENSPCIG00000000071
notamacropus_eugenii ENSMEUG00000015816
sarcophilus_harrisii ENSSHAG00000001281
monodelphis_domestica ENSMODG00000024814
ornithorhynchus_anatinus ENSOANG00000014572
salvator_merianae ENSSMRG00000016297
pogona_vitticeps ENSPVIG00000002847
sphenodon_punctatus ENSSPUG00000019150
gallus_gallus ENSGALG00000027887
coturnix_japonica ENSCJPG00005006593
meleagris_gallopavo ENSMGAG00000002124
numida_meleagris ENSNMEG00000001037
anser_brachyrhynchus ENSABRG00000004581
anas_platyrhynchos_platyrhynchos ENSAPLG00000006362
manacus_vitellinus ENSMVIG00005010250
lepidothrix_coronata ENSLCOG00000007031
lonchura_striata_domestica ENSLSDG00000014600
taeniopygia_guttata ENSTGUG00000001951
serinus_canaria ENSSCAG00000001251
zonotrichia_albicollis ENSZALG00000008220
cyanistes_caeruleus ENSCCEG00000010287
parus_major ENSPMJG00000015774
ficedula_albicollis ENSFALG00000002113
calidris_pygmaea ENSCPGG00000007566
calidris_pugnax ENSCPUG00000018457
melopsittacus_undulatus ENSMUNG00000014257
apteryx_owenii ENSAOWG00000008925
apteryx_rowi ENSARWG00000012786
apteryx_haastii ENSAHAG00000011055
dromaius_novaehollandiae ENSDNVG00000013343
nothoprocta_perdicaria ENSNPEG00000002305
crocodylus_porosus ENSCPRG00005015663
gopherus_agassizii ENSGAGG00000011900
chelonoidis_abingdonii ENSCABG00000007302
chrysemys_picta_bellii ENSCPBG00000021299
pelodiscus_sinensis ENSPSIG00000014259
xenopus_tropicalis ENSXETG00000030739
petromyzon_marinus ENSPMAG00000003830
eptatretus_burgeri ENSEBUG00000012878
