meleagris_gallopavo ENSMGAG00000017298
coturnix_japonica ENSCJPG00005014029
numida_meleagris ENSNMEG00000003686
anser_brachyrhynchus ENSABRG00000004115
cyanistes_caeruleus ENSCCEG00000007735
lonchura_striata_domestica ENSLSDG00000012475
lepidothrix_coronata ENSLCOG00000001673
calidris_pugnax ENSCPUG00000008622
anser_brachyrhynchus ENSABRG00000004098
anas_platyrhynchos_platyrhynchos ENSAPLG00000019128
gallus_gallus ENSGALG00000027712
coturnix_japonica ENSCJPG00005014028
numida_meleagris ENSNMEG00000003689
apteryx_owenii ENSAOWG00000002505
apteryx_haastii ENSAHAG00000011713
apteryx_rowi ENSARWG00000012615
dromaius_novaehollandiae ENSDNVG00000012219
apteryx_rowi ENSARWG00000012616
dromaius_novaehollandiae ENSDNVG00000012207
crocodylus_porosus ENSCPRG00005008847
crocodylus_porosus ENSCPRG00005008845
gopherus_agassizii ENSGAGG00000001231
chrysemys_picta_bellii ENSCPBG00000026381
pelodiscus_sinensis ENSPSIG00000010636
chrysemys_picta_bellii ENSCPBG00000026384
chelonoidis_abingdonii ENSCABG00000017555
gopherus_agassizii ENSGAGG00000001222
chelonoidis_abingdonii ENSCABG00000017557
chrysemys_picta_bellii ENSCPBG00000026379
pelodiscus_sinensis ENSPSIG00000009332
pelodiscus_sinensis ENSPSIG00000010540
pogona_vitticeps ENSPVIG00000019976
anolis_carolinensis ENSACAG00000025209
salvator_merianae ENSSMRG00000007851
monodelphis_domestica ENSMODG00000028597
phascolarctos_cinereus ENSPCIG00000037468
bos_mutus ENSBMUG00000000296
bos_taurus ENSBTAG00000053098
ovis_aries ENSOARG00000006809
sus_scrofa ENSSSCG00000036622
equus_caballus ENSECAG00000036921
canis_lupus_familiaris ENSCAFG00000031543
canis_lupus_dingo ENSCAFG00020003814
oryctolagus_cuniculus ENSOCUG00000029622
dasypus_novemcinctus ENSDNOG00000041452
phascolarctos_cinereus ENSPCIG00000001700
sarcophilus_harrisii ENSSHAG00000017374
monodelphis_domestica ENSMODG00000027392
ovis_aries ENSOARG00000006750
ovis_aries ENSOARG00000006800
ovis_aries ENSOARG00000006734
ovis_aries ENSOARG00000006768
equus_caballus ENSECAG00000032900
equus_caballus ENSECAG00000035548
equus_caballus ENSECAG00000035026
equus_asinus_asinus ENSEASG00005018144
equus_asinus_asinus ENSEASG00005018148
equus_caballus ENSECAG00000031736
mustela_putorius_furo ENSMPUG00000003536
mustela_putorius_furo ENSMPUG00000003527
ursus_maritimus ENSUMAG00000004553
canis_lupus_familiaris ENSCAFG00000030770
canis_lupus_familiaris ENSCAFG00000030953
dasypus_novemcinctus ENSDNOG00000044538
dasypus_novemcinctus ENSDNOG00000037892
dasypus_novemcinctus ENSDNOG00000037669
anolis_carolinensis ENSACAG00000029069
ornithorhynchus_anatinus ENSOANG00000020663
xenopus_tropicalis ENSXETG00000023980
xenopus_tropicalis ENSXETG00000010468
xenopus_tropicalis ENSXETG00000030652
xenopus_tropicalis ENSXETG00000018482
xenopus_tropicalis ENSXETG00000032188
latimeria_chalumnae ENSLACG00000000544
latimeria_chalumnae ENSLACG00000010376
esox_lucius ENSELUG00000006236
esox_lucius ENSELUG00000006205
esox_lucius ENSELUG00000005001
esox_lucius ENSELUG00000006196
poecilia_mexicana ENSPMEG00000011728
poecilia_mexicana ENSPMEG00000011739
poecilia_latipinna ENSPLAG00000002458
poecilia_formosa ENSPFOG00000023801
