castor_canadensis ENSCCNG00000020583
dipodomys_ordii ENSDORG00000030013
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002561
cricetulus_griseus_crigri-picr ENSCGRG00015006607
peromyscus_maniculatus_bairdii ENSPEMG00000024474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015650
mus_spicilegus ENSMSIG00000013120
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096968
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014846
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028083
nannospalax_galili ENSNGAG00000015352
ictidomys_tridecemlineatus ENSSTOG00000034905
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019606
cavia_porcellus ENSCPOG00000037773
piliocolobus_tephrosceles ENSPTEG00000024421
equus_asinus_asinus ENSEASG00005013749
equus_caballus ENSECAG00000035517
felis_catus ENSFCAG00000043869
canis_lupus_dingo ENSCAFG00020001115
capra_hircus ENSCHIG00000014070
sus_scrofa ENSSSCG00000039073
