prolemur_simus ENSPSMG00000003632
pongo_abelii ENSPPYG00000006168
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014678
cricetulus_griseus_crigri-picr ENSCGRG00015019459
mesocricetus_auratus ENSMAUG00000001867
peromyscus_maniculatus_bairdii ENSPEMG00000029489
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000010529
mus_spicilegus ENSMSIG00000008953
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018133
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029890
rattus_norvegicus ENSRNOG00000033736
meriones_unguiculatus ENSMUGG00000018619
meriones_unguiculatus ENSMUGG00000016353
castor_canadensis ENSCCNG00000027456
marmota_marmota_marmota ENSMMMG00000004126
urocitellus_parryii ENSUPAG00010017927
ictidomys_tridecemlineatus ENSSTOG00000022018
spermophilus_dauricus ENSSDAG00000006727
dipodomys_ordii ENSDORG00000027857
otolemur_garnettii ENSOGAG00000030713
canis_lupus_dingo ENSCAFG00020008767
canis_lupus_familiaris ENSCAFG00000018194
vulpes_vulpes ENSVVUG00000000435
neovison_vison ENSNVIG00000012876
mustela_putorius_furo ENSMPUG00000019166
ursus_americanus ENSUAMG00000025229
panthera_pardus ENSPPRG00000020034
bison_bison_bison ENSBBBG00000006381
bos_taurus ENSBTAG00000047319
capra_hircus ENSCHIG00000009953
ovis_aries ENSOARG00000013927
sus_scrofa ENSSSCG00000036820
equus_caballus ENSECAG00000037072
equus_asinus_asinus ENSEASG00005004073
loxodonta_africana ENSLAFG00000026093
