scophthalmus_maximus ENSSMAG00000020708
seriola_dumerili ENSSDUG00000001401
cynoglossus_semilaevis ENSCSEG00000010622
hippocampus_comes ENSHCOG00000000553
poecilia_latipinna ENSPLAG00000017190
poecilia_mexicana ENSPMEG00000007044
xiphophorus_maculatus ENSXMAG00000027488
fundulus_heteroclitus ENSFHEG00000017029
oryzias_latipes_asm223467v1 ENSORLG00000025699
maylandia_zebra ENSMZEG00005011692
astatotilapia_calliptera ENSACLG00000005405
labrus_bergylta ENSLBEG00000024593
takifugu_rubripes ENSTRUG00000024505
esox_lucius ENSELUG00000024619
pygocentrus_nattereri ENSPNAG00000002040
astyanax_mexicanus ENSAMXG00000042198
ictalurus_punctatus ENSIPUG00000016795
danio_rerio ENSDARG00000099801
paramormyrops_kingsleyae ENSPKIG00000012229
lepisosteus_oculatus ENSLOCG00000001212
serinus_canaria ENSSCAG00000000836
taeniopygia_guttata ENSTGUG00000003809
zonotrichia_albicollis ENSZALG00000002518
junco_hyemalis ENSJHYG00000009170
lonchura_striata_domestica ENSLSDG00000008506
parus_major ENSPMJG00000007541
cyanistes_caeruleus ENSCCEG00000009230
manacus_vitellinus ENSMVIG00005013785
lepidothrix_coronata ENSLCOG00000013806
melopsittacus_undulatus ENSMUNG00000000763
calidris_pygmaea ENSCPGG00000000211
calidris_pugnax ENSCPUG00000010211
meleagris_gallopavo ENSMGAG00000011231
gallus_gallus ENSGALG00000054787
coturnix_japonica ENSCJPG00005012836
numida_meleagris ENSNMEG00000010190
anas_platyrhynchos_platyrhynchos ENSAPLG00000026179
anser_brachyrhynchus ENSABRG00000003680
apteryx_haastii ENSAHAG00000014345
apteryx_owenii ENSAOWG00000006736
apteryx_rowi ENSARWG00000013059
dromaius_novaehollandiae ENSDNVG00000007115
nothoprocta_perdicaria ENSNPEG00000008963
crocodylus_porosus ENSCPRG00005004937
gopherus_agassizii ENSGAGG00000005743
chelonoidis_abingdonii ENSCABG00000015860
chrysemys_picta_bellii ENSCPBG00000022747
pelodiscus_sinensis ENSPSIG00000004381
pogona_vitticeps ENSPVIG00000005516
sarcophilus_harrisii ENSSHAG00000017638
phascolarctos_cinereus ENSPCIG00000026161
monodelphis_domestica ENSMODG00000029231
neovison_vison ENSNVIG00000003771
mustela_putorius_furo ENSMPUG00000012903
ursus_americanus ENSUAMG00000007642
ursus_maritimus ENSUMAG00000015283
canis_lupus_familiaris ENSCAFG00000004424
canis_lupus_dingo ENSCAFG00020005672
vulpes_vulpes ENSVVUG00000022169
panthera_pardus ENSPPRG00000008934
panthera_tigris_altaica ENSPTIG00000013534
sorex_araneus ENSSARG00000005469
pteropus_vampyrus ENSPVAG00000013590
myotis_lucifugus ENSMLUG00000001186
ovis_aries ENSOARG00000004287
capra_hircus ENSCHIG00000009315
bos_taurus ENSBTAG00000044167
bos_mutus ENSBMUG00000018027
bison_bison_bison ENSBBBG00000018065
tursiops_truncatus ENSTTRG00000006307
sus_scrofa ENSSSCG00000029268
vicugna_pacos ENSVPAG00000001832
equus_asinus_asinus ENSEASG00005007956
equus_caballus ENSECAG00000022033
castor_canadensis ENSCCNG00000013886
dipodomys_ordii ENSDORG00000008136
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094985
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033991
mus_spicilegus ENSMSIG00000022649
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032843
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015709
rattus_norvegicus ENSRNOG00000025601
meriones_unguiculatus ENSMUGG00000008471
cricetulus_griseus_crigri-picr ENSCGRG00015011544
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014292
cricetulus_griseus_crigri_1.0 ENSCGRG00000017300
mesocricetus_auratus ENSMAUG00000017724
microtus_ochrogaster ENSMOCG00000011800
peromyscus_maniculatus_bairdii ENSPEMG00000010517
nannospalax_galili ENSNGAG00000015410
jaculus_jaculus ENSJJAG00000015611
cavia_porcellus ENSCPOG00000001921
cavia_aperea ENSCAPG00000016147
chinchilla_lanigera ENSCLAG00000015843
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016986
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004421
fukomys_damarensis ENSFDAG00000006508
ictidomys_tridecemlineatus ENSSTOG00000027179
urocitellus_parryii ENSUPAG00010011889
marmota_marmota_marmota ENSMMMG00000008975
spermophilus_dauricus ENSSDAG00000009128
oryctolagus_cuniculus ENSOCUG00000009016
tupaia_belangeri ENSTBEG00000014979
propithecus_coquereli ENSPCOG00000015773
microcebus_murinus ENSMICG00000033686
prolemur_simus ENSPSMG00000022561
otolemur_garnettii ENSOGAG00000033226
pan_troglodytes ENSPTRG00000014813
pan_paniscus ENSPPAG00000030482
homo_sapiens ENSG00000173769
gorilla_gorilla ENSGGOG00000025876
pongo_abelii ENSPPYG00000013963
nomascus_leucogenys ENSNLEG00000005926
macaca_fascicularis ENSMFAG00000040339
macaca_nemestrina ENSMNEG00000031144
macaca_mulatta ENSMMUG00000015127
papio_anubis ENSPANG00000019677
cercocebus_atys ENSCATG00000042211
mandrillus_leucophaeus ENSMLEG00000034440
theropithecus_gelada ENSTGEG00000013593
chlorocebus_sabaeus ENSCSAG00000016686
colobus_angolensis_palliatus ENSCANG00000037102
piliocolobus_tephrosceles ENSPTEG00000012971
rhinopithecus_bieti ENSRBIG00000037888
rhinopithecus_roxellana ENSRROG00000031934
cebus_capucinus_imitator ENSCCAG00000036560
saimiri_boliviensis_boliviensis ENSSBOG00000024621
callithrix_jacchus ENSCJAG00000001760
aotus_nancymaae ENSANAG00000034745
loxodonta_africana ENSLAFG00000005642
latimeria_chalumnae ENSLACG00000007951
