bos_mutus ENSBMUG00000004985
bos_taurus ENSBTAG00000004600
capra_hircus ENSCHIG00000024079
ovis_aries ENSOARG00000011398
tursiops_truncatus ENSTTRG00000004758
vicugna_pacos ENSVPAG00000009581
sus_scrofa ENSSSCG00000021934
mustela_putorius_furo ENSMPUG00000013747
neovison_vison ENSNVIG00000006935
ursus_maritimus ENSUMAG00000007218
ursus_americanus ENSUAMG00000010963
ailuropoda_melanoleuca ENSAMEG00000012420
canis_lupus_familiaris ENSCAFG00000015689
canis_lupus_dingo ENSCAFG00020020300
vulpes_vulpes ENSVVUG00000017789
panthera_pardus ENSPPRG00000005742
panthera_tigris_altaica ENSPTIG00000016746
felis_catus ENSFCAG00000002572
pteropus_vampyrus ENSPVAG00000007649
myotis_lucifugus ENSMLUG00000009195
equus_caballus ENSECAG00000010819
equus_asinus_asinus ENSEASG00005019209
sorex_araneus ENSSARG00000008840
erinaceus_europaeus ENSEEUG00000013196
saimiri_boliviensis_boliviensis ENSSBOG00000006541
cebus_capucinus_imitator ENSCCAG00000033387
callithrix_jacchus ENSCJAG00000002507
aotus_nancymaae ENSANAG00000033729
macaca_mulatta ENSMMUG00000004558
macaca_nemestrina ENSMNEG00000042421
macaca_fascicularis ENSMFAG00000039347
papio_anubis ENSPANG00000023327
theropithecus_gelada ENSTGEG00000003139
cercocebus_atys ENSCATG00000033103
mandrillus_leucophaeus ENSMLEG00000041141
chlorocebus_sabaeus ENSCSAG00000013145
rhinopithecus_roxellana ENSRROG00000036291
rhinopithecus_bieti ENSRBIG00000040797
piliocolobus_tephrosceles ENSPTEG00000013637
colobus_angolensis_palliatus ENSCANG00000023223
pan_paniscus ENSPPAG00000043025
pan_troglodytes ENSPTRG00000021876
homo_sapiens ENSG00000068308
gorilla_gorilla ENSGGOG00000040938
pongo_abelii ENSPPYG00000020327
nomascus_leucogenys ENSNLEG00000031362
carlito_syrichta ENSTSYG00000026196
propithecus_coquereli ENSPCOG00000015759
microcebus_murinus ENSMICG00000005989
otolemur_garnettii ENSOGAG00000009614
otolemur_garnettii ENSOGAG00000006674
castor_canadensis ENSCCNG00000016470
dipodomys_ordii ENSDORG00000002659
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034048
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031154
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032900
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031448
rattus_norvegicus ENSRNOG00000008764
meriones_unguiculatus ENSMUGG00000011080
peromyscus_maniculatus_bairdii ENSPEMG00000025054
microtus_ochrogaster ENSMOCG00000011416
cricetulus_griseus_crigri-picr ENSCGRG00015007243
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016496
cricetulus_griseus_crigri_1.0 ENSCGRG00000016888
mesocricetus_auratus ENSMAUG00000015273
nannospalax_galili ENSNGAG00000020154
jaculus_jaculus ENSJJAG00000015261
jaculus_jaculus ENSJJAG00000018365
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006525
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009348
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016288
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001569
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014509
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016087
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000760
fukomys_damarensis ENSFDAG00000007975
chinchilla_lanigera ENSCLAG00000006102
octodon_degus ENSODEG00000009050
cavia_porcellus ENSCPOG00000027082
cavia_aperea ENSCAPG00000010422
