coturnix_japonica ENSCJPG00005013109
meleagris_gallopavo ENSMGAG00000011371
gallus_gallus ENSGALG00000011355
numida_meleagris ENSNMEG00000022890
anser_brachyrhynchus ENSABRG00000022303
anas_platyrhynchos_platyrhynchos ENSAPLG00000016706
calidris_pygmaea ENSCPGG00000013376
calidris_pugnax ENSCPUG00000000930
melopsittacus_undulatus ENSMUNG00000013094
parus_major ENSPMJG00000019731
cyanistes_caeruleus ENSCCEG00000009094
lonchura_striata_domestica ENSLSDG00000013279
serinus_canaria ENSSCAG00000013224
zonotrichia_albicollis ENSZALG00000015297
junco_hyemalis ENSJHYG00000011106
ficedula_albicollis ENSFALG00000004164
lepidothrix_coronata ENSLCOG00000005887
manacus_vitellinus ENSMVIG00005012386
apteryx_owenii ENSAOWG00000012210
apteryx_haastii ENSAHAG00000010130
apteryx_rowi ENSARWG00000016438
dromaius_novaehollandiae ENSDNVG00000018677
nothoprocta_perdicaria ENSNPEG00000007995
chelonoidis_abingdonii ENSCABG00000012892
gopherus_agassizii ENSGAGG00000004446
chrysemys_picta_bellii ENSCPBG00000013181
pogona_vitticeps ENSPVIG00000021431
anolis_carolinensis ENSACAG00000012672
notechis_scutatus ENSNSUG00000012158
salvator_merianae ENSSMRG00000011184
sphenodon_punctatus ENSSPUG00000015583
latimeria_chalumnae ENSLACG00000016858
xenopus_tropicalis ENSXETG00000031623
poecilia_reticulata ENSPREG00000015633
poecilia_reticulata ENSPREG00000015606
poecilia_mexicana ENSPMEG00000003442
poecilia_formosa ENSPFOG00000004587
poecilia_latipinna ENSPLAG00000021584
gambusia_affinis ENSGAFG00000016409
xiphophorus_couchianus ENSXCOG00000014459
xiphophorus_maculatus ENSXMAG00000024708
fundulus_heteroclitus ENSFHEG00000006524
cyprinodon_variegatus ENSCVAG00000007307
kryptolebias_marmoratus ENSKMAG00000016880
oryzias_latipes_asm223469v1 ENSORLG00015006554
oryzias_latipes_asm223467v1 ENSORLG00000018247
oryzias_latipes_asm223471v1 ENSORLG00020010238
oryzias_melastigma ENSOMEG00000013423
maylandia_zebra ENSMZEG00005001979
astatotilapia_calliptera ENSACLG00000008596
haplochromis_burtoni ENSHBUG00000018452
neolamprologus_brichardi ENSNBRG00000013057
pundamilia_nyererei ENSPNYG00000005950
oreochromis_niloticus ENSONIG00000004361
gasterosteus_aculeatus ENSGACG00000007605
cynoglossus_semilaevis ENSCSEG00000019730
monopterus_albus ENSMALG00000012374
takifugu_rubripes ENSTRUG00000003255
hippocampus_comes ENSHCOG00000018681
amphiprion_percula ENSAPEG00000010000
amphiprion_ocellaris ENSAOCG00000015386
seriola_lalandi_dorsalis ENSSLDG00000022364
seriola_dumerili ENSSDUG00000011248
mastacembelus_armatus ENSMAMG00000014474
anabas_testudineus ENSATEG00000004511
acanthochromis_polyacanthus ENSAPOG00000010763
stegastes_partitus ENSSPAG00000023233
mola_mola ENSMMOG00000005532
labrus_bergylta ENSLBEG00000021913
tetraodon_nigroviridis ENSTNIG00000017049
amphilophus_citrinellus ENSACIG00000013551
scophthalmus_maximus ENSSMAG00000005418
gadus_morhua ENSGMOG00000008295
esox_lucius ENSELUG00000014669
paramormyrops_kingsleyae ENSPKIG00000025643
scleropages_formosus ENSSFOG00015023616
scleropages_formosus ENSSFOG00015023618
periophthalmus_magnuspinnatus ENSPMGG00000007696
paramormyrops_kingsleyae ENSPKIG00000011444
pygocentrus_nattereri ENSPNAG00000023662
astyanax_mexicanus ENSAMXG00000000099
ictalurus_punctatus ENSIPUG00000010386
danio_rerio ENSDARG00000017155
scleropages_formosus ENSSFOG00015013204
lepisosteus_oculatus ENSLOCG00000005361
pteropus_vampyrus ENSPVAG00000017170
myotis_lucifugus ENSMLUG00000011090
capra_hircus ENSCHIG00000022853
ovis_aries ENSOARG00000019751
bos_taurus ENSBTAG00000009217
bos_mutus ENSBMUG00000026013
bison_bison_bison ENSBBBG00000009483
sus_scrofa ENSSSCG00000026958
tursiops_truncatus ENSTTRG00000009985
ursus_americanus ENSUAMG00000014529
ailuropoda_melanoleuca ENSAMEG00000002646
mustela_putorius_furo ENSMPUG00000016551
neovison_vison ENSNVIG00000022675
canis_lupus_dingo ENSCAFG00020027039
canis_lupus_familiaris ENSCAFG00000014987
vulpes_vulpes ENSVVUG00000000971
panthera_pardus ENSPPRG00000008877
panthera_tigris_altaica ENSPTIG00000006806
felis_catus ENSFCAG00000044254
equus_asinus_asinus ENSEASG00005011873
equus_caballus ENSECAG00000037351
dipodomys_ordii ENSDORG00000005722
castor_canadensis ENSCCNG00000002426
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026167
mus_spicilegus ENSMSIG00000018596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014275
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015081
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027513
rattus_norvegicus ENSRNOG00000052510
meriones_unguiculatus ENSMUGG00000003989
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021957
cricetulus_griseus_crigri_1.0 ENSCGRG00000008381
cricetulus_griseus_crigri-picr ENSCGRG00015003706
mesocricetus_auratus ENSMAUG00000002340
microtus_ochrogaster ENSMOCG00000019338
peromyscus_maniculatus_bairdii ENSPEMG00000026915
nannospalax_galili ENSNGAG00000024234
jaculus_jaculus ENSJJAG00000019142
cavia_porcellus ENSCPOG00000036720
octodon_degus ENSODEG00000005957
chinchilla_lanigera ENSCLAG00000009082
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006038
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017384
fukomys_damarensis ENSFDAG00000010263
urocitellus_parryii ENSUPAG00010012507
ictidomys_tridecemlineatus ENSSTOG00000026725
marmota_marmota_marmota ENSMMMG00000019849
propithecus_coquereli ENSPCOG00000027492
microcebus_murinus ENSMICG00000043872
prolemur_simus ENSPSMG00000025083
otolemur_garnettii ENSOGAG00000024185
pan_paniscus ENSPPAG00000041398
pan_troglodytes ENSPTRG00000012931
homo_sapiens ENSG00000135925
gorilla_gorilla ENSGGOG00000000870
pongo_abelii ENSPPYG00000013186
nomascus_leucogenys ENSNLEG00000008992
colobus_angolensis_palliatus ENSCANG00000004796
piliocolobus_tephrosceles ENSPTEG00000039177
rhinopithecus_bieti ENSRBIG00000045014
rhinopithecus_roxellana ENSRROG00000031543
mandrillus_leucophaeus ENSMLEG00000039687
papio_anubis ENSPANG00000011987
theropithecus_gelada ENSTGEG00000011681
cercocebus_atys ENSCATG00000041079
chlorocebus_sabaeus ENSCSAG00000008612
macaca_nemestrina ENSMNEG00000043976
macaca_fascicularis ENSMFAG00000040659
saimiri_boliviensis_boliviensis ENSSBOG00000028713
cebus_capucinus_imitator ENSCCAG00000033457
callithrix_jacchus ENSCJAG00000011403
aotus_nancymaae ENSANAG00000026652
oryctolagus_cuniculus ENSOCUG00000016033
ochotona_princeps ENSOPRG00000011562
loxodonta_africana ENSLAFG00000012543
procavia_capensis ENSPCAG00000014395
dasypus_novemcinctus ENSDNOG00000015184
erinaceus_europaeus ENSEEUG00000006329
ursus_maritimus ENSUMAG00000019072
carlito_syrichta ENSTSYG00000025654
sorex_araneus ENSSARG00000007163
notamacropus_eugenii ENSMEUG00000014137
phascolarctos_cinereus ENSPCIG00000011118
sarcophilus_harrisii ENSSHAG00000014980
monodelphis_domestica ENSMODG00000015361
petromyzon_marinus ENSPMAG00000007063
eptatretus_burgeri ENSEBUG00000001876
