notechis_scutatus ENSNSUG00000015413
pygocentrus_nattereri ENSPNAG00000021094
crocodylus_porosus ENSCPRG00005012238
chrysemys_picta_bellii ENSCPBG00000006684
gopherus_agassizii ENSGAGG00000000896
chelonoidis_abingdonii ENSCABG00000012761
pelodiscus_sinensis ENSPSIG00000003215
anser_brachyrhynchus ENSABRG00000004502
pogona_vitticeps ENSPVIG00000017723
anolis_carolinensis ENSACAG00000011646
salvator_merianae ENSSMRG00000013403
sphenodon_punctatus ENSSPUG00000009567
notamacropus_eugenii ENSMEUG00000011758
phascolarctos_cinereus ENSPCIG00000014813
monodelphis_domestica ENSMODG00000002720
sarcophilus_harrisii ENSSHAG00000012375
ornithorhynchus_anatinus ENSOANG00000007579
scleropages_formosus ENSSFOG00015024066
paramormyrops_kingsleyae ENSPKIG00000013746
paramormyrops_kingsleyae ENSPKIG00000012718
scleropages_formosus ENSSFOG00015008764
astyanax_mexicanus ENSAMXG00000030230
pygocentrus_nattereri ENSPNAG00000004248
ictalurus_punctatus ENSIPUG00000001569
danio_rerio ENSDARG00000037383
takifugu_rubripes ENSTRUG00000003227
tetraodon_nigroviridis ENSTNIG00000005085
mola_mola ENSMMOG00000007348
gasterosteus_aculeatus ENSGACG00000016112
cynoglossus_semilaevis ENSCSEG00000005026
seriola_lalandi_dorsalis ENSSLDG00000001108
seriola_dumerili ENSSDUG00000022365
monopterus_albus ENSMALG00000007393
scophthalmus_maximus ENSSMAG00000011242
mastacembelus_armatus ENSMAMG00000000556
amphiprion_ocellaris ENSAOCG00000005968
amphiprion_percula ENSAPEG00000020200
acanthochromis_polyacanthus ENSAPOG00000008405
stegastes_partitus ENSSPAG00000020883
astatotilapia_calliptera ENSACLG00000014323
maylandia_zebra ENSMZEG00005021608
haplochromis_burtoni ENSHBUG00000000062
pundamilia_nyererei ENSPNYG00000023266
neolamprologus_brichardi ENSNBRG00000016436
oreochromis_niloticus ENSONIG00000008952
amphilophus_citrinellus ENSACIG00000010213
kryptolebias_marmoratus ENSKMAG00000000053
anabas_testudineus ENSATEG00000020148
hippocampus_comes ENSHCOG00000002620
labrus_bergylta ENSLBEG00000003524
oryzias_latipes_asm223471v1 ENSORLG00020006694
oryzias_latipes_asm223469v1 ENSORLG00015004138
oryzias_latipes_asm223467v1 ENSORLG00000005326
oryzias_melastigma ENSOMEG00000012663
poecilia_mexicana ENSPMEG00000007586
poecilia_latipinna ENSPLAG00000000477
poecilia_formosa ENSPFOG00000011719
poecilia_reticulata ENSPREG00000006606
xiphophorus_maculatus ENSXMAG00000012680
xiphophorus_couchianus ENSXCOG00000013717
gambusia_affinis ENSGAFG00000020624
