mus_spicilegus ENSMSIG00000003802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028543
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072754
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027545
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024127
rattus_norvegicus ENSRNOG00000037466
meriones_unguiculatus ENSMUGG00000003091
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024930
cricetulus_griseus_crigri_1.0 ENSCGRG00000003214
cricetulus_griseus_crigri-picr ENSCGRG00015020563
mesocricetus_auratus ENSMAUG00000021578
microtus_ochrogaster ENSMOCG00000007334
peromyscus_maniculatus_bairdii ENSPEMG00000024446
nannospalax_galili ENSNGAG00000001066
jaculus_jaculus ENSJJAG00000023325
castor_canadensis ENSCCNG00000027425
urocitellus_parryii ENSUPAG00010023350
chinchilla_lanigera ENSCLAG00000013428
fukomys_damarensis ENSFDAG00000014228
cavia_aperea ENSCAPG00000007994
cavia_porcellus ENSCPOG00000038864
prolemur_simus ENSPSMG00000010948
microcebus_murinus ENSMICG00000041480
propithecus_coquereli ENSPCOG00000012527
otolemur_garnettii ENSOGAG00000006631
bos_taurus ENSBTAG00000049454
bos_mutus ENSBMUG00000022134
bison_bison_bison ENSBBBG00000018058
capra_hircus ENSCHIG00000015576
ovis_aries ENSOARG00000011196
tursiops_truncatus ENSTTRG00000016495
pteropus_vampyrus ENSPVAG00000012418
canis_lupus_dingo ENSCAFG00020010268
canis_lupus_familiaris ENSCAFG00000023461
vulpes_vulpes ENSVVUG00000004628
ailuropoda_melanoleuca ENSAMEG00000013610
equus_caballus ENSECAG00000016321
equus_asinus_asinus ENSEASG00005016695
homo_sapiens ENSG00000204583
gorilla_gorilla ENSGGOG00000040324
pan_paniscus ENSPPAG00000042816
pan_troglodytes ENSPTRG00000048892
nomascus_leucogenys ENSNLEG00000008583
rhinopithecus_roxellana ENSRROG00000038968
rhinopithecus_bieti ENSRBIG00000044545
piliocolobus_tephrosceles ENSPTEG00000000362
colobus_angolensis_palliatus ENSCANG00000025447
cercocebus_atys ENSCATG00000008048
papio_anubis ENSPANG00000015387
theropithecus_gelada ENSTGEG00000028539
chlorocebus_sabaeus ENSCSAG00000001858
mandrillus_leucophaeus ENSMLEG00000029915
macaca_mulatta ENSMMUG00000031455
macaca_fascicularis ENSMFAG00000031341
macaca_nemestrina ENSMNEG00000035427
cebus_capucinus_imitator ENSCCAG00000032109
saimiri_boliviensis_boliviensis ENSSBOG00000024088
aotus_nancymaae ENSANAG00000030457
ochotona_princeps ENSOPRG00000005534
erinaceus_europaeus ENSEEUG00000006782
sorex_araneus ENSSARG00000013205
loxodonta_africana ENSLAFG00000031708
procavia_capensis ENSPCAG00000011602
echinops_telfairi ENSETEG00000016726
dasypus_novemcinctus ENSDNOG00000034515
phascolarctos_cinereus ENSPCIG00000031829
sarcophilus_harrisii ENSSHAG00000009304
