caenorhabditis_elegans_strain_n2 WBGene00003080
drosophila_melanogaster FBgn0034564
ciona_intestinalis ENSCING00000019152
ciona_savignyi ENSCSAVG00000002065
eptatretus_burgeri ENSEBUG00000017073
petromyzon_marinus ENSPMAG00000006949
astyanax_mexicanus ENSAMXG00000038738
pygocentrus_nattereri ENSPNAG00000018779
ictalurus_punctatus ENSIPUG00000004508
danio_rerio ENSDARG00000036995
esox_lucius ENSELUG00000014301
scleropages_formosus ENSSFOG00015016480
paramormyrops_kingsleyae ENSPKIG00000016176
mola_mola ENSMMOG00000005470
mola_mola ENSMMOG00000007379
gasterosteus_aculeatus ENSGACG00000017223
anabas_testudineus ENSATEG00000012610
mastacembelus_armatus ENSMAMG00000014029
seriola_lalandi_dorsalis ENSSLDG00000020533
seriola_lalandi_dorsalis ENSSLDG00000004136
seriola_dumerili ENSSDUG00000020459
cynoglossus_semilaevis ENSCSEG00000000423
amphiprion_ocellaris ENSAOCG00000002110
amphiprion_percula ENSAPEG00000023992
acanthochromis_polyacanthus ENSAPOG00000019832
stegastes_partitus ENSSPAG00000003246
oryzias_latipes_asm223467v1 ENSORLG00000024158
oryzias_latipes_asm223471v1 ENSORLG00020017383
oryzias_latipes_asm223469v1 ENSORLG00015016903
oryzias_melastigma ENSOMEG00000000074
monopterus_albus ENSMALG00000002419
scophthalmus_maximus ENSSMAG00000004550
poecilia_mexicana ENSPMEG00000004000
poecilia_latipinna ENSPLAG00000003202
poecilia_formosa ENSPFOG00000008881
poecilia_reticulata ENSPREG00000023235
gambusia_affinis ENSGAFG00000017763
xiphophorus_maculatus ENSXMAG00000009606
cyprinodon_variegatus ENSCVAG00000001592
fundulus_heteroclitus ENSFHEG00000007948
kryptolebias_marmoratus ENSKMAG00000004105
astatotilapia_calliptera ENSACLG00000025621
maylandia_zebra ENSMZEG00005009146
pundamilia_nyererei ENSPNYG00000012614
haplochromis_burtoni ENSHBUG00000008618
oreochromis_niloticus ENSONIG00000010005
neolamprologus_brichardi ENSNBRG00000004887
amphilophus_citrinellus ENSACIG00000016711
periophthalmus_magnuspinnatus ENSPMGG00000018004
tetraodon_nigroviridis ENSTNIG00000017725
takifugu_rubripes ENSTRUG00000023398
labrus_bergylta ENSLBEG00000018441
hippocampus_comes ENSHCOG00000005591
gadus_morhua ENSGMOG00000015550
lepisosteus_oculatus ENSLOCG00000017683
lepisosteus_oculatus ENSLOCG00000008852
octodon_degus ENSODEG00000019419
cricetulus_griseus_crigri-picr ENSCGRG00015010386
cavia_aperea ENSCAPG00000011179
chinchilla_lanigera ENSCLAG00000005685
mus_spicilegus ENSMSIG00000022495
microcebus_murinus ENSMICG00000047411
piliocolobus_tephrosceles ENSPTEG00000000601
carlito_syrichta ENSTSYG00000012759
capra_hircus ENSCHIG00000012864
ursus_americanus ENSUAMG00000014213
ursus_maritimus ENSUMAG00000015727
ovis_aries ENSOARG00000008509
equus_asinus_asinus ENSEASG00005001533
dasypus_novemcinctus ENSDNOG00000040186
coturnix_japonica ENSCJPG00005001811
numida_meleagris ENSNMEG00000001537
anas_platyrhynchos_platyrhynchos ENSAPLG00000012594
manacus_vitellinus ENSMVIG00005008055
apteryx_owenii ENSAOWG00000002935
aotus_nancymaae ENSANAG00000030568
cebus_capucinus_imitator ENSCCAG00000020665
mustela_putorius_furo ENSMPUG00000006936
pongo_abelii ENSPPYG00000015105
nannospalax_galili ENSNGAG00000019116
neovison_vison ENSNVIG00000008816
bison_bison_bison ENSBBBG00000000514
meriones_unguiculatus ENSMUGG00000010664
jaculus_jaculus ENSJJAG00000011211
cavia_aperea ENSCAPG00000008104
ochotona_princeps ENSOPRG00000011199
vicugna_pacos ENSVPAG00000006922
tursiops_truncatus ENSTTRG00000004609
panthera_tigris_altaica ENSPTIG00000019769
capra_hircus ENSCHIG00000010334
fukomys_damarensis ENSFDAG00000020913
sus_scrofa ENSSSCG00000035973
cebus_capucinus_imitator ENSCCAG00000036437
vulpes_vulpes ENSVVUG00000009254
macaca_fascicularis ENSMFAG00000033073
loxodonta_africana ENSLAFG00000001952
serinus_canaria ENSSCAG00000015060
