lepidothrix_coronata ENSLCOG00000009427
manacus_vitellinus ENSMVIG00005007653
lonchura_striata_domestica ENSLSDG00000014085
taeniopygia_guttata ENSTGUG00000005057
junco_hyemalis ENSJHYG00000003040
zonotrichia_albicollis ENSZALG00000013836
serinus_canaria ENSSCAG00000012626
ficedula_albicollis ENSFALG00000005398
parus_major ENSPMJG00000004079
cyanistes_caeruleus ENSCCEG00000005660
meleagris_gallopavo ENSMGAG00000003574
coturnix_japonica ENSCJPG00005020933
gallus_gallus ENSGALG00000004098
numida_meleagris ENSNMEG00000015926
melopsittacus_undulatus ENSMUNG00000006246
calidris_pygmaea ENSCPGG00000000449
calidris_pugnax ENSCPUG00000009679
anas_platyrhynchos_platyrhynchos ENSAPLG00000008260
anser_brachyrhynchus ENSABRG00000018758
apteryx_rowi ENSARWG00000014593
apteryx_owenii ENSAOWG00000004612
apteryx_haastii ENSAHAG00000000372
dromaius_novaehollandiae ENSDNVG00000001127
nothoprocta_perdicaria ENSNPEG00000011189
crocodylus_porosus ENSCPRG00005011953
chelonoidis_abingdonii ENSCABG00000020080
gopherus_agassizii ENSGAGG00000013766
chrysemys_picta_bellii ENSCPBG00000017770
pelodiscus_sinensis ENSPSIG00000013437
pogona_vitticeps ENSPVIG00000023628
anolis_carolinensis ENSACAG00000012088
notechis_scutatus ENSNSUG00000014761
salvator_merianae ENSSMRG00000006040
sphenodon_punctatus ENSSPUG00000004292
ornithorhynchus_anatinus ENSOANG00000013669
ornithorhynchus_anatinus ENSOANG00000013101
phascolarctos_cinereus ENSPCIG00000009388
notamacropus_eugenii ENSMEUG00000013289
monodelphis_domestica ENSMODG00000016194
sarcophilus_harrisii ENSSHAG00000011734
pteropus_vampyrus ENSPVAG00000012665
myotis_lucifugus ENSMLUG00000011799
capra_hircus ENSCHIG00000003232
ovis_aries ENSOARG00000004730
bos_taurus ENSBTAG00000003257
bos_mutus ENSBMUG00000001972
bison_bison_bison ENSBBBG00000010364
tursiops_truncatus ENSTTRG00000007620
sus_scrofa ENSSSCG00000030820
vicugna_pacos ENSVPAG00000005025
ursus_americanus ENSUAMG00000017684
ursus_maritimus ENSUMAG00000025353
ailuropoda_melanoleuca ENSAMEG00000004150
mustela_putorius_furo ENSMPUG00000017644
neovison_vison ENSNVIG00000010914
canis_lupus_familiaris ENSCAFG00000009615
canis_lupus_dingo ENSCAFG00020013837
vulpes_vulpes ENSVVUG00000018909
panthera_pardus ENSPPRG00000023623
panthera_tigris_altaica ENSPTIG00000014356
felis_catus ENSFCAG00000027735
equus_asinus_asinus ENSEASG00005023404
equus_caballus ENSECAG00000021941
erinaceus_europaeus ENSEEUG00000011042
pan_paniscus ENSPPAG00000027517
pan_troglodytes ENSPTRG00000013533
homo_sapiens ENSG00000101109
gorilla_gorilla ENSGGOG00000003234
pongo_abelii ENSPPYG00000011045
macaca_fascicularis ENSMFAG00000030410
macaca_mulatta ENSMMUG00000013212
papio_anubis ENSPANG00000022566
theropithecus_gelada ENSTGEG00000021065
mandrillus_leucophaeus ENSMLEG00000030790
chlorocebus_sabaeus ENSCSAG00000014271
rhinopithecus_bieti ENSRBIG00000038534
rhinopithecus_roxellana ENSRROG00000045126
piliocolobus_tephrosceles ENSPTEG00000022906
colobus_angolensis_palliatus ENSCANG00000037112
macaca_nemestrina ENSMNEG00000008565
cercocebus_atys ENSCATG00000031683
nomascus_leucogenys ENSNLEG00000006664
saimiri_boliviensis_boliviensis ENSSBOG00000029255
callithrix_jacchus ENSCJAG00000017580
cebus_capucinus_imitator ENSCCAG00000026660
aotus_nancymaae ENSANAG00000024625
carlito_syrichta ENSTSYG00000006026
microcebus_murinus ENSMICG00000000982
propithecus_coquereli ENSPCOG00000018747
prolemur_simus ENSPSMG00000017723
otolemur_garnettii ENSOGAG00000006656
cavia_porcellus ENSCPOG00000013641
cavia_aperea ENSCAPG00000015665
octodon_degus ENSODEG00000015785
chinchilla_lanigera ENSCLAG00000010685
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009819
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011515
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006041
fukomys_damarensis ENSFDAG00000004211
urocitellus_parryii ENSUPAG00010003279
marmota_marmota_marmota ENSMMMG00000005028
ictidomys_tridecemlineatus ENSSTOG00000009251
spermophilus_dauricus ENSSDAG00000004014
castor_canadensis ENSCCNG00000022814
oryctolagus_cuniculus ENSOCUG00000003016
ochotona_princeps ENSOPRG00000011874
mus_spicilegus ENSMSIG00000028671
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025551
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024629
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026073
rattus_norvegicus ENSRNOG00000013529
meriones_unguiculatus ENSMUGG00000020832
cricetulus_griseus_crigri-picr ENSCGRG00015022395
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003628
cricetulus_griseus_crigri_1.0 ENSCGRG00000010197
mesocricetus_auratus ENSMAUG00000019085
microtus_ochrogaster ENSMOCG00000001102
peromyscus_maniculatus_bairdii ENSPEMG00000017992
jaculus_jaculus ENSJJAG00000014529
tupaia_belangeri ENSTBEG00000003604
sorex_araneus ENSSARG00000010010
choloepus_hoffmanni ENSCHOG00000003365
dasypus_novemcinctus ENSDNOG00000039637
castor_canadensis ENSCCNG00000022895
nannospalax_galili ENSNGAG00000017268
procavia_capensis ENSPCAG00000009985
ornithorhynchus_anatinus ENSOANG00000007839
loxodonta_africana ENSLAFG00000003562
echinops_telfairi ENSETEG00000017416
xenopus_tropicalis ENSXETG00000022832
latimeria_chalumnae ENSLACG00000002595
mola_mola ENSMMOG00000020028
tetraodon_nigroviridis ENSTNIG00000005218
seriola_lalandi_dorsalis ENSSLDG00000005771
labrus_bergylta ENSLBEG00000004135
poecilia_latipinna ENSPLAG00000001873
poecilia_latipinna ENSPLAG00000003900
periophthalmus_magnuspinnatus ENSPMGG00000008036
astyanax_mexicanus ENSAMXG00000011183
lepisosteus_oculatus ENSLOCG00000007569
