labrus_bergylta ENSLBEG00000027642
mastacembelus_armatus ENSMAMG00000011805
cyprinodon_variegatus ENSCVAG00000013610
fundulus_heteroclitus ENSFHEG00000008035
poecilia_mexicana ENSPMEG00000012681
poecilia_latipinna ENSPLAG00000008046
xiphophorus_maculatus ENSXMAG00000022008
poecilia_reticulata ENSPREG00000006230
xiphophorus_couchianus ENSXCOG00000009172
gambusia_affinis ENSGAFG00000006547
kryptolebias_marmoratus ENSKMAG00000018358
oryzias_latipes_asm223469v1 ENSORLG00015005720
oryzias_melastigma ENSOMEG00000010553
hippocampus_comes ENSHCOG00000006234
haplochromis_burtoni ENSHBUG00000004572
maylandia_zebra ENSMZEG00005009400
pundamilia_nyererei ENSPNYG00000000195
astatotilapia_calliptera ENSACLG00000002501
neolamprologus_brichardi ENSNBRG00000015858
amphilophus_citrinellus ENSACIG00000009360
amphiprion_percula ENSAPEG00000012456
amphiprion_ocellaris ENSAOCG00000008801
acanthochromis_polyacanthus ENSAPOG00000016878
monopterus_albus ENSMALG00000004403
mola_mola ENSMMOG00000009192
seriola_dumerili ENSSDUG00000009159
seriola_lalandi_dorsalis ENSSLDG00000011222
scophthalmus_maximus ENSSMAG00000008468
