ciona_savignyi ENSCSAVG00000005716
ciona_intestinalis ENSCING00000018063
ciona_intestinalis ENSCING00000003365
petromyzon_marinus ENSPMAG00000003718
eptatretus_burgeri ENSEBUG00000014499
pygocentrus_nattereri ENSPNAG00000029237
astyanax_mexicanus ENSAMXG00000004034
ictalurus_punctatus ENSIPUG00000007329
danio_rerio ENSDARG00000060734
scleropages_formosus ENSSFOG00015001904
paramormyrops_kingsleyae ENSPKIG00000025374
oryzias_latipes_asm223469v1 ENSORLG00015004490
oryzias_latipes_asm223471v1 ENSORLG00020010820
oryzias_latipes_asm223467v1 ENSORLG00000017390
oryzias_melastigma ENSOMEG00000008049
kryptolebias_marmoratus ENSKMAG00000018109
poecilia_mexicana ENSPMEG00000007244
poecilia_formosa ENSPFOG00000008856
poecilia_reticulata ENSPREG00000000972
poecilia_latipinna ENSPLAG00000005437
xiphophorus_maculatus ENSXMAG00000007624
xiphophorus_couchianus ENSXCOG00000010985
gambusia_affinis ENSGAFG00000002891
cyprinodon_variegatus ENSCVAG00000017393
fundulus_heteroclitus ENSFHEG00000019705
amphiprion_ocellaris ENSAOCG00000024031
amphiprion_ocellaris ENSAOCG00000013150
amphiprion_percula ENSAPEG00000002746
acanthochromis_polyacanthus ENSAPOG00000014050
stegastes_partitus ENSSPAG00000017518
maylandia_zebra ENSMZEG00005016257
pundamilia_nyererei ENSPNYG00000012477
haplochromis_burtoni ENSHBUG00000023800
astatotilapia_calliptera ENSACLG00000009860
neolamprologus_brichardi ENSNBRG00000015506
oreochromis_niloticus ENSONIG00000004330
amphilophus_citrinellus ENSACIG00000014627
mastacembelus_armatus ENSMAMG00000013986
monopterus_albus ENSMALG00000022639
anabas_testudineus ENSATEG00000003729
seriola_dumerili ENSSDUG00000020609
seriola_lalandi_dorsalis ENSSLDG00000020119
scophthalmus_maximus ENSSMAG00000002310
labrus_bergylta ENSLBEG00000027175
mola_mola ENSMMOG00000013649
gasterosteus_aculeatus ENSGACG00000003834
tetraodon_nigroviridis ENSTNIG00000018301
tetraodon_nigroviridis ENSTNIG00000006821
takifugu_rubripes ENSTRUG00000002541
hippocampus_comes ENSHCOG00000015196
cynoglossus_semilaevis ENSCSEG00000018358
periophthalmus_magnuspinnatus ENSPMGG00000022538
gadus_morhua ENSGMOG00000013673
esox_lucius ENSELUG00000020145
lepisosteus_oculatus ENSLOCG00000013306
ornithorhynchus_anatinus ENSOANG00000001928
ornithorhynchus_anatinus ENSOANG00000001547
phascolarctos_cinereus ENSPCIG00000022844
notamacropus_eugenii ENSMEUG00000002591
sarcophilus_harrisii ENSSHAG00000017105
monodelphis_domestica ENSMODG00000000094
dasypus_novemcinctus ENSDNOG00000001817
choloepus_hoffmanni ENSCHOG00000012435
loxodonta_africana ENSLAFG00000014294
procavia_capensis ENSPCAG00000015090
echinops_telfairi ENSETEG00000011411
pteropus_vampyrus ENSPVAG00000015328
myotis_lucifugus ENSMLUG00000000842
equus_asinus_asinus ENSEASG00005000325
equus_caballus ENSECAG00000017473
bos_taurus ENSBTAG00000006824
bos_mutus ENSBMUG00000013100
bison_bison_bison ENSBBBG00000004724
ovis_aries ENSOARG00000014531
capra_hircus ENSCHIG00000017970
tursiops_truncatus ENSTTRG00000009144
sus_scrofa ENSSSCG00000032357
vicugna_pacos ENSVPAG00000003884
ursus_americanus ENSUAMG00000027135
ursus_maritimus ENSUMAG00000019320
ailuropoda_melanoleuca ENSAMEG00000011724
mustela_putorius_furo ENSMPUG00000016856
neovison_vison ENSNVIG00000022285
canis_lupus_dingo ENSCAFG00020005864
canis_lupus_familiaris ENSCAFG00000007952
vulpes_vulpes ENSVVUG00000020628
panthera_pardus ENSPPRG00000009949
panthera_tigris_altaica ENSPTIG00000009604
felis_catus ENSFCAG00000018631
erinaceus_europaeus ENSEEUG00000015640
sorex_araneus ENSSARG00000007524
pan_troglodytes ENSPTRG00000015045
pan_paniscus ENSPPAG00000037799
gorilla_gorilla ENSGGOG00000027631
homo_sapiens ENSG00000157500
pongo_abelii ENSPPYG00000013774
nomascus_leucogenys ENSNLEG00000007258
macaca_fascicularis ENSMFAG00000000686
macaca_nemestrina ENSMNEG00000033292
cercocebus_atys ENSCATG00000038479
papio_anubis ENSPANG00000026400
macaca_mulatta ENSMMUG00000039085
theropithecus_gelada ENSTGEG00000028609
mandrillus_leucophaeus ENSMLEG00000019423
chlorocebus_sabaeus ENSCSAG00000012768
rhinopithecus_bieti ENSRBIG00000042486
rhinopithecus_roxellana ENSRROG00000033584
piliocolobus_tephrosceles ENSPTEG00000020760
colobus_angolensis_palliatus ENSCANG00000038756
callithrix_jacchus ENSCJAG00000010992
saimiri_boliviensis_boliviensis ENSSBOG00000029216
cebus_capucinus_imitator ENSCCAG00000023948
aotus_nancymaae ENSANAG00000024528
carlito_syrichta ENSTSYG00000002713
propithecus_coquereli ENSPCOG00000016035
prolemur_simus ENSPSMG00000022950
microcebus_murinus ENSMICG00000005574
otolemur_garnettii ENSOGAG00000010924
tupaia_belangeri ENSTBEG00000017541
mus_spicilegus ENSMSIG00000027855
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040760
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019919
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019035
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030052
rattus_norvegicus ENSRNOG00000013574
meriones_unguiculatus ENSMUGG00000011297
peromyscus_maniculatus_bairdii ENSPEMG00000010024
microtus_ochrogaster ENSMOCG00000020080
cricetulus_griseus_crigri_1.0 ENSCGRG00000016987
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015615
cricetulus_griseus_crigri-picr ENSCGRG00015028274
mesocricetus_auratus ENSMAUG00000019692
nannospalax_galili ENSNGAG00000017345
jaculus_jaculus ENSJJAG00000017551
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003281
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001043
fukomys_damarensis ENSFDAG00000006138
cavia_porcellus ENSCPOG00000007758
cavia_aperea ENSCAPG00000014756
chinchilla_lanigera ENSCLAG00000005192
octodon_degus ENSODEG00000005753
castor_canadensis ENSCCNG00000020874
dipodomys_ordii ENSDORG00000008603
spermophilus_dauricus ENSSDAG00000022458
ictidomys_tridecemlineatus ENSSTOG00000015203
marmota_marmota_marmota ENSMMMG00000010253
urocitellus_parryii ENSUPAG00010013920
oryctolagus_cuniculus ENSOCUG00000006823
ochotona_princeps ENSOPRG00000005169
taeniopygia_guttata ENSTGUG00000007194
lonchura_striata_domestica ENSLSDG00000010158
junco_hyemalis ENSJHYG00000013009
zonotrichia_albicollis ENSZALG00000017055
serinus_canaria ENSSCAG00000002591
ficedula_albicollis ENSFALG00000008483
cyanistes_caeruleus ENSCCEG00000024179
parus_major ENSPMJG00000012587
lepidothrix_coronata ENSLCOG00000008539
manacus_vitellinus ENSMVIG00005001791
melopsittacus_undulatus ENSMUNG00000014120
calidris_pygmaea ENSCPGG00000019328
calidris_pugnax ENSCPUG00000016493
anser_brachyrhynchus ENSABRG00000015951
anas_platyrhynchos_platyrhynchos ENSAPLG00000004500
gallus_gallus ENSGALG00000005527
coturnix_japonica ENSCJPG00005013303
numida_meleagris ENSNMEG00000017370
meleagris_gallopavo ENSMGAG00000006252
apteryx_haastii ENSAHAG00000010204
apteryx_rowi ENSARWG00000010699
apteryx_owenii ENSAOWG00000012870
dromaius_novaehollandiae ENSDNVG00000012360
nothoprocta_perdicaria ENSNPEG00000011775
crocodylus_porosus ENSCPRG00005018946
gopherus_agassizii ENSGAGG00000010317
chelonoidis_abingdonii ENSCABG00000022850
chrysemys_picta_bellii ENSCPBG00000012336
pelodiscus_sinensis ENSPSIG00000006857
anolis_carolinensis ENSACAG00000005651
pogona_vitticeps ENSPVIG00000016598
notechis_scutatus ENSNSUG00000020222
salvator_merianae ENSSMRG00000021039
sphenodon_punctatus ENSSPUG00000004287
xenopus_tropicalis ENSXETG00000008702
latimeria_chalumnae ENSLACG00000011109
