mola_mola ENSMMOG00000010322
takifugu_rubripes ENSTRUG00000025346
monopterus_albus ENSMALG00000000467
anabas_testudineus ENSATEG00000022419
scophthalmus_maximus ENSSMAG00000008040
seriola_dumerili ENSSDUG00000022474
cyprinodon_variegatus ENSCVAG00000012697
fundulus_heteroclitus ENSFHEG00000005544
gambusia_affinis ENSGAFG00000017169
xiphophorus_maculatus ENSXMAG00000010276
poecilia_formosa ENSPFOG00000022908
poecilia_mexicana ENSPMEG00000015717
poecilia_latipinna ENSPLAG00000005176
poecilia_reticulata ENSPREG00000009330
oryzias_latipes_asm223467v1 ENSORLG00000001759
oryzias_latipes_asm223469v1 ENSORLG00015017124
oryzias_latipes_asm223471v1 ENSORLG00020007615
astatotilapia_calliptera ENSACLG00000008725
maylandia_zebra ENSMZEG00005012570
pundamilia_nyererei ENSPNYG00000004904
haplochromis_burtoni ENSHBUG00000011839
neolamprologus_brichardi ENSNBRG00000021652
oreochromis_niloticus ENSONIG00000014245
amphilophus_citrinellus ENSACIG00000020815
amphiprion_ocellaris ENSAOCG00000000154
amphiprion_percula ENSAPEG00000015210
acanthochromis_polyacanthus ENSAPOG00000012493
stegastes_partitus ENSSPAG00000018204
esox_lucius ENSELUG00000023827
paramormyrops_kingsleyae ENSPKIG00000022513
