eptatretus_burgeri ENSEBUG00000003329
petromyzon_marinus ENSPMAG00000000350
pogona_vitticeps ENSPVIG00000022520
notechis_scutatus ENSNSUG00000001608
salvator_merianae ENSSMRG00000018059
sphenodon_punctatus ENSSPUG00000015914
gopherus_agassizii ENSGAGG00000000017
chelonoidis_abingdonii ENSCABG00000023128
chrysemys_picta_bellii ENSCPBG00000013955
pelodiscus_sinensis ENSPSIG00000006049
apteryx_haastii ENSAHAG00000003890
apteryx_rowi ENSARWG00000014315
apteryx_owenii ENSAOWG00000006526
dromaius_novaehollandiae ENSDNVG00000015409
nothoprocta_perdicaria ENSNPEG00000011112
meleagris_gallopavo ENSMGAG00000011647
coturnix_japonica ENSCJPG00005012430
gallus_gallus ENSGALG00000051415
numida_meleagris ENSNMEG00000022554
anser_brachyrhynchus ENSABRG00000022358
anas_platyrhynchos_platyrhynchos ENSAPLG00000003403
manacus_vitellinus ENSMVIG00005008375
lepidothrix_coronata ENSLCOG00000003537
ficedula_albicollis ENSFALG00000012436
zonotrichia_albicollis ENSZALG00000008839
cyanistes_caeruleus ENSCCEG00000008377
taeniopygia_guttata ENSTGUG00000009771
lonchura_striata_domestica ENSLSDG00000017956
junco_hyemalis ENSJHYG00000002710
serinus_canaria ENSSCAG00000006671
parus_major ENSPMJG00000003648
calidris_pygmaea ENSCPGG00000002257
calidris_pugnax ENSCPUG00000011473
melopsittacus_undulatus ENSMUNG00000012236
crocodylus_porosus ENSCPRG00005006123
cavia_aperea ENSCAPG00000009176
cavia_porcellus ENSCPOG00000012287
octodon_degus ENSODEG00000004635
chinchilla_lanigera ENSCLAG00000005321
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017840
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012372
fukomys_damarensis ENSFDAG00000019886
vulpes_vulpes ENSVVUG00000026483
ursus_maritimus ENSUMAG00000015321
macaca_mulatta ENSMMUG00000010931
piliocolobus_tephrosceles ENSPTEG00000020461
spermophilus_dauricus ENSSDAG00000016691
spermophilus_dauricus ENSSDAG00000016144
urocitellus_parryii ENSUPAG00010012015
ictidomys_tridecemlineatus ENSSTOG00000008651
marmota_marmota_marmota ENSMMMG00000014648
dipodomys_ordii ENSDORG00000005379
dipodomys_ordii ENSDORG00000024921
ochotona_princeps ENSOPRG00000000152
mus_spicilegus ENSMSIG00000018301
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027151
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026183
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028520
rattus_norvegicus ENSRNOG00000007527
meriones_unguiculatus ENSMUGG00000003475
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017276
cricetulus_griseus_crigri-picr ENSCGRG00015018788
