cynoglossus_semilaevis ENSCSEG00000010684
monopterus_albus ENSMALG00000002986
fundulus_heteroclitus ENSFHEG00000011776
cyprinodon_variegatus ENSCVAG00000006773
xiphophorus_couchianus ENSXCOG00000005596
xiphophorus_maculatus ENSXMAG00000016520
gambusia_affinis ENSGAFG00000010188
poecilia_formosa ENSPFOG00000010392
poecilia_formosa ENSPFOG00000010471
poecilia_formosa ENSPFOG00000010266
poecilia_mexicana ENSPMEG00000006380
poecilia_mexicana ENSPMEG00000004733
poecilia_mexicana ENSPMEG00000008770
poecilia_latipinna ENSPLAG00000017029
poecilia_latipinna ENSPLAG00000009617
poecilia_reticulata ENSPREG00000006720
kryptolebias_marmoratus ENSKMAG00000013364
takifugu_rubripes ENSTRUG00000009173
seriola_lalandi_dorsalis ENSSLDG00000019335
seriola_lalandi_dorsalis ENSSLDG00000007593
seriola_dumerili ENSSDUG00000017922
scophthalmus_maximus ENSSMAG00000003092
anabas_testudineus ENSATEG00000001194
labrus_bergylta ENSLBEG00000025336
mola_mola ENSMMOG00000013720
gasterosteus_aculeatus ENSGACG00000002608
mastacembelus_armatus ENSMAMG00000019722
astatotilapia_calliptera ENSACLG00000003787
maylandia_zebra ENSMZEG00005001738
pundamilia_nyererei ENSPNYG00000001614
haplochromis_burtoni ENSHBUG00000019555
neolamprologus_brichardi ENSNBRG00000012750
amphilophus_citrinellus ENSACIG00000001192
amphiprion_ocellaris ENSAOCG00000021773
acanthochromis_polyacanthus ENSAPOG00000005432
stegastes_partitus ENSSPAG00000001294
oryzias_latipes_asm223471v1 ENSORLG00020005773
oryzias_latipes_asm223469v1 ENSORLG00015005068
oryzias_latipes_asm223467v1 ENSORLG00000009747
oryzias_melastigma ENSOMEG00000010827
periophthalmus_magnuspinnatus ENSPMGG00000002035
hippocampus_comes ENSHCOG00000016509
gadus_morhua ENSGMOG00000002467
esox_lucius ENSELUG00000015075
pygocentrus_nattereri ENSPNAG00000029052
astyanax_mexicanus ENSAMXG00000032720
ictalurus_punctatus ENSIPUG00000002557
danio_rerio ENSDARG00000027491
scleropages_formosus ENSSFOG00015008698
paramormyrops_kingsleyae ENSPKIG00000003751
lepisosteus_oculatus ENSLOCG00000007886
chelonoidis_abingdonii ENSCABG00000015360
gopherus_agassizii ENSGAGG00000017620
chrysemys_picta_bellii ENSCPBG00000028054
pelodiscus_sinensis ENSPSIG00000011315
lepidothrix_coronata ENSLCOG00000010180
manacus_vitellinus ENSMVIG00005015382
