prolemur_simus ENSPSMG00000011748
theropithecus_gelada ENSTGEG00000024521
meriones_unguiculatus ENSMUGG00000007742
mesocricetus_auratus ENSMAUG00000017869
mustela_putorius_furo ENSMPUG00000018752
neovison_vison ENSNVIG00000009055
vulpes_vulpes ENSVVUG00000029001
canis_lupus_dingo ENSCAFG00020006444
neovison_vison ENSNVIG00000016685
panthera_pardus ENSPPRG00000006972
panthera_tigris_altaica ENSPTIG00000009593
ursus_maritimus ENSUMAG00000015238
ursus_americanus ENSUAMG00000010905
panthera_pardus ENSPPRG00000019730
felis_catus ENSFCAG00000036536
ailuropoda_melanoleuca ENSAMEG00000017399
ursus_americanus ENSUAMG00000006972
canis_lupus_dingo ENSCAFG00020000870
panthera_tigris_altaica ENSPTIG00000012625
papio_anubis ENSPANG00000021054
mandrillus_leucophaeus ENSMLEG00000036605
macaca_nemestrina ENSMNEG00000028050
macaca_nemestrina ENSMNEG00000045270
chlorocebus_sabaeus ENSCSAG00000016013
pongo_abelii ENSPPYG00000011205
nomascus_leucogenys ENSNLEG00000033725
callithrix_jacchus ENSCJAG00000014195
fukomys_damarensis ENSFDAG00000004771
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006306
octodon_degus ENSODEG00000019866
equus_caballus ENSECAG00000036116
rhinopithecus_roxellana ENSRROG00000038602
rhinopithecus_bieti ENSRBIG00000023738
colobus_angolensis_palliatus ENSCANG00000031976
cercocebus_atys ENSCATG00000031953
pan_troglodytes ENSPTRG00000040730
callithrix_jacchus ENSCJAG00000022436
carlito_syrichta ENSTSYG00000007061
otolemur_garnettii ENSOGAG00000016673
cavia_porcellus ENSCPOG00000001965
canis_lupus_dingo ENSCAFG00020019544
vulpes_vulpes ENSVVUG00000023176
myotis_lucifugus ENSMLUG00000000346
ovis_aries ENSOARG00000013126
aotus_nancymaae ENSANAG00000026964
propithecus_coquereli ENSPCOG00000013052
mesocricetus_auratus ENSMAUG00000018663
mesocricetus_auratus ENSMAUG00000002182
cricetulus_griseus_crigri_1.0 ENSCGRG00000019898
cricetulus_griseus_crigri-picr ENSCGRG00015028595
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010025
peromyscus_maniculatus_bairdii ENSPEMG00000001904
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000966
cricetulus_griseus_crigri_1.0 ENSCGRG00000015137
mesocricetus_auratus ENSMAUG00000010991
cricetulus_griseus_crigri-picr ENSCGRG00015027690
cricetulus_griseus_crigri_1.0 ENSCGRG00000019221
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008024
mesocricetus_auratus ENSMAUG00000008499
peromyscus_maniculatus_bairdii ENSPEMG00000012806
microtus_ochrogaster ENSMOCG00000001528
microtus_ochrogaster ENSMOCG00000021976
mus_spicilegus ENSMSIG00000023979
mus_spicilegus ENSMSIG00000012245
mus_spicilegus ENSMSIG00000030090
mus_spicilegus ENSMSIG00000025980
mus_spicilegus ENSMSIG00000017324
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039001
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025701
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026223
rattus_norvegicus ENSRNOG00000060449
rattus_norvegicus ENSRNOG00000033916
rattus_norvegicus ENSRNOG00000038864
castor_canadensis ENSCCNG00000017400
octodon_degus ENSODEG00000012670
castor_canadensis ENSCCNG00000014734
meriones_unguiculatus ENSMUGG00000025577
meriones_unguiculatus ENSMUGG00000009128
saimiri_boliviensis_boliviensis ENSSBOG00000021410
