calidris_pugnax ENSCPUG00000015640
calidris_pygmaea ENSCPGG00000017090
melopsittacus_undulatus ENSMUNG00000001346
serinus_canaria ENSSCAG00000015725
junco_hyemalis ENSJHYG00000006020
lonchura_striata_domestica ENSLSDG00000011169
ficedula_albicollis ENSFALG00000009453
parus_major ENSPMJG00000011726
cyanistes_caeruleus ENSCCEG00000005387
lepidothrix_coronata ENSLCOG00000007760
anas_platyrhynchos_platyrhynchos ENSAPLG00000019682
anser_brachyrhynchus ENSABRG00000020433
gallus_gallus ENSGALG00000052151
coturnix_japonica ENSCJPG00005011898
numida_meleagris ENSNMEG00000003933
apteryx_owenii ENSAOWG00000019503
apteryx_haastii ENSAHAG00000006665
apteryx_rowi ENSARWG00000018755
chelonoidis_abingdonii ENSCABG00000016315
gopherus_agassizii ENSGAGG00000017807
chrysemys_picta_bellii ENSCPBG00000012922
pogona_vitticeps ENSPVIG00000017881
notechis_scutatus ENSNSUG00000016854
salvator_merianae ENSSMRG00000022955
phascolarctos_cinereus ENSPCIG00000003528
monodelphis_domestica ENSMODG00000023947
sarcophilus_harrisii ENSSHAG00000000031
notamacropus_eugenii ENSMEUG00000013421
equus_asinus_asinus ENSEASG00005006239
equus_caballus ENSECAG00000039579
sorex_araneus ENSSARG00000006425
capra_hircus ENSCHIG00000027142
ovis_aries ENSOARG00000012440
bos_mutus ENSBMUG00000015708
bos_taurus ENSBTAG00000015618
bison_bison_bison ENSBBBG00000001254
tursiops_truncatus ENSTTRG00000004361
sus_scrofa ENSSSCG00000034260
vicugna_pacos ENSVPAG00000010424
ailuropoda_melanoleuca ENSAMEG00000011178
ursus_maritimus ENSUMAG00000009006
neovison_vison ENSNVIG00000017900
mustela_putorius_furo ENSMPUG00000015586
canis_lupus_dingo ENSCAFG00020012162
canis_lupus_familiaris ENSCAFG00000014882
vulpes_vulpes ENSVVUG00000008127
felis_catus ENSFCAG00000009733
panthera_pardus ENSPPRG00000013391
myotis_lucifugus ENSMLUG00000002100
pteropus_vampyrus ENSPVAG00000009921
mus_spicilegus ENSMSIG00000032069
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032274
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038508
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031156
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021621
rattus_norvegicus ENSRNOG00000019661
meriones_unguiculatus ENSMUGG00000013819
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016811
cricetulus_griseus_crigri-picr ENSCGRG00015000869
mesocricetus_auratus ENSMAUG00000014895
microtus_ochrogaster ENSMOCG00000000065
nannospalax_galili ENSNGAG00000019410
jaculus_jaculus ENSJJAG00000023889
castor_canadensis ENSCCNG00000003943
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006750
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007738
chinchilla_lanigera ENSCLAG00000010045
cavia_porcellus ENSCPOG00000032675
ictidomys_tridecemlineatus ENSSTOG00000022430
urocitellus_parryii ENSUPAG00010018644
prolemur_simus ENSPSMG00000000181
propithecus_coquereli ENSPCOG00000019844
otolemur_garnettii ENSOGAG00000028283
callithrix_jacchus ENSCJAG00000048614
saimiri_boliviensis_boliviensis ENSSBOG00000031274
cebus_capucinus_imitator ENSCCAG00000024961
aotus_nancymaae ENSANAG00000030690
pan_troglodytes ENSPTRG00000010707
pan_paniscus ENSPPAG00000038519
homo_sapiens ENSG00000130513
gorilla_gorilla ENSGGOG00000016924
pongo_abelii ENSPPYG00000009739
nomascus_leucogenys ENSNLEG00000028565
papio_anubis ENSPANG00000015201
theropithecus_gelada ENSTGEG00000014221
mandrillus_leucophaeus ENSMLEG00000043577
chlorocebus_sabaeus ENSCSAG00000005364
macaca_fascicularis ENSMFAG00000003725
macaca_nemestrina ENSMNEG00000012923
cercocebus_atys ENSCATG00000042827
colobus_angolensis_palliatus ENSCANG00000036066
piliocolobus_tephrosceles ENSPTEG00000030066
rhinopithecus_roxellana ENSRROG00000031808
rhinopithecus_bieti ENSRBIG00000038712
tupaia_belangeri ENSTBEG00000014990
procavia_capensis ENSPCAG00000014209
loxodonta_africana ENSLAFG00000028458
dasypus_novemcinctus ENSDNOG00000048936
ornithorhynchus_anatinus ENSOANG00000001923
xenopus_tropicalis ENSXETG00000034009
latimeria_chalumnae ENSLACG00000016202
takifugu_rubripes ENSTRUG00000024485
tetraodon_nigroviridis ENSTNIG00000011068
mola_mola ENSMMOG00000006644
labrus_bergylta ENSLBEG00000014147
xiphophorus_maculatus ENSXMAG00000013897
xiphophorus_couchianus ENSXCOG00000007117
poecilia_mexicana ENSPMEG00000012443
poecilia_latipinna ENSPLAG00000018001
poecilia_formosa ENSPFOG00000003599
poecilia_reticulata ENSPREG00000009523
gambusia_affinis ENSGAFG00000012878
fundulus_heteroclitus ENSFHEG00000006038
cyprinodon_variegatus ENSCVAG00000005747
maylandia_zebra ENSMZEG00005003826
haplochromis_burtoni ENSHBUG00000011494
pundamilia_nyererei ENSPNYG00000003324
astatotilapia_calliptera ENSACLG00000007990
neolamprologus_brichardi ENSNBRG00000001060
oreochromis_niloticus ENSONIG00000010487
amphilophus_citrinellus ENSACIG00000020471
kryptolebias_marmoratus ENSKMAG00000015963
amphiprion_ocellaris ENSAOCG00000002362
amphiprion_percula ENSAPEG00000016053
acanthochromis_polyacanthus ENSAPOG00000014995
stegastes_partitus ENSSPAG00000000012
mastacembelus_armatus ENSMAMG00000005932
anabas_testudineus ENSATEG00000018108
seriola_dumerili ENSSDUG00000012917
seriola_lalandi_dorsalis ENSSLDG00000021162
scophthalmus_maximus ENSSMAG00000005337
monopterus_albus ENSMALG00000000563
cynoglossus_semilaevis ENSCSEG00000011666
gasterosteus_aculeatus ENSGACG00000015527
hippocampus_comes ENSHCOG00000012052
periophthalmus_magnuspinnatus ENSPMGG00000017394
esox_lucius ENSELUG00000020376
pygocentrus_nattereri ENSPNAG00000023653
astyanax_mexicanus ENSAMXG00000029527
