coturnix_japonica ENSCJPG00005006465
meleagris_gallopavo ENSMGAG00000015296
apteryx_owenii ENSAOWG00000006099
apteryx_haastii ENSAHAG00000006083
apteryx_rowi ENSARWG00000017105
dromaius_novaehollandiae ENSDNVG00000007409
nothoprocta_perdicaria ENSNPEG00000012957
anser_brachyrhynchus ENSABRG00000018547
anas_platyrhynchos_platyrhynchos ENSAPLG00000028363
crocodylus_porosus ENSCPRG00005017620
gopherus_agassizii ENSGAGG00000017495
chelonoidis_abingdonii ENSCABG00000006631
gopherus_agassizii ENSGAGG00000017498
chrysemys_picta_bellii ENSCPBG00000000055
pelodiscus_sinensis ENSPSIG00000008020
pogona_vitticeps ENSPVIG00000020479
anolis_carolinensis ENSACAG00000027725
salvator_merianae ENSSMRG00000006511
pogona_vitticeps ENSPVIG00000020480
propithecus_coquereli ENSPCOG00000020432
prolemur_simus ENSPSMG00000003365
microcebus_murinus ENSMICG00000027081
otolemur_garnettii ENSOGAG00000015617
pan_troglodytes ENSPTRG00000004071
pan_paniscus ENSPPAG00000041615
homo_sapiens ENSG00000166435
gorilla_gorilla ENSGGOG00000014505
pongo_abelii ENSPPYG00000003681
nomascus_leucogenys ENSNLEG00000016958
piliocolobus_tephrosceles ENSPTEG00000024714
colobus_angolensis_palliatus ENSCANG00000036649
rhinopithecus_roxellana ENSRROG00000038284
rhinopithecus_bieti ENSRBIG00000036115
cercocebus_atys ENSCATG00000039406
papio_anubis ENSPANG00000017794
theropithecus_gelada ENSTGEG00000027705
mandrillus_leucophaeus ENSMLEG00000028713
macaca_fascicularis ENSMFAG00000002984
macaca_mulatta ENSMMUG00000021039
macaca_nemestrina ENSMNEG00000041388
chlorocebus_sabaeus ENSCSAG00000003983
saimiri_boliviensis_boliviensis ENSSBOG00000023521
cebus_capucinus_imitator ENSCCAG00000028930
callithrix_jacchus ENSCJAG00000015587
aotus_nancymaae ENSANAG00000037118
mus_spicilegus ENSMSIG00000027684
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031147
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030036
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013258
rattus_norvegicus ENSRNOG00000026503
meriones_unguiculatus ENSMUGG00000022082
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021284
cricetulus_griseus_crigri_1.0 ENSCGRG00000008745
cricetulus_griseus_crigri-picr ENSCGRG00015013981
mesocricetus_auratus ENSMAUG00000021020
microtus_ochrogaster ENSMOCG00000008479
peromyscus_maniculatus_bairdii ENSPEMG00000022936
nannospalax_galili ENSNGAG00000012048
jaculus_jaculus ENSJJAG00000008569
