oryzias_latipes_asm223467v1 ENSORLG00000014837
oryzias_latipes_asm223471v1 ENSORLG00020018076
oryzias_latipes_asm223469v1 ENSORLG00015013536
oryzias_melastigma ENSOMEG00000022791
cynoglossus_semilaevis ENSCSEG00000004176
scophthalmus_maximus ENSSMAG00000004376
labrus_bergylta ENSLBEG00000023188
cyprinodon_variegatus ENSCVAG00000007526
fundulus_heteroclitus ENSFHEG00000007778
poecilia_mexicana ENSPMEG00000004880
poecilia_latipinna ENSPLAG00000018903
poecilia_formosa ENSPFOG00000015080
poecilia_reticulata ENSPREG00000014204
xiphophorus_maculatus ENSXMAG00000027063
xiphophorus_couchianus ENSXCOG00000018549
gambusia_affinis ENSGAFG00000003445
kryptolebias_marmoratus ENSKMAG00000016323
maylandia_zebra ENSMZEG00005022833
astatotilapia_calliptera ENSACLG00000003939
haplochromis_burtoni ENSHBUG00000004730
pundamilia_nyererei ENSPNYG00000019857
neolamprologus_brichardi ENSNBRG00000011011
oreochromis_niloticus ENSONIG00000019215
amphilophus_citrinellus ENSACIG00000002771
amphiprion_percula ENSAPEG00000009073
amphiprion_ocellaris ENSAOCG00000017753
acanthochromis_polyacanthus ENSAPOG00000007597
stegastes_partitus ENSSPAG00000002312
tetraodon_nigroviridis ENSTNIG00000018253
takifugu_rubripes ENSTRUG00000018458
mola_mola ENSMMOG00000000331
gasterosteus_aculeatus ENSGACG00000000524
labrus_bergylta ENSLBEG00000015958
poecilia_formosa ENSPFOG00000021977
mastacembelus_armatus ENSMAMG00000005721
monopterus_albus ENSMALG00000017468
anabas_testudineus ENSATEG00000024526
seriola_dumerili ENSSDUG00000004064
seriola_lalandi_dorsalis ENSSLDG00000004689
hippocampus_comes ENSHCOG00000019109
periophthalmus_magnuspinnatus ENSPMGG00000020132
gadus_morhua ENSGMOG00000014504
esox_lucius ENSELUG00000021000
astyanax_mexicanus ENSAMXG00000039058
pygocentrus_nattereri ENSPNAG00000008415
ictalurus_punctatus ENSIPUG00000012483
danio_rerio ENSDARG00000044924
scleropages_formosus ENSSFOG00015017323
paramormyrops_kingsleyae ENSPKIG00000004913
lepisosteus_oculatus ENSLOCG00000003644
latimeria_chalumnae ENSLACG00000018739
eptatretus_burgeri ENSEBUG00000004072
