homo_sapiens ENSG00000179165
gorilla_gorilla ENSGGOG00000004176
pan_troglodytes ENSPTRG00000018103
pan_paniscus ENSPPAG00000036302
pongo_abelii ENSPPYG00000016545
nomascus_leucogenys ENSNLEG00000010651
cercocebus_atys ENSCATG00000034765
mandrillus_leucophaeus ENSMLEG00000010366
theropithecus_gelada ENSTGEG00000029534
papio_anubis ENSPANG00000015952
macaca_fascicularis ENSMFAG00000040658
macaca_mulatta ENSMMUG00000040249
macaca_nemestrina ENSMNEG00000045273
chlorocebus_sabaeus ENSCSAG00000010266
piliocolobus_tephrosceles ENSPTEG00000032486
colobus_angolensis_palliatus ENSCANG00000023683
rhinopithecus_roxellana ENSRROG00000039408
rhinopithecus_bieti ENSRBIG00000021930
callithrix_jacchus ENSCJAG00000043415
saimiri_boliviensis_boliviensis ENSSBOG00000001322
cebus_capucinus_imitator ENSCCAG00000033640
aotus_nancymaae ENSANAG00000024752
carlito_syrichta ENSTSYG00000005075
prolemur_simus ENSPSMG00000011413
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022246
mus_spicilegus ENSMSIG00000009977
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045378
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021333
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023651
rattus_norvegicus ENSRNOG00000000516
peromyscus_maniculatus_bairdii ENSPEMG00000016811
nannospalax_galili ENSNGAG00000017118
dipodomys_ordii ENSDORG00000024772
oryctolagus_cuniculus ENSOCUG00000023308
canis_lupus_familiaris ENSCAFG00000029723
canis_lupus_dingo ENSCAFG00020007228
vulpes_vulpes ENSVVUG00000026213
ursus_maritimus ENSUMAG00000009997
ursus_americanus ENSUAMG00000011417
panthera_tigris_altaica ENSPTIG00000021668
panthera_pardus ENSPPRG00000015453
felis_catus ENSFCAG00000035650
equus_asinus_asinus ENSEASG00005021321
equus_caballus ENSECAG00000016858
vicugna_pacos ENSVPAG00000005476
sus_scrofa ENSSSCG00000036420
ovis_aries ENSOARG00000013333
capra_hircus ENSCHIG00000017213
bos_taurus ENSBTAG00000053750
bos_mutus ENSBMUG00000012758
bison_bison_bison ENSBBBG00000002694
tursiops_truncatus ENSTTRG00000013436
loxodonta_africana ENSLAFG00000029685
procavia_capensis ENSPCAG00000001547
dasypus_novemcinctus ENSDNOG00000042741
