choloepus_hoffmanni ENSCHOG00000007067
echinops_telfairi ENSETEG00000011630
oryctolagus_cuniculus ENSOCUG00000023629
chinchilla_lanigera ENSCLAG00000010946
octodon_degus ENSODEG00000014184
cavia_aperea ENSCAPG00000011809
cavia_porcellus ENSCPOG00000005450
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019070
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012159
fukomys_damarensis ENSFDAG00000008440
urocitellus_parryii ENSUPAG00010008421
ictidomys_tridecemlineatus ENSSTOG00000001971
marmota_marmota_marmota ENSMMMG00000022308
spermophilus_dauricus ENSSDAG00000017276
mus_spicilegus ENSMSIG00000029136
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028662
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032741
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027662
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024244
rattus_norvegicus ENSRNOG00000059344
meriones_unguiculatus ENSMUGG00000015020
cricetulus_griseus_crigri_1.0 ENSCGRG00000004635
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018401
cricetulus_griseus_crigri-picr ENSCGRG00015000467
mesocricetus_auratus ENSMAUG00000014956
microtus_ochrogaster ENSMOCG00000015049
peromyscus_maniculatus_bairdii ENSPEMG00000018993
nannospalax_galili ENSNGAG00000017962
jaculus_jaculus ENSJJAG00000009468
castor_canadensis ENSCCNG00000009713
dipodomys_ordii ENSDORG00000007405
ochotona_princeps ENSOPRG00000012063
pan_troglodytes ENSPTRG00000005486
pan_paniscus ENSPPAG00000035600
homo_sapiens ENSG00000186815
gorilla_gorilla ENSGGOG00000010443
pongo_abelii ENSPPYG00000004987
papio_anubis ENSPANG00000022958
theropithecus_gelada ENSTGEG00000020688
mandrillus_leucophaeus ENSMLEG00000034548
cercocebus_atys ENSCATG00000021215
macaca_fascicularis ENSMFAG00000035454
macaca_mulatta ENSMMUG00000004435
macaca_nemestrina ENSMNEG00000036832
chlorocebus_sabaeus ENSCSAG00000002421
piliocolobus_tephrosceles ENSPTEG00000007584
colobus_angolensis_palliatus ENSCANG00000028565
rhinopithecus_bieti ENSRBIG00000027732
rhinopithecus_roxellana ENSRROG00000002451
saimiri_boliviensis_boliviensis ENSSBOG00000002434
cebus_capucinus_imitator ENSCCAG00000018033
callithrix_jacchus ENSCJAG00000009898
aotus_nancymaae ENSANAG00000034915
nomascus_leucogenys ENSNLEG00000000173
carlito_syrichta ENSTSYG00000011173
prolemur_simus ENSPSMG00000001677
propithecus_coquereli ENSPCOG00000025194
microcebus_murinus ENSMICG00000012265
otolemur_garnettii ENSOGAG00000015440
tupaia_belangeri ENSTBEG00000009491
vicugna_pacos ENSVPAG00000003220
erinaceus_europaeus ENSEEUG00000009527
pteropus_vampyrus ENSPVAG00000007053
myotis_lucifugus ENSMLUG00000013348
equus_caballus ENSECAG00000016580
equus_asinus_asinus ENSEASG00005009481
capra_hircus ENSCHIG00000027241
ovis_aries ENSOARG00000008734
bos_mutus ENSBMUG00000019126
bos_taurus ENSBTAG00000011102
bison_bison_bison ENSBBBG00000013906
tursiops_truncatus ENSTTRG00000004569
sus_scrofa ENSSSCG00000009879
ursus_maritimus ENSUMAG00000010660
ursus_americanus ENSUAMG00000028384
ailuropoda_melanoleuca ENSAMEG00000008697
mustela_putorius_furo ENSMPUG00000002608
neovison_vison ENSNVIG00000015004
canis_lupus_familiaris ENSCAFG00000009046
canis_lupus_dingo ENSCAFG00020017666
vulpes_vulpes ENSVVUG00000010172
panthera_pardus ENSPPRG00000012227
panthera_tigris_altaica ENSPTIG00000021734
felis_catus ENSFCAG00000032345
dasypus_novemcinctus ENSDNOG00000014622
procavia_capensis ENSPCAG00000003466
loxodonta_africana ENSLAFG00000009454
phascolarctos_cinereus ENSPCIG00000009457
notamacropus_eugenii ENSMEUG00000008135
monodelphis_domestica ENSMODG00000003481
sarcophilus_harrisii ENSSHAG00000015451
ornithorhynchus_anatinus ENSOANG00000028397
coturnix_japonica ENSCJPG00005015688
meleagris_gallopavo ENSMGAG00000010154
gallus_gallus ENSGALG00000008357
numida_meleagris ENSNMEG00000022724
anser_brachyrhynchus ENSABRG00000018437
anas_platyrhynchos_platyrhynchos ENSAPLG00000013723
manacus_vitellinus ENSMVIG00005006790
lepidothrix_coronata ENSLCOG00000003944
taeniopygia_guttata ENSTGUG00000009086
lonchura_striata_domestica ENSLSDG00000003491
junco_hyemalis ENSJHYG00000013992
zonotrichia_albicollis ENSZALG00000013540
serinus_canaria ENSSCAG00000004320
cyanistes_caeruleus ENSCCEG00000021243
parus_major ENSPMJG00000017310
ficedula_albicollis ENSFALG00000007741
melopsittacus_undulatus ENSMUNG00000014440
calidris_pygmaea ENSCPGG00000019212
calidris_pugnax ENSCPUG00000013098
apteryx_owenii ENSAOWG00000009255
apteryx_haastii ENSAHAG00000015079
apteryx_rowi ENSARWG00000006532
dromaius_novaehollandiae ENSDNVG00000007129
nothoprocta_perdicaria ENSNPEG00000006293
crocodylus_porosus ENSCPRG00005007128
gopherus_agassizii ENSGAGG00000003268
chelonoidis_abingdonii ENSCABG00000011305
chrysemys_picta_bellii ENSCPBG00000011937
pelodiscus_sinensis ENSPSIG00000011236
pogona_vitticeps ENSPVIG00000002086
notechis_scutatus ENSNSUG00000020101
anolis_carolinensis ENSACAG00000004804
salvator_merianae ENSSMRG00000014535
sphenodon_punctatus ENSSPUG00000014180
latimeria_chalumnae ENSLACG00000010506
poecilia_formosa ENSPFOG00000015798
poecilia_latipinna ENSPLAG00000003506
poecilia_mexicana ENSPMEG00000013692
poecilia_reticulata ENSPREG00000001304
xiphophorus_maculatus ENSXMAG00000007572
xiphophorus_couchianus ENSXCOG00000016980
gambusia_affinis ENSGAFG00000012262
fundulus_heteroclitus ENSFHEG00000011785
cyprinodon_variegatus ENSCVAG00000011181
kryptolebias_marmoratus ENSKMAG00000014420
oryzias_latipes_asm223471v1 ENSORLG00020012715
oryzias_latipes_asm223467v1 ENSORLG00000008165
oryzias_latipes_asm223469v1 ENSORLG00015000839
oryzias_melastigma ENSOMEG00000000872
cynoglossus_semilaevis ENSCSEG00000012960
amphiprion_ocellaris ENSAOCG00000014857
amphiprion_percula ENSAPEG00000022129
acanthochromis_polyacanthus ENSAPOG00000010960
stegastes_partitus ENSSPAG00000018094
astatotilapia_calliptera ENSACLG00000001638
maylandia_zebra ENSMZEG00005016697
haplochromis_burtoni ENSHBUG00000009574
pundamilia_nyererei ENSPNYG00000017783
neolamprologus_brichardi ENSNBRG00000005741
oreochromis_niloticus ENSONIG00000013599
amphilophus_citrinellus ENSACIG00000018020
takifugu_rubripes ENSTRUG00000016229
tetraodon_nigroviridis ENSTNIG00000015907
mola_mola ENSMMOG00000017866
labrus_bergylta ENSLBEG00000013493
gasterosteus_aculeatus ENSGACG00000009537
mastacembelus_armatus ENSMAMG00000014105
