pan_paniscus ENSPPAG00000035044
pan_troglodytes ENSPTRG00000013117
homo_sapiens ENSG00000115687
gorilla_gorilla ENSGGOG00000012790
pongo_abelii ENSPPYG00000013348
nomascus_leucogenys ENSNLEG00000013731
papio_anubis ENSPANG00000021941
theropithecus_gelada ENSTGEG00000026896
mandrillus_leucophaeus ENSMLEG00000042258
cercocebus_atys ENSCATG00000039320
macaca_fascicularis ENSMFAG00000037737
macaca_mulatta ENSMMUG00000016207
macaca_nemestrina ENSMNEG00000030367
chlorocebus_sabaeus ENSCSAG00000005843
rhinopithecus_bieti ENSRBIG00000034208
rhinopithecus_roxellana ENSRROG00000031156
colobus_angolensis_palliatus ENSCANG00000035557
piliocolobus_tephrosceles ENSPTEG00000036235
cebus_capucinus_imitator ENSCCAG00000026306
saimiri_boliviensis_boliviensis ENSSBOG00000029892
callithrix_jacchus ENSCJAG00000043729
aotus_nancymaae ENSANAG00000024785
callithrix_jacchus ENSCJAG00000046171
carlito_syrichta ENSTSYG00000030035
microcebus_murinus ENSMICG00000013010
propithecus_coquereli ENSPCOG00000018169
prolemur_simus ENSPSMG00000022175
otolemur_garnettii ENSOGAG00000000734
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004004
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012677
fukomys_damarensis ENSFDAG00000016712
chinchilla_lanigera ENSCLAG00000002519
octodon_degus ENSODEG00000011073
cavia_porcellus ENSCPOG00000006277
cavia_aperea ENSCAPG00000005104
spermophilus_dauricus ENSSDAG00000023375
urocitellus_parryii ENSUPAG00010014276
marmota_marmota_marmota ENSMMMG00000007249
castor_canadensis ENSCCNG00000022330
dipodomys_ordii ENSDORG00000004572
mus_spicilegus ENSMSIG00000016422
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015257
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026274
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014453
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027689
rattus_norvegicus ENSRNOG00000016888
meriones_unguiculatus ENSMUGG00000011914
peromyscus_maniculatus_bairdii ENSPEMG00000022938
microtus_ochrogaster ENSMOCG00000016982
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024785
cricetulus_griseus_crigri-picr ENSCGRG00015016640
cricetulus_griseus_crigri_1.0 ENSCGRG00000018280
mesocricetus_auratus ENSMAUG00000018648
nannospalax_galili ENSNGAG00000007549
jaculus_jaculus ENSJJAG00000020114
oryctolagus_cuniculus ENSOCUG00000024545
ochotona_princeps ENSOPRG00000001500
pteropus_vampyrus ENSPVAG00000000550
myotis_lucifugus ENSMLUG00000005589
ursus_maritimus ENSUMAG00000010599
ursus_americanus ENSUAMG00000019041
ailuropoda_melanoleuca ENSAMEG00000016638
neovison_vison ENSNVIG00000017829
mustela_putorius_furo ENSMPUG00000000158
canis_lupus_familiaris ENSCAFG00000012846
canis_lupus_dingo ENSCAFG00020025046
vulpes_vulpes ENSVVUG00000022805
panthera_pardus ENSPPRG00000001870
panthera_tigris_altaica ENSPTIG00000006193
felis_catus ENSFCAG00000000959
capra_hircus ENSCHIG00000007156
ovis_aries ENSOARG00000018016
bos_taurus ENSBTAG00000000785
bos_mutus ENSBMUG00000011286
bison_bison_bison ENSBBBG00000000319
tursiops_truncatus ENSTTRG00000015236
sus_scrofa ENSSSCG00000016378
equus_caballus ENSECAG00000011785
equus_asinus_asinus ENSEASG00005008202
choloepus_hoffmanni ENSCHOG00000003169
dasypus_novemcinctus ENSDNOG00000044724
loxodonta_africana ENSLAFG00000003737
procavia_capensis ENSPCAG00000013073
notamacropus_eugenii ENSMEUG00000014819
phascolarctos_cinereus ENSPCIG00000015415
monodelphis_domestica ENSMODG00000016002
ornithorhynchus_anatinus ENSOANG00000015612
anas_platyrhynchos_platyrhynchos ENSAPLG00000013106
anser_brachyrhynchus ENSABRG00000019573
gallus_gallus ENSGALG00000006016
meleagris_gallopavo ENSMGAG00000003607
coturnix_japonica ENSCJPG00005002204
numida_meleagris ENSNMEG00000015294
manacus_vitellinus ENSMVIG00005014604
lepidothrix_coronata ENSLCOG00000006696
lonchura_striata_domestica ENSLSDG00000008832
taeniopygia_guttata ENSTGUG00000006276
serinus_canaria ENSSCAG00000007795
ficedula_albicollis ENSFALG00000003450
parus_major ENSPMJG00000013404
cyanistes_caeruleus ENSCCEG00000002085
junco_hyemalis ENSJHYG00000017309
zonotrichia_albicollis ENSZALG00000003518
taeniopygia_guttata ENSTGUG00000006279
calidris_pugnax ENSCPUG00000013577
calidris_pygmaea ENSCPGG00000013384
melopsittacus_undulatus ENSMUNG00000008719
apteryx_owenii ENSAOWG00000004202
apteryx_haastii ENSAHAG00000019097
apteryx_rowi ENSARWG00000008213
dromaius_novaehollandiae ENSDNVG00000017851
nothoprocta_perdicaria ENSNPEG00000000404
crocodylus_porosus ENSCPRG00005009702
gopherus_agassizii ENSGAGG00000004225
chelonoidis_abingdonii ENSCABG00000015543
chrysemys_picta_bellii ENSCPBG00000003758
pelodiscus_sinensis ENSPSIG00000015406
anolis_carolinensis ENSACAG00000001962
notechis_scutatus ENSNSUG00000013669
salvator_merianae ENSSMRG00000000933
pogona_vitticeps ENSPVIG00000013666
xenopus_tropicalis ENSXETG00000032412
gasterosteus_aculeatus ENSGACG00000015034
labrus_bergylta ENSLBEG00000023294
takifugu_rubripes ENSTRUG00000014046
tetraodon_nigroviridis ENSTNIG00000015283
seriola_dumerili ENSSDUG00000017769
seriola_lalandi_dorsalis ENSSLDG00000014602
scophthalmus_maximus ENSSMAG00000001205
cynoglossus_semilaevis ENSCSEG00000015701
hippocampus_comes ENSHCOG00000018537
monopterus_albus ENSMALG00000015721
mastacembelus_armatus ENSMAMG00000011217
anabas_testudineus ENSATEG00000013572
amphiprion_ocellaris ENSAOCG00000024490
amphiprion_percula ENSAPEG00000009523
acanthochromis_polyacanthus ENSAPOG00000023915
stegastes_partitus ENSSPAG00000015334
astatotilapia_calliptera ENSACLG00000000333
maylandia_zebra ENSMZEG00005019653
haplochromis_burtoni ENSHBUG00000023251
oreochromis_niloticus ENSONIG00000010057
neolamprologus_brichardi ENSNBRG00000017470
amphilophus_citrinellus ENSACIG00000004942
xiphophorus_maculatus ENSXMAG00000015093
gambusia_affinis ENSGAFG00000009228
poecilia_formosa ENSPFOG00000006447
poecilia_latipinna ENSPLAG00000008470
poecilia_mexicana ENSPMEG00000011540
poecilia_reticulata ENSPREG00000016524
fundulus_heteroclitus ENSFHEG00000020069
cyprinodon_variegatus ENSCVAG00000020448
kryptolebias_marmoratus ENSKMAG00000004697
oryzias_latipes_asm223467v1 ENSORLG00000015816
oryzias_latipes_asm223471v1 ENSORLG00020015437
oryzias_latipes_asm223469v1 ENSORLG00015015431
oryzias_melastigma ENSOMEG00000022826
amphilophus_citrinellus ENSACIG00000004934
pundamilia_nyererei ENSPNYG00000009121
mola_mola ENSMMOG00000018989
periophthalmus_magnuspinnatus ENSPMGG00000014786
gadus_morhua ENSGMOG00000011857
esox_lucius ENSELUG00000011381
pygocentrus_nattereri ENSPNAG00000021278
astyanax_mexicanus ENSAMXG00000014843
ictalurus_punctatus ENSIPUG00000009905
danio_rerio ENSDARG00000075008
paramormyrops_kingsleyae ENSPKIG00000014802
scleropages_formosus ENSSFOG00015004578
lepisosteus_oculatus ENSLOCG00000006009
ciona_intestinalis ENSCING00000004591
ciona_savignyi ENSCSAVG00000010034
ciona_savignyi ENSCSAVG00000010027
drosophila_melanogaster FBgn0034950
saccharomyces_cerevisiae_strain_s288c YAL017W
saccharomyces_cerevisiae_strain_s288c YOL045W
