ovis_aries ENSOARG00000015863
capra_hircus ENSCHIG00000000338
bos_taurus ENSBTAG00000006173
tursiops_truncatus ENSTTRG00000016722
canis_lupus_familiaris ENSCAFG00000015302
pteropus_vampyrus ENSPVAG00000015430
equus_caballus ENSECAG00000022624
erinaceus_europaeus ENSEEUG00000011232
sorex_araneus ENSSARG00000014435
pan_troglodytes ENSPTRG00000014116
pan_paniscus ENSPPAG00000041316
homo_sapiens ENSG00000161180
gorilla_gorilla ENSGGOG00000022324
pongo_abelii ENSPPYG00000011604
nomascus_leucogenys ENSNLEG00000000209
mandrillus_leucophaeus ENSMLEG00000037624
cercocebus_atys ENSCATG00000000334
macaca_nemestrina ENSMNEG00000040734
macaca_fascicularis ENSMFAG00000003943
macaca_mulatta ENSMMUG00000018799
papio_anubis ENSPANG00000021769
rhinopithecus_bieti ENSRBIG00000036964
rhinopithecus_roxellana ENSRROG00000026819
colobus_angolensis_palliatus ENSCANG00000034058
cebus_capucinus_imitator ENSCCAG00000027408
callithrix_jacchus ENSCJAG00000015805
saimiri_boliviensis_boliviensis ENSSBOG00000025610
aotus_nancymaae ENSANAG00000023107
chlorocebus_sabaeus ENSCSAG00000013486
theropithecus_gelada ENSTGEG00000006486
piliocolobus_tephrosceles ENSPTEG00000004489
cebus_capucinus_imitator ENSCCAG00000032424
carlito_syrichta ENSTSYG00000027050
microcebus_murinus ENSMICG00000036923
propithecus_coquereli ENSPCOG00000014088
oryctolagus_cuniculus ENSOCUG00000002620
ochotona_princeps ENSOPRG00000002952
tupaia_belangeri ENSTBEG00000009254
octodon_degus ENSODEG00000015666
cavia_porcellus ENSCPOG00000006810
chinchilla_lanigera ENSCLAG00000014929
ictidomys_tridecemlineatus ENSSTOG00000019835
spermophilus_dauricus ENSSDAG00000007437
marmota_marmota_marmota ENSMMMG00000000770
urocitellus_parryii ENSUPAG00010013502
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005120
cricetulus_griseus_crigri-picr ENSCGRG00015009430
cricetulus_griseus_crigri_1.0 ENSCGRG00000007606
microtus_ochrogaster ENSMOCG00000018959
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020506
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022768
rattus_norvegicus ENSRNOG00000001860
mus_spicilegus ENSMSIG00000017988
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021401
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016211
meriones_unguiculatus ENSMUGG00000009480
peromyscus_maniculatus_bairdii ENSPEMG00000018284
nannospalax_galili ENSNGAG00000011562
castor_canadensis ENSCCNG00000026031
prolemur_simus ENSPSMG00000014260
otolemur_garnettii ENSOGAG00000014989
ursus_maritimus ENSUMAG00000003576
ursus_americanus ENSUAMG00000021566
ailuropoda_melanoleuca ENSAMEG00000008794
mustela_putorius_furo ENSMPUG00000003176
neovison_vison ENSNVIG00000021655
vulpes_vulpes ENSVVUG00000020664
canis_lupus_dingo ENSCAFG00020015073
myotis_lucifugus ENSMLUG00000001552
equus_asinus_asinus ENSEASG00005022290
sus_scrofa ENSSSCG00000010086
loxodonta_africana ENSLAFG00000003523
dasypus_novemcinctus ENSDNOG00000033688
procavia_capensis ENSPCAG00000008007
echinops_telfairi ENSETEG00000006911
phascolarctos_cinereus ENSPCIG00000026739
sarcophilus_harrisii ENSSHAG00000004842
monodelphis_domestica ENSMODG00000017685
