esox_lucius ENSELUG00000001696
monopterus_albus ENSMALG00000010446
haplochromis_burtoni ENSHBUG00000007572
monopterus_albus ENSMALG00000004868
ictalurus_punctatus ENSIPUG00000002867
oryzias_latipes_asm223467v1 ENSORLG00000024839
pundamilia_nyererei ENSPNYG00000002924
mastacembelus_armatus ENSMAMG00000015753
anabas_testudineus ENSATEG00000001520
labrus_bergylta ENSLBEG00000017662
paramormyrops_kingsleyae ENSPKIG00000013304
lepisosteus_oculatus ENSLOCG00000003631
eptatretus_burgeri ENSEBUG00000005491
piliocolobus_tephrosceles ENSPTEG00000018066
piliocolobus_tephrosceles ENSPTEG00000009256
caenorhabditis_elegans_strain_n2 WBGene00015422
saccharomyces_cerevisiae_strain_s288c YIL156W
