lepidothrix_coronata ENSLCOG00000009337
manacus_vitellinus ENSMVIG00005014116
melopsittacus_undulatus ENSMUNG00000002272
apteryx_owenii ENSAOWG00000016913
capra_hircus ENSCHIG00000010602
sus_scrofa ENSSSCG00000034563
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019098
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009875
dipodomys_ordii ENSDORG00000026359
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005416
mesocricetus_auratus ENSMAUG00000007743
microtus_ochrogaster ENSMOCG00000006304
mus_spicilegus ENSMSIG00000024822
nannospalax_galili ENSNGAG00000001144
