propithecus_coquereli ENSPCOG00000026105
prolemur_simus ENSPSMG00000019880
otolemur_garnettii ENSOGAG00000034247
pan_troglodytes ENSPTRG00000028464
pan_paniscus ENSPPAG00000041640
homo_sapiens ENSG00000196670
gorilla_gorilla ENSGGOG00000001217
pongo_abelii ENSPPYG00000016141
piliocolobus_tephrosceles ENSPTEG00000001124
colobus_angolensis_palliatus ENSCANG00000030805
rhinopithecus_bieti ENSRBIG00000019760
rhinopithecus_roxellana ENSRROG00000030104
theropithecus_gelada ENSTGEG00000019563
papio_anubis ENSPANG00000007886
mandrillus_leucophaeus ENSMLEG00000011033
macaca_fascicularis ENSMFAG00000033634
macaca_mulatta ENSMMUG00000042832
macaca_nemestrina ENSMNEG00000016344
cercocebus_atys ENSCATG00000030977
chlorocebus_sabaeus ENSCSAG00000008052
saimiri_boliviensis_boliviensis ENSSBOG00000027767
cebus_capucinus_imitator ENSCCAG00000034621
callithrix_jacchus ENSCJAG00000018839
aotus_nancymaae ENSANAG00000019588
tupaia_belangeri ENSTBEG00000015677
octodon_degus ENSODEG00000002735
chinchilla_lanigera ENSCLAG00000003627
cavia_porcellus ENSCPOG00000037011
cavia_aperea ENSCAPG00000009477
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000614
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008218
fukomys_damarensis ENSFDAG00000014867
urocitellus_parryii ENSUPAG00010023301
spermophilus_dauricus ENSSDAG00000005230
ictidomys_tridecemlineatus ENSSTOG00000010705
mus_spicilegus ENSMSIG00000020616
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017111
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046311
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016266
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017400
rattus_norvegicus ENSRNOG00000051756
meriones_unguiculatus ENSMUGG00000002998
cricetulus_griseus_crigri_1.0 ENSCGRG00000007202
cricetulus_griseus_crigri-picr ENSCGRG00015000794
peromyscus_maniculatus_bairdii ENSPEMG00000012272
microtus_ochrogaster ENSMOCG00000020277
jaculus_jaculus ENSJJAG00000002338
castor_canadensis ENSCCNG00000018807
oryctolagus_cuniculus ENSOCUG00000006541
myotis_lucifugus ENSMLUG00000003162
pteropus_vampyrus ENSPVAG00000001763
equus_asinus_asinus ENSEASG00005012840
equus_caballus ENSECAG00000003722
ursus_maritimus ENSUMAG00000009655
ursus_americanus ENSUAMG00000007154
ailuropoda_melanoleuca ENSAMEG00000015006
mustela_putorius_furo ENSMPUG00000001214
neovison_vison ENSNVIG00000014371
canis_lupus_familiaris ENSCAFG00000030899
vulpes_vulpes ENSVVUG00000002852
panthera_pardus ENSPPRG00000021898
felis_catus ENSFCAG00000029931
bos_mutus ENSBMUG00000004364
bos_taurus ENSBTAG00000039711
bison_bison_bison ENSBBBG00000011149
capra_hircus ENSCHIG00000010843
ovis_aries ENSOARG00000006879
tursiops_truncatus ENSTTRG00000012941
sus_scrofa ENSSSCG00000014539
dasypus_novemcinctus ENSDNOG00000001739
choloepus_hoffmanni ENSCHOG00000001282
loxodonta_africana ENSLAFG00000010486
procavia_capensis ENSPCAG00000014334
