chelonoidis_abingdonii ENSCABG00000008203
gopherus_agassizii ENSGAGG00000002015
chrysemys_picta_bellii ENSCPBG00000002667
junco_hyemalis ENSJHYG00000011891
zonotrichia_albicollis ENSZALG00000017373
ficedula_albicollis ENSFALG00000008826
parus_major ENSPMJG00000012541
cyanistes_caeruleus ENSCCEG00000024216
taeniopygia_guttata ENSTGUG00000006464
lonchura_striata_domestica ENSLSDG00000012420
serinus_canaria ENSSCAG00000017198
manacus_vitellinus ENSMVIG00005009411
lepidothrix_coronata ENSLCOG00000004209
calidris_pugnax ENSCPUG00000004448
calidris_pygmaea ENSCPGG00000017963
anas_platyrhynchos_platyrhynchos ENSAPLG00000008161
anser_brachyrhynchus ENSABRG00000013262
meleagris_gallopavo ENSMGAG00000004057
coturnix_japonica ENSCJPG00005012219
gallus_gallus ENSGALG00000029621
numida_meleagris ENSNMEG00000013404
apteryx_rowi ENSARWG00000013017
apteryx_haastii ENSAHAG00000002068
apteryx_owenii ENSAOWG00000004714
nothoprocta_perdicaria ENSNPEG00000009158
dromaius_novaehollandiae ENSDNVG00000002279
pogona_vitticeps ENSPVIG00000024345
anolis_carolinensis ENSACAG00000008723
notechis_scutatus ENSNSUG00000005504
salvator_merianae ENSSMRG00000007951
sphenodon_punctatus ENSSPUG00000001845
phascolarctos_cinereus ENSPCIG00000021528
notamacropus_eugenii ENSMEUG00000004821
sarcophilus_harrisii ENSSHAG00000018418
monodelphis_domestica ENSMODG00000012283
sus_scrofa ENSSSCG00000011398
tursiops_truncatus ENSTTRG00000007720
erinaceus_europaeus ENSEEUG00000007634
sorex_araneus ENSSARG00000008747
mustela_putorius_furo ENSMPUG00000013260
neovison_vison ENSNVIG00000000685
ailuropoda_melanoleuca ENSAMEG00000011907
canis_lupus_familiaris ENSCAFG00000010804
canis_lupus_dingo ENSCAFG00020022129
vulpes_vulpes ENSVVUG00000028604
panthera_tigris_altaica ENSPTIG00000001039
panthera_pardus ENSPPRG00000005116
felis_catus ENSFCAG00000007005
equus_asinus_asinus ENSEASG00005011866
equus_caballus ENSECAG00000007709
castor_canadensis ENSCCNG00000013828
dipodomys_ordii ENSDORG00000000371
cavia_aperea ENSCAPG00000015225
cavia_porcellus ENSCPOG00000008163
octodon_degus ENSODEG00000018286
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014917
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007128
fukomys_damarensis ENSFDAG00000018248
chinchilla_lanigera ENSCLAG00000007048
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033804
mus_spicilegus ENSMSIG00000023389
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034684
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032659
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015527
rattus_norvegicus ENSRNOG00000017704
meriones_unguiculatus ENSMUGG00000017311
peromyscus_maniculatus_bairdii ENSPEMG00000010018
microtus_ochrogaster ENSMOCG00000022295
cricetulus_griseus_crigri-picr ENSCGRG00015011971
cricetulus_griseus_crigri_1.0 ENSCGRG00000007001
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013366
mesocricetus_auratus ENSMAUG00000008264
jaculus_jaculus ENSJJAG00000024075
ictidomys_tridecemlineatus ENSSTOG00000016180
urocitellus_parryii ENSUPAG00010022651
spermophilus_dauricus ENSSDAG00000013553
marmota_marmota_marmota ENSMMMG00000003557
oryctolagus_cuniculus ENSOCUG00000011670
nannospalax_galili ENSNGAG00000008634
ochotona_princeps ENSOPRG00000015216
prolemur_simus ENSPSMG00000014362
microcebus_murinus ENSMICG00000016219
propithecus_coquereli ENSPCOG00000026749
pan_troglodytes ENSPTRG00000014948
pan_paniscus ENSPPAG00000041494
homo_sapiens ENSG00000001617
gorilla_gorilla ENSGGOG00000008650
pongo_abelii ENSPPYG00000013854
nomascus_leucogenys ENSNLEG00000006953
papio_anubis ENSPANG00000012481
theropithecus_gelada ENSTGEG00000004821
cercocebus_atys ENSCATG00000034605
mandrillus_leucophaeus ENSMLEG00000031837
macaca_nemestrina ENSMNEG00000037487
macaca_mulatta ENSMMUG00000010337
macaca_fascicularis ENSMFAG00000002063
chlorocebus_sabaeus ENSCSAG00000014384
piliocolobus_tephrosceles ENSPTEG00000002711
colobus_angolensis_palliatus ENSCANG00000038678
rhinopithecus_roxellana ENSRROG00000033843
rhinopithecus_bieti ENSRBIG00000038511
saimiri_boliviensis_boliviensis ENSSBOG00000022818
cebus_capucinus_imitator ENSCCAG00000019979
callithrix_jacchus ENSCJAG00000004851
aotus_nancymaae ENSANAG00000035038
carlito_syrichta ENSTSYG00000026029
pteropus_vampyrus ENSPVAG00000017088
otolemur_garnettii ENSOGAG00000004207
dasypus_novemcinctus ENSDNOG00000013378
ovis_aries ENSOARG00000010649
capra_hircus ENSCHIG00000021949
bos_mutus ENSBMUG00000021485
bos_taurus ENSBTAG00000018307
bison_bison_bison ENSBBBG00000014391
loxodonta_africana ENSLAFG00000006234
procavia_capensis ENSPCAG00000005651
echinops_telfairi ENSETEG00000012777
ochotona_princeps ENSOPRG00000008237
nannospalax_galili ENSNGAG00000017360
ursus_maritimus ENSUMAG00000021990
ursus_americanus ENSUAMG00000028349
ornithorhynchus_anatinus ENSOANG00000004411
xenopus_tropicalis ENSXETG00000007312
latimeria_chalumnae ENSLACG00000005125
paramormyrops_kingsleyae ENSPKIG00000019667
scleropages_formosus ENSSFOG00015020063
takifugu_rubripes ENSTRUG00000014242
tetraodon_nigroviridis ENSTNIG00000007335
hippocampus_comes ENSHCOG00000010442
oryzias_latipes_asm223467v1 ENSORLG00000014370
oryzias_latipes_asm223471v1 ENSORLG00020018890
oryzias_latipes_asm223469v1 ENSORLG00015014535
oryzias_melastigma ENSOMEG00000023448
maylandia_zebra ENSMZEG00005010665
astatotilapia_calliptera ENSACLG00000021730
haplochromis_burtoni ENSHBUG00000014574
pundamilia_nyererei ENSPNYG00000015463
oreochromis_niloticus ENSONIG00000020280
neolamprologus_brichardi ENSNBRG00000023532
amphilophus_citrinellus ENSACIG00000009744
kryptolebias_marmoratus ENSKMAG00000020412
amphiprion_percula ENSAPEG00000022941
amphiprion_ocellaris ENSAOCG00000024410
acanthochromis_polyacanthus ENSAPOG00000013275
stegastes_partitus ENSSPAG00000001185
gasterosteus_aculeatus ENSGACG00000011989
labrus_bergylta ENSLBEG00000018957
mola_mola ENSMMOG00000010996
mastacembelus_armatus ENSMAMG00000023374
