monopterus_albus ENSMALG00000008029
mastacembelus_armatus ENSMAMG00000005595
anabas_testudineus ENSATEG00000006194
scophthalmus_maximus ENSSMAG00000007451
cynoglossus_semilaevis ENSCSEG00000006270
seriola_dumerili ENSSDUG00000018116
seriola_lalandi_dorsalis ENSSLDG00000020356
labrus_bergylta ENSLBEG00000015209
labrus_bergylta ENSLBEG00000010813
mola_mola ENSMMOG00000001726
periophthalmus_magnuspinnatus ENSPMGG00000011857
fundulus_heteroclitus ENSFHEG00000005757
cyprinodon_variegatus ENSCVAG00000003347
poecilia_formosa ENSPFOG00000005447
poecilia_mexicana ENSPMEG00000018406
poecilia_latipinna ENSPLAG00000006797
gambusia_affinis ENSGAFG00000010229
oryzias_latipes_asm223467v1 ENSORLG00000013428
oryzias_latipes_asm223471v1 ENSORLG00020009303
oryzias_latipes_asm223469v1 ENSORLG00015020393
oryzias_melastigma ENSOMEG00000004437
astatotilapia_calliptera ENSACLG00000011537
maylandia_zebra ENSMZEG00005006854
pundamilia_nyererei ENSPNYG00000017999
haplochromis_burtoni ENSHBUG00000014502
neolamprologus_brichardi ENSNBRG00000005223
oreochromis_niloticus ENSONIG00000008550
amphilophus_citrinellus ENSACIG00000008245
hippocampus_comes ENSHCOG00000006846
gadus_morhua ENSGMOG00000014896
ictalurus_punctatus ENSIPUG00000017004
scleropages_formosus ENSSFOG00015008425
