taeniopygia_guttata ENSTGUG00000002366
lonchura_striata_domestica ENSLSDG00000008971
serinus_canaria ENSSCAG00000003093
junco_hyemalis ENSJHYG00000004350
zonotrichia_albicollis ENSZALG00000012218
ficedula_albicollis ENSFALG00000010087
cyanistes_caeruleus ENSCCEG00000020391
parus_major ENSPMJG00000006095
manacus_vitellinus ENSMVIG00005004720
lepidothrix_coronata ENSLCOG00000009183
melopsittacus_undulatus ENSMUNG00000016251
calidris_pygmaea ENSCPGG00000008097
calidris_pugnax ENSCPUG00000018113
anser_brachyrhynchus ENSABRG00000018611
anas_platyrhynchos_platyrhynchos ENSAPLG00000010122
gallus_gallus ENSGALG00000004590
meleagris_gallopavo ENSMGAG00000006244
coturnix_japonica ENSCJPG00005006472
numida_meleagris ENSNMEG00000017333
nothoprocta_perdicaria ENSNPEG00000008477
nothoprocta_perdicaria ENSNPEG00000008480
apteryx_rowi ENSARWG00000014332
apteryx_haastii ENSAHAG00000014160
apteryx_owenii ENSAOWG00000008702
dromaius_novaehollandiae ENSDNVG00000017633
crocodylus_porosus ENSCPRG00005014590
gopherus_agassizii ENSGAGG00000025177
chelonoidis_abingdonii ENSCABG00000017249
chrysemys_picta_bellii ENSCPBG00000021973
pelodiscus_sinensis ENSPSIG00000008357
pogona_vitticeps ENSPVIG00000020810
anolis_carolinensis ENSACAG00000008713
salvator_merianae ENSSMRG00000015770
sphenodon_punctatus ENSSPUG00000012473
carlito_syrichta ENSTSYG00000006555
tupaia_belangeri ENSTBEG00000009049
castor_canadensis ENSCCNG00000025241
dipodomys_ordii ENSDORG00000014040
mus_spicilegus ENSMSIG00000011225
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027783
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029016
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026790
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029138
rattus_norvegicus ENSRNOG00000008345
meriones_unguiculatus ENSMUGG00000019474
peromyscus_maniculatus_bairdii ENSPEMG00000000154
microtus_ochrogaster ENSMOCG00000012565
cricetulus_griseus_crigri_1.0 ENSCGRG00000000983
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020204
cricetulus_griseus_crigri-picr ENSCGRG00015002158
mesocricetus_auratus ENSMAUG00000018198
nannospalax_galili ENSNGAG00000009782
jaculus_jaculus ENSJJAG00000016002
urocitellus_parryii ENSUPAG00010003705
marmota_marmota_marmota ENSMMMG00000016637
ictidomys_tridecemlineatus ENSSTOG00000007614
chinchilla_lanigera ENSCLAG00000008993
octodon_degus ENSODEG00000013643
cavia_porcellus ENSCPOG00000003508
cavia_aperea ENSCAPG00000008848
