choloepus_hoffmanni ENSCHOG00000010807
pteropus_vampyrus ENSPVAG00000009877
dasypus_novemcinctus ENSDNOG00000046818
cavia_porcellus ENSCPOG00000038713
cavia_aperea ENSCAPG00000000390
chinchilla_lanigera ENSCLAG00000017851
urocitellus_parryii ENSUPAG00010010883
spermophilus_dauricus ENSSDAG00000018649
mus_spicilegus ENSMSIG00000012291
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015732
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051528
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014932
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028165
rattus_norvegicus ENSRNOG00000003521
meriones_unguiculatus ENSMUGG00000005246
peromyscus_maniculatus_bairdii ENSPEMG00000006930
microtus_ochrogaster ENSMOCG00000003407
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011624
cricetulus_griseus_crigri-picr ENSCGRG00015015394
oryctolagus_cuniculus ENSOCUG00000006798
theropithecus_gelada ENSTGEG00000004220
papio_anubis ENSPANG00000005477
chlorocebus_sabaeus ENSCSAG00000002434
colobus_angolensis_palliatus ENSCANG00000034666
rhinopithecus_bieti ENSRBIG00000043761
piliocolobus_tephrosceles ENSPTEG00000017676
pongo_abelii ENSPPYG00000010638
callithrix_jacchus ENSCJAG00000006348
tupaia_belangeri ENSTBEG00000010347
prolemur_simus ENSPSMG00000014101
otolemur_garnettii ENSOGAG00000034011
homo_sapiens ENSG00000203757
gorilla_gorilla ENSGGOG00000015633
pan_troglodytes ENSPTRG00000030371
pan_paniscus ENSPPAG00000005190
pongo_abelii ENSPPYG00000000671
chlorocebus_sabaeus ENSCSAG00000000072
macaca_nemestrina ENSMNEG00000037850
piliocolobus_tephrosceles ENSPTEG00000017647
rhinopithecus_roxellana ENSRROG00000035673
callithrix_jacchus ENSCJAG00000042642
carlito_syrichta ENSTSYG00000012202
mus_spicilegus ENSMSIG00000012307
sus_scrofa ENSSSCG00000040627
equus_caballus ENSECAG00000003416
dasypus_novemcinctus ENSDNOG00000042552
canis_lupus_dingo ENSCAFG00020005494
canis_lupus_dingo ENSCAFG00020019629
canis_lupus_familiaris ENSCAFG00000025459
vulpes_vulpes ENSVVUG00000016426
ursus_maritimus ENSUMAG00000001922
ursus_americanus ENSUAMG00000026633
ovis_aries ENSOARG00000007551
otolemur_garnettii ENSOGAG00000009647
bos_taurus ENSBTAG00000003096
bos_mutus ENSBMUG00000016243
bison_bison_bison ENSBBBG00000021515
capra_hircus ENSCHIG00000019277
sus_scrofa ENSSSCG00000040254
equus_caballus ENSECAG00000003379
equus_asinus_asinus ENSEASG00005003358
ursus_americanus ENSUAMG00000026634
ursus_maritimus ENSUMAG00000001907
ailuropoda_melanoleuca ENSAMEG00000018596
neovison_vison ENSNVIG00000021923
vulpes_vulpes ENSVVUG00000016423
canis_lupus_dingo ENSCAFG00020019631
panthera_tigris_altaica ENSPTIG00000006129
panthera_pardus ENSPPRG00000017707
felis_catus ENSFCAG00000013454
erinaceus_europaeus ENSEEUG00000005376
loxodonta_africana ENSLAFG00000006379
procavia_capensis ENSPCAG00000015098
echinops_telfairi ENSETEG00000018656
