manacus_vitellinus ENSMVIG00005019669
lepidothrix_coronata ENSLCOG00000006939
lonchura_striata_domestica ENSLSDG00000014340
taeniopygia_guttata ENSTGUG00000000019
serinus_canaria ENSSCAG00000000237
zonotrichia_albicollis ENSZALG00000016525
junco_hyemalis ENSJHYG00000014726
ficedula_albicollis ENSFALG00000012021
parus_major ENSPMJG00000004346
cyanistes_caeruleus ENSCCEG00000022105
calidris_pygmaea ENSCPGG00000018493
calidris_pugnax ENSCPUG00000013009
anser_brachyrhynchus ENSABRG00000005931
anas_platyrhynchos_platyrhynchos ENSAPLG00000024808
gallus_gallus ENSGALG00000052918
meleagris_gallopavo ENSMGAG00000017016
coturnix_japonica ENSCJPG00005006105
numida_meleagris ENSNMEG00000007740
numida_meleagris ENSNMEG00000007749
melopsittacus_undulatus ENSMUNG00000003395
dromaius_novaehollandiae ENSDNVG00000015932
nothoprocta_perdicaria ENSNPEG00000009531
crocodylus_porosus ENSCPRG00005013208
gopherus_agassizii ENSGAGG00000016404
gopherus_agassizii ENSGAGG00000002163
chelonoidis_abingdonii ENSCABG00000010008
chrysemys_picta_bellii ENSCPBG00000016333
chrysemys_picta_bellii ENSCPBG00000016332
pelodiscus_sinensis ENSPSIG00000001790
salvator_merianae ENSSMRG00000001132
pogona_vitticeps ENSPVIG00000012602
sphenodon_punctatus ENSSPUG00000005648
gallus_gallus ENSGALG00000045901
coturnix_japonica ENSCJPG00005015841
anser_brachyrhynchus ENSABRG00000018581
apteryx_haastii ENSAHAG00000011882
apteryx_owenii ENSAOWG00000000261
dasypus_novemcinctus ENSDNOG00000037032
choloepus_hoffmanni ENSCHOG00000013238
loxodonta_africana ENSLAFG00000032715
bos_taurus ENSBTAG00000004909
bos_mutus ENSBMUG00000005469
bison_bison_bison ENSBBBG00000003107
tursiops_truncatus ENSTTRG00000001296
sus_scrofa ENSSSCG00000017908
pteropus_vampyrus ENSPVAG00000003789
ursus_maritimus ENSUMAG00000013955
ursus_americanus ENSUAMG00000003232
ailuropoda_melanoleuca ENSAMEG00000006443
neovison_vison ENSNVIG00000019524
canis_lupus_dingo ENSCAFG00020011241
vulpes_vulpes ENSVVUG00000027480
panthera_tigris_altaica ENSPTIG00000011212
erinaceus_europaeus ENSEEUG00000014772
equus_asinus_asinus ENSEASG00005015410
equus_asinus_asinus ENSEASG00005015411
equus_caballus ENSECAG00000040351
pan_troglodytes ENSPTRG00000031002
gorilla_gorilla ENSGGOG00000000217
homo_sapiens ENSG00000185245
pongo_abelii ENSPPYG00000007847
nomascus_leucogenys ENSNLEG00000017428
rhinopithecus_roxellana ENSRROG00000031810
rhinopithecus_bieti ENSRBIG00000033810
colobus_angolensis_palliatus ENSCANG00000033767
piliocolobus_tephrosceles ENSPTEG00000037555
macaca_fascicularis ENSMFAG00000040200
macaca_mulatta ENSMMUG00000002763
macaca_nemestrina ENSMNEG00000042814
papio_anubis ENSPANG00000024310
theropithecus_gelada ENSTGEG00000019722
cercocebus_atys ENSCATG00000041985
chlorocebus_sabaeus ENSCSAG00000012953
callithrix_jacchus ENSCJAG00000011794
carlito_syrichta ENSTSYG00000030258
propithecus_coquereli ENSPCOG00000025795
prolemur_simus ENSPSMG00000019580
otolemur_garnettii ENSOGAG00000026251
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050675
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017478
mus_spicilegus ENSMSIG00000003752
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016642
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017773
rattus_norvegicus ENSRNOG00000025959
microtus_ochrogaster ENSMOCG00000005824
meriones_unguiculatus ENSMUGG00000023138
castor_canadensis ENSCCNG00000031506
fukomys_damarensis ENSFDAG00000009672
chinchilla_lanigera ENSCLAG00000007601
tupaia_belangeri ENSTBEG00000010382
oryctolagus_cuniculus ENSOCUG00000001099
phascolarctos_cinereus ENSPCIG00000019157
sarcophilus_harrisii ENSSHAG00000005637
ornithorhynchus_anatinus ENSOANG00000006162
stegastes_partitus ENSSPAG00000013578
amphiprion_percula ENSAPEG00000019938
lepisosteus_oculatus ENSLOCG00000017555
