pan_troglodytes ENSPTRG00000042937
pan_paniscus ENSPPAG00000034749
homo_sapiens ENSG00000152467
gorilla_gorilla ENSGGOG00000015539
pongo_abelii ENSPPYG00000010489
nomascus_leucogenys ENSNLEG00000011057
cercocebus_atys ENSCATG00000031663
mandrillus_leucophaeus ENSMLEG00000010135
macaca_fascicularis ENSMFAG00000031193
macaca_nemestrina ENSMNEG00000033496
theropithecus_gelada ENSTGEG00000015638
papio_anubis ENSPANG00000009307
chlorocebus_sabaeus ENSCSAG00000001612
colobus_angolensis_palliatus ENSCANG00000042553
piliocolobus_tephrosceles ENSPTEG00000004452
rhinopithecus_roxellana ENSRROG00000035602
rhinopithecus_bieti ENSRBIG00000044636
saimiri_boliviensis_boliviensis ENSSBOG00000021013
callithrix_jacchus ENSCJAG00000000370
cebus_capucinus_imitator ENSCCAG00000027132
aotus_nancymaae ENSANAG00000026748
microcebus_murinus ENSMICG00000035329
canis_lupus_familiaris ENSCAFG00000032407
canis_lupus_dingo ENSCAFG00020014917
vulpes_vulpes ENSVVUG00000002167
ailuropoda_melanoleuca ENSAMEG00000007354
panthera_pardus ENSPPRG00000003842
felis_catus ENSFCAG00000030584
ursus_americanus ENSUAMG00000019494
ursus_maritimus ENSUMAG00000003993
panthera_tigris_altaica ENSPTIG00000019441
procavia_capensis ENSPCAG00000007861
loxodonta_africana ENSLAFG00000029241
