scophthalmus_maximus ENSSMAG00000011744
cynoglossus_semilaevis ENSCSEG00000017847
seriola_dumerili ENSSDUG00000017713
seriola_lalandi_dorsalis ENSSLDG00000016601
monopterus_albus ENSMALG00000001554
mastacembelus_armatus ENSMAMG00000018833
hippocampus_comes ENSHCOG00000016346
poecilia_formosa ENSPFOG00000023507
poecilia_mexicana ENSPMEG00000020703
poecilia_reticulata ENSPREG00000013500
poecilia_latipinna ENSPLAG00000020884
gambusia_affinis ENSGAFG00000007222
kryptolebias_marmoratus ENSKMAG00000006459
oryzias_latipes_asm223469v1 ENSORLG00015014198
oryzias_latipes_asm223467v1 ENSORLG00000030536
oryzias_melastigma ENSOMEG00000004344
neolamprologus_brichardi ENSNBRG00000003802
pundamilia_nyererei ENSPNYG00000003797
oreochromis_niloticus ENSONIG00000012632
amphilophus_citrinellus ENSACIG00000012566
takifugu_rubripes ENSTRUG00000022297
periophthalmus_magnuspinnatus ENSPMGG00000012073
gadus_morhua ENSGMOG00000005585
