apteryx_owenii ENSAOWG00000016536
apteryx_haastii ENSAHAG00000002474
apteryx_rowi ENSARWG00000002176
dromaius_novaehollandiae ENSDNVG00000001580
nothoprocta_perdicaria ENSNPEG00000013485
calidris_pugnax ENSCPUG00000009488
calidris_pygmaea ENSCPGG00000013890
melopsittacus_undulatus ENSMUNG00000000503
lepidothrix_coronata ENSLCOG00000004680
manacus_vitellinus ENSMVIG00005008124
ficedula_albicollis ENSFALG00000013787
ficedula_albicollis ENSFALG00000013786
taeniopygia_guttata ENSTGUG00000011848
taeniopygia_guttata ENSTGUG00000011846
lonchura_striata_domestica ENSLSDG00000006901
junco_hyemalis ENSJHYG00000000374
zonotrichia_albicollis ENSZALG00000006358
serinus_canaria ENSSCAG00000009974
parus_major ENSPMJG00000019964
cyanistes_caeruleus ENSCCEG00000010651
anas_platyrhynchos_platyrhynchos ENSAPLG00000008881
anser_brachyrhynchus ENSABRG00000007871
gallus_gallus ENSGALG00000012382
coturnix_japonica ENSCJPG00005020483
meleagris_gallopavo ENSMGAG00000012558
numida_meleagris ENSNMEG00000000454
crocodylus_porosus ENSCPRG00005005002
chelonoidis_abingdonii ENSCABG00000018781
gopherus_agassizii ENSGAGG00000012284
chrysemys_picta_bellii ENSCPBG00000007243
anolis_carolinensis ENSACAG00000003521
notechis_scutatus ENSNSUG00000010371
