mola_mola ENSMMOG00000007272
takifugu_rubripes ENSTRUG00000021513
anabas_testudineus ENSATEG00000016974
seriola_lalandi_dorsalis ENSSLDG00000003229
seriola_dumerili ENSSDUG00000018331
scophthalmus_maximus ENSSMAG00000006376
acanthochromis_polyacanthus ENSAPOG00000009481
stegastes_partitus ENSSPAG00000000120
amphiprion_percula ENSAPEG00000000168
amphiprion_ocellaris ENSAOCG00000007292
xiphophorus_couchianus ENSXCOG00000014019
xiphophorus_maculatus ENSXMAG00000028640
gambusia_affinis ENSGAFG00000014536
poecilia_latipinna ENSPLAG00000003207
poecilia_reticulata ENSPREG00000018428
fundulus_heteroclitus ENSFHEG00000010134
cyprinodon_variegatus ENSCVAG00000006531
oryzias_latipes_asm223471v1 ENSORLG00020007819
oryzias_latipes_asm223467v1 ENSORLG00000029446
oryzias_latipes_asm223469v1 ENSORLG00015009541
kryptolebias_marmoratus ENSKMAG00000000140
maylandia_zebra ENSMZEG00005014803
astatotilapia_calliptera ENSACLG00000009574
pundamilia_nyererei ENSPNYG00000020046
neolamprologus_brichardi ENSNBRG00000009599
amphilophus_citrinellus ENSACIG00000018070
