poecilia_latipinna ENSPLAG00000013573
poecilia_reticulata ENSPREG00000000850
kryptolebias_marmoratus ENSKMAG00000004754
monopterus_albus ENSMALG00000002790
anabas_testudineus ENSATEG00000000470
anabas_testudineus ENSATEG00000001633
neolamprologus_brichardi ENSNBRG00000023070
periophthalmus_magnuspinnatus ENSPMGG00000023263
pundamilia_nyererei ENSPNYG00000023425
haplochromis_burtoni ENSHBUG00000007371
maylandia_zebra ENSMZEG00005010128
astatotilapia_calliptera ENSACLG00000005155
astatotilapia_calliptera ENSACLG00000005009
maylandia_zebra ENSMZEG00005009774
periophthalmus_magnuspinnatus ENSPMGG00000004636
ictalurus_punctatus ENSIPUG00000017104
scleropages_formosus ENSSFOG00015003006
