ursus_maritimus ENSUMAG00000021765
ursus_americanus ENSUAMG00000008072
ailuropoda_melanoleuca ENSAMEG00000006279
neovison_vison ENSNVIG00000021588
felis_catus ENSFCAG00000034552
panthera_tigris_altaica ENSPTIG00000000456
bos_mutus ENSBMUG00000002148
bison_bison_bison ENSBBBG00000006625
myotis_lucifugus ENSMLUG00000022833
pan_troglodytes ENSPTRG00000046956
pan_troglodytes ENSPTRG00000015911
homo_sapiens ENSG00000186146
pan_troglodytes ENSPTRG00000050172
homo_sapiens ENSG00000225805
pongo_abelii ENSPPYG00000019997
nomascus_leucogenys ENSNLEG00000015097
mandrillus_leucophaeus ENSMLEG00000033855
papio_anubis ENSPANG00000010309
macaca_fascicularis ENSMFAG00000032591
macaca_nemestrina ENSMNEG00000045154
cercocebus_atys ENSCATG00000038789
macaca_mulatta ENSMMUG00000017580
theropithecus_gelada ENSTGEG00000015009
chlorocebus_sabaeus ENSCSAG00000016959
rhinopithecus_roxellana ENSRROG00000039957
rhinopithecus_bieti ENSRBIG00000027730
colobus_angolensis_palliatus ENSCANG00000029727
piliocolobus_tephrosceles ENSPTEG00000031942
cebus_capucinus_imitator ENSCCAG00000020751
saimiri_boliviensis_boliviensis ENSSBOG00000020991
aotus_nancymaae ENSANAG00000021673
prolemur_simus ENSPSMG00000012000
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020289
mus_spicilegus ENSMSIG00000014007
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075572
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019397
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030415
rattus_norvegicus ENSRNOG00000038759
cricetulus_griseus_crigri_1.0 ENSCGRG00000014468
cricetulus_griseus_crigri-picr ENSCGRG00015010562
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020939
mesocricetus_auratus ENSMAUG00000019776
peromyscus_maniculatus_bairdii ENSPEMG00000027292
microtus_ochrogaster ENSMOCG00000018670
nannospalax_galili ENSNGAG00000023298
dipodomys_ordii ENSDORG00000002260
