astyanax_mexicanus ENSAMXG00000039957
pygocentrus_nattereri ENSPNAG00000018297
ictalurus_punctatus ENSIPUG00000008018
esox_lucius ENSELUG00000013832
paramormyrops_kingsleyae ENSPKIG00000002154
scleropages_formosus ENSSFOG00015012955
lepisosteus_oculatus ENSLOCG00000005059
phascolarctos_cinereus ENSPCIG00000015446
sarcophilus_harrisii ENSSHAG00000009425
monodelphis_domestica ENSMODG00000021008
loxodonta_africana ENSLAFG00000000122
procavia_capensis ENSPCAG00000015289
echinops_telfairi ENSETEG00000012055
pan_troglodytes ENSPTRG00000013894
gorilla_gorilla ENSGGOG00000014943
homo_sapiens ENSG00000159263
pongo_abelii ENSPPYG00000011405
nomascus_leucogenys ENSNLEG00000004481
piliocolobus_tephrosceles ENSPTEG00000003612
colobus_angolensis_palliatus ENSCANG00000010930
rhinopithecus_bieti ENSRBIG00000037240
rhinopithecus_roxellana ENSRROG00000035852
theropithecus_gelada ENSTGEG00000024923
papio_anubis ENSPANG00000020491
macaca_fascicularis ENSMFAG00000002855
macaca_nemestrina ENSMNEG00000041947
cercocebus_atys ENSCATG00000031206
chlorocebus_sabaeus ENSCSAG00000008567
mandrillus_leucophaeus ENSMLEG00000042684
pan_paniscus ENSPPAG00000032977
cebus_capucinus_imitator ENSCCAG00000026136
callithrix_jacchus ENSCJAG00000002704
saimiri_boliviensis_boliviensis ENSSBOG00000034637
aotus_nancymaae ENSANAG00000038264
carlito_syrichta ENSTSYG00000005255
prolemur_simus ENSPSMG00000010983
propithecus_coquereli ENSPCOG00000019862
otolemur_garnettii ENSOGAG00000028990
dipodomys_ordii ENSDORG00000011548
ursus_americanus ENSUAMG00000006436
ursus_maritimus ENSUMAG00000020665
ailuropoda_melanoleuca ENSAMEG00000005588
mustela_putorius_furo ENSMPUG00000008240
neovison_vison ENSNVIG00000015967
canis_lupus_familiaris ENSCAFG00000009686
vulpes_vulpes ENSVVUG00000025483
canis_lupus_dingo ENSCAFG00020024427
panthera_pardus ENSPPRG00000008583
panthera_tigris_altaica ENSPTIG00000010539
felis_catus ENSFCAG00000023063
capra_hircus ENSCHIG00000024392
ovis_aries ENSOARG00000014072
bos_mutus ENSBMUG00000022006
bos_taurus ENSBTAG00000021447
bison_bison_bison ENSBBBG00000017045
sus_scrofa ENSSSCG00000027179
pteropus_vampyrus ENSPVAG00000000853
ochotona_princeps ENSOPRG00000004203
myotis_lucifugus ENSMLUG00000009443
macaca_mulatta ENSMMUG00000039464
chinchilla_lanigera ENSCLAG00000012698
octodon_degus ENSODEG00000004360
cavia_porcellus ENSCPOG00000023156
cavia_aperea ENSCAPG00000016012
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008945
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015473
fukomys_damarensis ENSFDAG00000017254
oryctolagus_cuniculus ENSOCUG00000012903
tupaia_belangeri ENSTBEG00000011573
erinaceus_europaeus ENSEEUG00000004333
dasypus_novemcinctus ENSDNOG00000003669
microtus_ochrogaster ENSMOCG00000009487
peromyscus_maniculatus_bairdii ENSPEMG00000012087
cricetulus_griseus_crigri-picr ENSCGRG00015015052
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015882
cricetulus_griseus_crigri_1.0 ENSCGRG00000005271
mesocricetus_auratus ENSMAUG00000012299
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021892
mus_spicilegus ENSMSIG00000009813
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062713
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020986
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016691
rattus_norvegicus ENSRNOG00000054203
nannospalax_galili ENSNGAG00000008439
jaculus_jaculus ENSJJAG00000010920
castor_canadensis ENSCCNG00000028547
spermophilus_dauricus ENSSDAG00000020366
microcebus_murinus ENSMICG00000013168
equus_asinus_asinus ENSEASG00005006092
equus_caballus ENSECAG00000016631
tursiops_truncatus ENSTTRG00000017084
choloepus_hoffmanni ENSCHOG00000004167
ornithorhynchus_anatinus ENSOANG00000009770
anser_brachyrhynchus ENSABRG00000007227
