ciona_intestinalis ENSCING00000004728
ciona_savignyi ENSCSAVG00000005930
caenorhabditis_elegans_strain_n2 WBGene00018328
petromyzon_marinus ENSPMAG00000006183
eptatretus_burgeri ENSEBUG00000010170
labrus_bergylta ENSLBEG00000019476
gasterosteus_aculeatus ENSGACG00000003879
poecilia_formosa ENSPFOG00000019982
poecilia_reticulata ENSPREG00000003130
fundulus_heteroclitus ENSFHEG00000005130
cyprinodon_variegatus ENSCVAG00000000912
kryptolebias_marmoratus ENSKMAG00000008610
astatotilapia_calliptera ENSACLG00000016412
pundamilia_nyererei ENSPNYG00000013322
oreochromis_niloticus ENSONIG00000020832
scophthalmus_maximus ENSSMAG00000001921
cynoglossus_semilaevis ENSCSEG00000011650
amphiprion_ocellaris ENSAOCG00000006260
hippocampus_comes ENSHCOG00000021191
mastacembelus_armatus ENSMAMG00000007058
acanthochromis_polyacanthus ENSAPOG00000000812
acanthochromis_polyacanthus ENSAPOG00000019709
acanthochromis_polyacanthus ENSAPOG00000011829
amphiprion_ocellaris ENSAOCG00000000430
amphiprion_percula ENSAPEG00000012684
oryzias_latipes_asm223469v1 ENSORLG00015020444
oryzias_latipes_asm223467v1 ENSORLG00000010707
oryzias_latipes_asm223471v1 ENSORLG00020001151
haplochromis_burtoni ENSHBUG00000008699
neolamprologus_brichardi ENSNBRG00000022423
poecilia_latipinna ENSPLAG00000003779
poecilia_latipinna ENSPLAG00000003795
poecilia_mexicana ENSPMEG00000010207
poecilia_mexicana ENSPMEG00000020404
gambusia_affinis ENSGAFG00000006947
fundulus_heteroclitus ENSFHEG00000005142
amphiprion_ocellaris ENSAOCG00000006248
hippocampus_comes ENSHCOG00000021190
seriola_dumerili ENSSDUG00000011450
seriola_lalandi_dorsalis ENSSLDG00000018480
scophthalmus_maximus ENSSMAG00000001930
monopterus_albus ENSMALG00000018686
amphilophus_citrinellus ENSACIG00000012196
cynoglossus_semilaevis ENSCSEG00000011654
tetraodon_nigroviridis ENSTNIG00000002603
takifugu_rubripes ENSTRUG00000025477
periophthalmus_magnuspinnatus ENSPMGG00000013166
esox_lucius ENSELUG00000001892
