pteropus_vampyrus ENSPVAG00000015540
myotis_lucifugus ENSMLUG00000008687
sorex_araneus ENSSARG00000010512
ursus_americanus ENSUAMG00000021342
ailuropoda_melanoleuca ENSAMEG00000019264
mustela_putorius_furo ENSMPUG00000008387
equus_asinus_asinus ENSEASG00005010689
equus_caballus ENSECAG00000006243
bos_taurus ENSBTAG00000012168
capra_hircus ENSCHIG00000006704
sus_scrofa ENSSSCG00000005204
castor_canadensis ENSCCNG00000027088
dipodomys_ordii ENSDORG00000029872
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023782
mus_spicilegus ENSMSIG00000025595
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074909
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022864
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014357
rattus_norvegicus ENSRNOG00000053859
meriones_unguiculatus ENSMUGG00000010200
cricetulus_griseus_crigri-picr ENSCGRG00015021993
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012447
cricetulus_griseus_crigri_1.0 ENSCGRG00000019448
mesocricetus_auratus ENSMAUG00000002166
microtus_ochrogaster ENSMOCG00000010374
peromyscus_maniculatus_bairdii ENSPEMG00000013745
nannospalax_galili ENSNGAG00000008716
jaculus_jaculus ENSJJAG00000010492
chinchilla_lanigera ENSCLAG00000017716
octodon_degus ENSODEG00000019173
cavia_porcellus ENSCPOG00000005398
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019617
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021232
fukomys_damarensis ENSFDAG00000019384
urocitellus_parryii ENSUPAG00010013733
spermophilus_dauricus ENSSDAG00000016661
ictidomys_tridecemlineatus ENSSTOG00000019572
marmota_marmota_marmota ENSMMMG00000001945
oryctolagus_cuniculus ENSOCUG00000008471
homo_sapiens ENSG00000137040
pongo_abelii ENSPPYG00000019232
chlorocebus_sabaeus ENSCSAG00000018489
mandrillus_leucophaeus ENSMLEG00000041909
cercocebus_atys ENSCATG00000006496
macaca_nemestrina ENSMNEG00000038006
macaca_fascicularis ENSMFAG00000000871
macaca_mulatta ENSMMUG00000041439
papio_anubis ENSPANG00000033657
rhinopithecus_roxellana ENSRROG00000044994
rhinopithecus_bieti ENSRBIG00000035434
colobus_angolensis_palliatus ENSCANG00000032876
pan_paniscus ENSPPAG00000037216
pan_troglodytes ENSPTRG00000048667
gorilla_gorilla ENSGGOG00000043437
nomascus_leucogenys ENSNLEG00000035508
saimiri_boliviensis_boliviensis ENSSBOG00000035279
cebus_capucinus_imitator ENSCCAG00000027221
callithrix_jacchus ENSCJAG00000041380
aotus_nancymaae ENSANAG00000033312
prolemur_simus ENSPSMG00000002269
propithecus_coquereli ENSPCOG00000022511
otolemur_garnettii ENSOGAG00000010992
loxodonta_africana ENSLAFG00000002055
procavia_capensis ENSPCAG00000006658
echinops_telfairi ENSETEG00000015636
choloepus_hoffmanni ENSCHOG00000008720
