salvator_merianae ENSSMRG00000005994
notechis_scutatus ENSNSUG00000007755
anolis_carolinensis ENSACAG00000002327
pogona_vitticeps ENSPVIG00000014855
sphenodon_punctatus ENSSPUG00000018285
calidris_pygmaea ENSCPGG00000005314
calidris_pugnax ENSCPUG00000009831
melopsittacus_undulatus ENSMUNG00000000108
anser_brachyrhynchus ENSABRG00000008153
anas_platyrhynchos_platyrhynchos ENSAPLG00000026782
gallus_gallus ENSGALG00000038585
meleagris_gallopavo ENSMGAG00000008531
coturnix_japonica ENSCJPG00005010623
numida_meleagris ENSNMEG00000018858
zonotrichia_albicollis ENSZALG00000016729
junco_hyemalis ENSJHYG00000011742
serinus_canaria ENSSCAG00000014555
cyanistes_caeruleus ENSCCEG00000021241
cyanistes_caeruleus ENSCCEG00000021271
manacus_vitellinus ENSMVIG00005002451
ficedula_albicollis ENSFALG00000005875
lonchura_striata_domestica ENSLSDG00000007076
taeniopygia_guttata ENSTGUG00000002923
parus_major ENSPMJG00000008929
lepidothrix_coronata ENSLCOG00000006176
apteryx_rowi ENSARWG00000015115
apteryx_owenii ENSAOWG00000001702
dromaius_novaehollandiae ENSDNVG00000014055
crocodylus_porosus ENSCPRG00005006497
chrysemys_picta_bellii ENSCPBG00000015009
gopherus_agassizii ENSGAGG00000013927
pelodiscus_sinensis ENSPSIG00000002984
erinaceus_europaeus ENSEEUG00000009773
sorex_araneus ENSSARG00000004955
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006204
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013673
fukomys_damarensis ENSFDAG00000012726
octodon_degus ENSODEG00000010143
chinchilla_lanigera ENSCLAG00000008077
cavia_porcellus ENSCPOG00000031454
castor_canadensis ENSCCNG00000015777
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028323
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036285
mus_spicilegus ENSMSIG00000020440
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027328
