xiphophorus_couchianus ENSXCOG00000020166
xiphophorus_maculatus ENSXMAG00000002784
gambusia_affinis ENSGAFG00000015803
poecilia_mexicana ENSPMEG00000019777
poecilia_formosa ENSPFOG00000005740
poecilia_latipinna ENSPLAG00000004181
poecilia_reticulata ENSPREG00000004517
fundulus_heteroclitus ENSFHEG00000023426
cyprinodon_variegatus ENSCVAG00000006624
oryzias_latipes_asm223467v1 ENSORLG00000003394
oryzias_latipes_asm223471v1 ENSORLG00020001882
oryzias_latipes_asm223469v1 ENSORLG00015011900
oryzias_melastigma ENSOMEG00000014547
maylandia_zebra ENSMZEG00005006343
pundamilia_nyererei ENSPNYG00000008921
astatotilapia_calliptera ENSACLG00000020070
haplochromis_burtoni ENSHBUG00000019319
neolamprologus_brichardi ENSNBRG00000010176
oreochromis_niloticus ENSONIG00000002161
amphilophus_citrinellus ENSACIG00000021700
amphiprion_percula ENSAPEG00000015193
amphiprion_ocellaris ENSAOCG00000001289
acanthochromis_polyacanthus ENSAPOG00000001688
stegastes_partitus ENSSPAG00000014406
mola_mola ENSMMOG00000019848
labrus_bergylta ENSLBEG00000001092
gasterosteus_aculeatus ENSGACG00000005874
mastacembelus_armatus ENSMAMG00000011344
monopterus_albus ENSMALG00000017025
anabas_testudineus ENSATEG00000016654
scophthalmus_maximus ENSSMAG00000012533
cynoglossus_semilaevis ENSCSEG00000008297
seriola_dumerili ENSSDUG00000008312
seriola_lalandi_dorsalis ENSSLDG00000009037
periophthalmus_magnuspinnatus ENSPMGG00000023503
kryptolebias_marmoratus ENSKMAG00000002876
tetraodon_nigroviridis ENSTNIG00000016995
tetraodon_nigroviridis ENSTNIG00000016997
takifugu_rubripes ENSTRUG00000011585
hippocampus_comes ENSHCOG00000013460
gadus_morhua ENSGMOG00000013959
esox_lucius ENSELUG00000021291
pygocentrus_nattereri ENSPNAG00000007977
astyanax_mexicanus ENSAMXG00000003530
ictalurus_punctatus ENSIPUG00000022582
danio_rerio ENSDARG00000012745
scleropages_formosus ENSSFOG00015011525
paramormyrops_kingsleyae ENSPKIG00000000463
lepisosteus_oculatus ENSLOCG00000007151
cricetulus_griseus_crigri_1.0 ENSCGRG00000019244
mesocricetus_auratus ENSMAUG00000018421
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090035
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016584
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015764
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031324
spermophilus_dauricus ENSSDAG00000008772
macaca_mulatta ENSMMUG00000003574
piliocolobus_tephrosceles ENSPTEG00000038030
homo_sapiens ENSG00000259075
homo_sapiens ENSG00000257594
ailuropoda_melanoleuca ENSAMEG00000018504
chinchilla_lanigera ENSCLAG00000017387
sarcophilus_harrisii ENSSHAG00000007406
monodelphis_domestica ENSMODG00000009889
ornithorhynchus_anatinus ENSOANG00000006636
nothoprocta_perdicaria ENSNPEG00000009016
crocodylus_porosus ENSCPRG00005002760
manacus_vitellinus ENSMVIG00005002556
lepidothrix_coronata ENSLCOG00000008071
ficedula_albicollis ENSFALG00000014820
zonotrichia_albicollis ENSZALG00000010319
cyanistes_caeruleus ENSCCEG00000005427
lonchura_striata_domestica ENSLSDG00000016687
melopsittacus_undulatus ENSMUNG00000015264
meleagris_gallopavo ENSMGAG00000015696
apteryx_haastii ENSAHAG00000007178
apteryx_owenii ENSAOWG00000009781
apteryx_rowi ENSARWG00000011551
dromaius_novaehollandiae ENSDNVG00000014381
pelodiscus_sinensis ENSPSIG00000006212
pogona_vitticeps ENSPVIG00000020827
notechis_scutatus ENSNSUG00000007719
salvator_merianae ENSSMRG00000017122
anolis_carolinensis ENSACAG00000006511
xenopus_tropicalis ENSXETG00000006191
latimeria_chalumnae ENSLACG00000001612
petromyzon_marinus ENSPMAG00000007882
eptatretus_burgeri ENSEBUG00000009781
