calidris_pygmaea ENSCPGG00000014875
calidris_pugnax ENSCPUG00000016688
manacus_vitellinus ENSMVIG00005008774
lepidothrix_coronata ENSLCOG00000011180
anas_platyrhynchos_platyrhynchos ENSAPLG00000015269
apteryx_haastii ENSAHAG00000012196
apteryx_rowi ENSARWG00000002665
apteryx_owenii ENSAOWG00000008875
dromaius_novaehollandiae ENSDNVG00000019196
meleagris_gallopavo ENSMGAG00000006813
gallus_gallus ENSGALG00000035447
coturnix_japonica ENSCJPG00005010251
numida_meleagris ENSNMEG00000012335
zonotrichia_albicollis ENSZALG00000008837
junco_hyemalis ENSJHYG00000001597
serinus_canaria ENSSCAG00000002982
lonchura_striata_domestica ENSLSDG00000018179
taeniopygia_guttata ENSTGUG00000009509
ficedula_albicollis ENSFALG00000014068
melopsittacus_undulatus ENSMUNG00000006434
crocodylus_porosus ENSCPRG00005010428
gopherus_agassizii ENSGAGG00000014446
chelonoidis_abingdonii ENSCABG00000016355
chrysemys_picta_bellii ENSCPBG00000002579
pelodiscus_sinensis ENSPSIG00000010826
sphenodon_punctatus ENSSPUG00000009904
salvator_merianae ENSSMRG00000016787
notechis_scutatus ENSNSUG00000014634
loxodonta_africana ENSLAFG00000016975
procavia_capensis ENSPCAG00000006184
echinops_telfairi ENSETEG00000018744
dasypus_novemcinctus ENSDNOG00000041346
ursus_americanus ENSUAMG00000019554
ursus_maritimus ENSUMAG00000006244
ailuropoda_melanoleuca ENSAMEG00000004069
mustela_putorius_furo ENSMPUG00000012983
neovison_vison ENSNVIG00000007402
canis_lupus_dingo ENSCAFG00020010769
canis_lupus_familiaris ENSCAFG00000017447
vulpes_vulpes ENSVVUG00000024117
panthera_pardus ENSPPRG00000004375
panthera_tigris_altaica ENSPTIG00000010825
felis_catus ENSFCAG00000023022
equus_asinus_asinus ENSEASG00005017345
equus_caballus ENSECAG00000021525
ovis_aries ENSOARG00000018832
capra_hircus ENSCHIG00000020331
bos_mutus ENSBMUG00000014375
bos_taurus ENSBTAG00000001602
bison_bison_bison ENSBBBG00000009170
tursiops_truncatus ENSTTRG00000009533
sus_scrofa ENSSSCG00000007817
vicugna_pacos ENSVPAG00000007519
myotis_lucifugus ENSMLUG00000024080
myotis_lucifugus ENSMLUG00000027388
myotis_lucifugus ENSMLUG00000011772
pteropus_vampyrus ENSPVAG00000014074
erinaceus_europaeus ENSEEUG00000009174
pan_paniscus ENSPPAG00000041614
pan_troglodytes ENSPTRG00000007913
homo_sapiens ENSG00000077238
gorilla_gorilla ENSGGOG00000003023
pongo_abelii ENSPPYG00000007213
nomascus_leucogenys ENSNLEG00000011660
colobus_angolensis_palliatus ENSCANG00000029638
piliocolobus_tephrosceles ENSPTEG00000020094
rhinopithecus_roxellana ENSRROG00000006182
rhinopithecus_bieti ENSRBIG00000032393
cercocebus_atys ENSCATG00000038147
mandrillus_leucophaeus ENSMLEG00000032586
macaca_fascicularis ENSMFAG00000032930
macaca_mulatta ENSMMUG00000004666
macaca_nemestrina ENSMNEG00000032446
theropithecus_gelada ENSTGEG00000017846
papio_anubis ENSPANG00000025457
chlorocebus_sabaeus ENSCSAG00000006441
callithrix_jacchus ENSCJAG00000005921
saimiri_boliviensis_boliviensis ENSSBOG00000026092
cebus_capucinus_imitator ENSCCAG00000033051
aotus_nancymaae ENSANAG00000003183
carlito_syrichta ENSTSYG00000030153
prolemur_simus ENSPSMG00000000730
propithecus_coquereli ENSPCOG00000028650
microcebus_murinus ENSMICG00000035473
otolemur_garnettii ENSOGAG00000024760
tupaia_belangeri ENSTBEG00000006515
mus_spicilegus ENSMSIG00000017970
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031548
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030748
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030434
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013644
rattus_norvegicus ENSRNOG00000015441
meriones_unguiculatus ENSMUGG00000022660
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009994
cricetulus_griseus_crigri-picr ENSCGRG00015026442
cricetulus_griseus_crigri_1.0 ENSCGRG00000016665
peromyscus_maniculatus_bairdii ENSPEMG00000012577
microtus_ochrogaster ENSMOCG00000016479
nannospalax_galili ENSNGAG00000010310
jaculus_jaculus ENSJJAG00000020039
castor_canadensis ENSCCNG00000011429
castor_canadensis ENSCCNG00000002873
cavia_porcellus ENSCPOG00000038281
cavia_aperea ENSCAPG00000012894
chinchilla_lanigera ENSCLAG00000011524
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007375
octodon_degus ENSODEG00000013555
ictidomys_tridecemlineatus ENSSTOG00000027914
urocitellus_parryii ENSUPAG00010011221
marmota_marmota_marmota ENSMMMG00000023407
spermophilus_dauricus ENSSDAG00000008956
oryctolagus_cuniculus ENSOCUG00000000329
ochotona_princeps ENSOPRG00000006465
ornithorhynchus_anatinus ENSOANG00000002643
sarcophilus_harrisii ENSSHAG00000009117
monodelphis_domestica ENSMODG00000022952
phascolarctos_cinereus ENSPCIG00000023720
notamacropus_eugenii ENSMEUG00000014946
ornithorhynchus_anatinus ENSOANG00000020844
latimeria_chalumnae ENSLACG00000000445
latimeria_chalumnae ENSLACG00000007773
