procavia_capensis ENSPCAG00000001383
echinops_telfairi ENSETEG00000013790
loxodonta_africana ENSLAFG00000003924
choloepus_hoffmanni ENSCHOG00000005093
dasypus_novemcinctus ENSDNOG00000017702
ursus_maritimus ENSUMAG00000015928
ursus_americanus ENSUAMG00000011246
ailuropoda_melanoleuca ENSAMEG00000008484
neovison_vison ENSNVIG00000004094
mustela_putorius_furo ENSMPUG00000013566
canis_lupus_familiaris ENSCAFG00000011919
canis_lupus_dingo ENSCAFG00020022441
vulpes_vulpes ENSVVUG00000025803
panthera_tigris_altaica ENSPTIG00000019047
panthera_pardus ENSPPRG00000005666
felis_catus ENSFCAG00000014365
erinaceus_europaeus ENSEEUG00000002427
vicugna_pacos ENSVPAG00000002823
sus_scrofa ENSSSCG00000034864
capra_hircus ENSCHIG00000023583
ovis_aries ENSOARG00000002461
bison_bison_bison ENSBBBG00000010816
bos_mutus ENSBMUG00000026548
bos_taurus ENSBTAG00000004956
tursiops_truncatus ENSTTRG00000011824
pteropus_vampyrus ENSPVAG00000004522
myotis_lucifugus ENSMLUG00000016587
equus_caballus ENSECAG00000004845
equus_asinus_asinus ENSEASG00005009943
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029521
mus_spicilegus ENSMSIG00000005285
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028552
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027554
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024136
rattus_norvegicus ENSRNOG00000037509
meriones_unguiculatus ENSMUGG00000001382
microtus_ochrogaster ENSMOCG00000012304
microtus_ochrogaster ENSMOCG00000009496
peromyscus_maniculatus_bairdii ENSPEMG00000012801
cricetulus_griseus_crigri_1.0 ENSCGRG00000004061
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000569
cricetulus_griseus_crigri-picr ENSCGRG00015021937
mesocricetus_auratus ENSMAUG00000009828
nannospalax_galili ENSNGAG00000011754
dipodomys_ordii ENSDORG00000009151
chinchilla_lanigera ENSCLAG00000013905
octodon_degus ENSODEG00000017374
cavia_porcellus ENSCPOG00000006172
cavia_aperea ENSCAPG00000005013
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011056
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017476
fukomys_damarensis ENSFDAG00000005800
urocitellus_parryii ENSUPAG00010011646
spermophilus_dauricus ENSSDAG00000009083
ictidomys_tridecemlineatus ENSSTOG00000011573
marmota_marmota_marmota ENSMMMG00000017692
oryctolagus_cuniculus ENSOCUG00000011299
ochotona_princeps ENSOPRG00000013929
prolemur_simus ENSPSMG00000013855
microcebus_murinus ENSMICG00000042046
propithecus_coquereli ENSPCOG00000025787
otolemur_garnettii ENSOGAG00000003966
