junco_hyemalis ENSJHYG00000001973
manacus_vitellinus ENSMVIG00005018325
coturnix_japonica ENSCJPG00005005078
gallus_gallus ENSGALG00000054320
serinus_canaria ENSSCAG00000007496
equus_caballus ENSECAG00000024342
equus_asinus_asinus ENSEASG00005004107
pteropus_vampyrus ENSPVAG00000005687
mustela_putorius_furo ENSMPUG00000005065
neovison_vison ENSNVIG00000010804
ursus_americanus ENSUAMG00000027221
ailuropoda_melanoleuca ENSAMEG00000008349
canis_lupus_familiaris ENSCAFG00000004182
canis_lupus_dingo ENSCAFG00020001450
vulpes_vulpes ENSVVUG00000000208
panthera_pardus ENSPPRG00000023272
panthera_tigris_altaica ENSPTIG00000014229
felis_catus ENSFCAG00000004835
sorex_araneus ENSSARG00000014146
erinaceus_europaeus ENSEEUG00000000519
bos_taurus ENSBTAG00000009286
bos_mutus ENSBMUG00000005069
capra_hircus ENSCHIG00000013956
ovis_aries ENSOARG00000010932
tursiops_truncatus ENSTTRG00000002197
oryctolagus_cuniculus ENSOCUG00000026069
loxodonta_africana ENSLAFG00000001586
procavia_capensis ENSPCAG00000014919
echinops_telfairi ENSETEG00000005763
dasypus_novemcinctus ENSDNOG00000003764
myotis_lucifugus ENSMLUG00000002995
ursus_maritimus ENSUMAG00000023768
sus_scrofa ENSSSCG00000003110
cricetulus_griseus_crigri_1.0 ENSCGRG00000010560
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029233
ochotona_princeps ENSOPRG00000014889
anser_brachyrhynchus ENSABRG00000004692
anas_platyrhynchos_platyrhynchos ENSAPLG00000016856
gallus_gallus ENSGALG00000049505
nothoprocta_perdicaria ENSNPEG00000010800
ornithorhynchus_anatinus ENSOANG00000001794
phascolarctos_cinereus ENSPCIG00000028138
notamacropus_eugenii ENSMEUG00000009167
monodelphis_domestica ENSMODG00000008978
pan_troglodytes ENSPTRG00000011201
pan_troglodytes ENSPTRG00000048581
pan_paniscus ENSPPAG00000037610
gorilla_gorilla ENSGGOG00000013071
homo_sapiens ENSG00000130749
pongo_abelii ENSPPYG00000010167
nomascus_leucogenys ENSNLEG00000034259
piliocolobus_tephrosceles ENSPTEG00000038756
colobus_angolensis_palliatus ENSCANG00000038127
rhinopithecus_roxellana ENSRROG00000032920
rhinopithecus_bieti ENSRBIG00000027984
macaca_mulatta ENSMMUG00000014709
macaca_nemestrina ENSMNEG00000039406
macaca_fascicularis ENSMFAG00000041518
papio_anubis ENSPANG00000021115
theropithecus_gelada ENSTGEG00000023376
mandrillus_leucophaeus ENSMLEG00000007946
cercocebus_atys ENSCATG00000039046
chlorocebus_sabaeus ENSCSAG00000002989
saimiri_boliviensis_boliviensis ENSSBOG00000030914
cebus_capucinus_imitator ENSCCAG00000037597
callithrix_jacchus ENSCJAG00000011601
aotus_nancymaae ENSANAG00000023963
carlito_syrichta ENSTSYG00000000926
propithecus_coquereli ENSPCOG00000017169
prolemur_simus ENSPSMG00000023633
microcebus_murinus ENSMICG00000008786
otolemur_garnettii ENSOGAG00000031123
tupaia_belangeri ENSTBEG00000007530
chinchilla_lanigera ENSCLAG00000001032
octodon_degus ENSODEG00000008320
cavia_aperea ENSCAPG00000000376
cavia_porcellus ENSCPOG00000036659
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016277
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008600
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012122
fukomys_damarensis ENSFDAG00000006515
urocitellus_parryii ENSUPAG00010009793
spermophilus_dauricus ENSSDAG00000013396
ictidomys_tridecemlineatus ENSSTOG00000016249
marmota_marmota_marmota ENSMMMG00000013587
castor_canadensis ENSCCNG00000011967
dipodomys_ordii ENSDORG00000002726
cricetulus_griseus_crigri-picr ENSCGRG00015011360
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016116
