sphenodon_punctatus ENSSPUG00000018735
salvator_merianae ENSSMRG00000013591
sarcophilus_harrisii ENSSHAG00000008629
sarcophilus_harrisii ENSSHAG00000008689
monodelphis_domestica ENSMODG00000024300
monodelphis_domestica ENSMODG00000024299
phascolarctos_cinereus ENSPCIG00000009721
monodelphis_domestica ENSMODG00000024298
spermophilus_dauricus ENSSDAG00000000346
spermophilus_dauricus ENSSDAG00000000352
ictidomys_tridecemlineatus ENSSTOG00000023861
spermophilus_dauricus ENSSDAG00000000363
marmota_marmota_marmota ENSMMMG00000017297
marmota_marmota_marmota ENSMMMG00000017293
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021125
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020770
dipodomys_ordii ENSDORG00000029164
cricetulus_griseus_crigri_1.0 ENSCGRG00000019208
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006050
cricetulus_griseus_crigri-picr ENSCGRG00015024134
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006417
cricetulus_griseus_crigri_1.0 ENSCGRG00000019320
cricetulus_griseus_crigri-picr ENSCGRG00015024130
mesocricetus_auratus ENSMAUG00000011004
peromyscus_maniculatus_bairdii ENSPEMG00000026212
microtus_ochrogaster ENSMOCG00000008754
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059873
mus_spicilegus ENSMSIG00000027532
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057207
mus_spicilegus ENSMSIG00000027529
mus_spicilegus ENSMSIG00000027525
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024687
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023769
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025219
rattus_norvegicus ENSRNOG00000033994
rattus_norvegicus ENSRNOG00000049901
jaculus_jaculus ENSJJAG00000013349
jaculus_jaculus ENSJJAG00000013355
callithrix_jacchus ENSCJAG00000009120
cebus_capucinus_imitator ENSCCAG00000034372
aotus_nancymaae ENSANAG00000036758
pan_troglodytes ENSPTRG00000041568
pan_paniscus ENSPPAG00000034050
gorilla_gorilla ENSGGOG00000028282
homo_sapiens ENSG00000255223
nomascus_leucogenys ENSNLEG00000019325
microcebus_murinus ENSMICG00000041685
castor_canadensis ENSCCNG00000005043
tupaia_belangeri ENSTBEG00000004980
ursus_americanus ENSUAMG00000004965
ursus_americanus ENSUAMG00000003436
ailuropoda_melanoleuca ENSAMEG00000018536
neovison_vison ENSNVIG00000024771
mustela_putorius_furo ENSMPUG00000018817
canis_lupus_familiaris ENSCAFG00000024693
canis_lupus_dingo ENSCAFG00020025912
felis_catus ENSFCAG00000026470
felis_catus ENSFCAG00000046584
panthera_pardus ENSPPRG00000018723
myotis_lucifugus ENSMLUG00000027402
equus_asinus_asinus ENSEASG00005012351
equus_caballus ENSECAG00000002259
dasypus_novemcinctus ENSDNOG00000035376
dasypus_novemcinctus ENSDNOG00000032003
dasypus_novemcinctus ENSDNOG00000035726
loxodonta_africana ENSLAFG00000025729
ovis_aries ENSOARG00000012347
capra_hircus ENSCHIG00000009682
bos_mutus ENSBMUG00000015215
bos_taurus ENSBTAG00000040330
bison_bison_bison ENSBBBG00000016401
phascolarctos_cinereus ENSPCIG00000035536
phascolarctos_cinereus ENSPCIG00000035237
sarcophilus_harrisii ENSSHAG00000008987
monodelphis_domestica ENSMODG00000020057
cavia_porcellus ENSCPOG00000023435
cavia_aperea ENSCAPG00000011767
chinchilla_lanigera ENSCLAG00000017502
octodon_degus ENSODEG00000013613
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021033
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020958
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019660
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020989
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021096
marmota_marmota_marmota ENSMMMG00000017298
marmota_marmota_marmota ENSMMMG00000017299
spermophilus_dauricus ENSSDAG00000000383
marmota_marmota_marmota ENSMMMG00000017302
spermophilus_dauricus ENSSDAG00000000390
urocitellus_parryii ENSUPAG00010003370
spermophilus_dauricus ENSSDAG00000000369
cricetulus_griseus_crigri_1.0 ENSCGRG00000007890
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019585
peromyscus_maniculatus_bairdii ENSPEMG00000025633
mus_spicilegus ENSMSIG00000027520
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024686
