urocitellus_parryii ENSUPAG00010017575
ictidomys_tridecemlineatus ENSSTOG00000005016
spermophilus_dauricus ENSSDAG00000021589
marmota_marmota_marmota ENSMMMG00000006416
castor_canadensis ENSCCNG00000031412
octodon_degus ENSODEG00000013847
octodon_degus ENSODEG00000018667
cavia_aperea ENSCAPG00000012470
cavia_porcellus ENSCPOG00000013329
chinchilla_lanigera ENSCLAG00000001571
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018870
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018484
fukomys_damarensis ENSFDAG00000002073
mus_spicilegus ENSMSIG00000019558
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026920
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028480
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025957
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024104
rattus_norvegicus ENSRNOG00000014838
meriones_unguiculatus ENSMUGG00000024387
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024271
cricetulus_griseus_crigri-picr ENSCGRG00015028350
cricetulus_griseus_crigri_1.0 ENSCGRG00000015132
mesocricetus_auratus ENSMAUG00000013684
microtus_ochrogaster ENSMOCG00000012349
peromyscus_maniculatus_bairdii ENSPEMG00000008180
nannospalax_galili ENSNGAG00000017672
jaculus_jaculus ENSJJAG00000018465
ochotona_princeps ENSOPRG00000009301
oryctolagus_cuniculus ENSOCUG00000000007
microcebus_murinus ENSMICG00000017673
microcebus_murinus ENSMICG00000035342
propithecus_coquereli ENSPCOG00000024787
prolemur_simus ENSPSMG00000003735
otolemur_garnettii ENSOGAG00000007850
cebus_capucinus_imitator ENSCCAG00000018380
saimiri_boliviensis_boliviensis ENSSBOG00000010739
callithrix_jacchus ENSCJAG00000040643
aotus_nancymaae ENSANAG00000027083
aotus_nancymaae ENSANAG00000027998
rhinopithecus_roxellana ENSRROG00000038978
rhinopithecus_bieti ENSRBIG00000039318
colobus_angolensis_palliatus ENSCANG00000038496
piliocolobus_tephrosceles ENSPTEG00000021708
macaca_nemestrina ENSMNEG00000040198
macaca_fascicularis ENSMFAG00000034266
mandrillus_leucophaeus ENSMLEG00000039906
papio_anubis ENSPANG00000025482
cercocebus_atys ENSCATG00000022942
macaca_mulatta ENSMMUG00000010213
theropithecus_gelada ENSTGEG00000005957
chlorocebus_sabaeus ENSCSAG00000010680
pan_troglodytes ENSPTRG00000042354
pan_paniscus ENSPPAG00000036155
gorilla_gorilla ENSGGOG00000003324
homo_sapiens ENSG00000122694
pongo_abelii ENSPPYG00000019071
nomascus_leucogenys ENSNLEG00000003915
carlito_syrichta ENSTSYG00000029479
carlito_syrichta ENSTSYG00000005136
dipodomys_ordii ENSDORG00000012831
dipodomys_ordii ENSDORG00000029691
tupaia_belangeri ENSTBEG00000009276
sus_scrofa ENSSSCG00000031236
tursiops_truncatus ENSTTRG00000016281
myotis_lucifugus ENSMLUG00000011791
equus_asinus_asinus ENSEASG00005000283
equus_caballus ENSECAG00000012502
ovis_aries ENSOARG00000011628
capra_hircus ENSCHIG00000022145
ovis_aries ENSOARG00000008996
capra_hircus ENSCHIG00000024316
bos_mutus ENSBMUG00000025200
bos_taurus ENSBTAG00000000078
bison_bison_bison ENSBBBG00000004250
vicugna_pacos ENSVPAG00000006649
pteropus_vampyrus ENSPVAG00000017913
ailuropoda_melanoleuca ENSAMEG00000009987
ailuropoda_melanoleuca ENSAMEG00000015548
canis_lupus_dingo ENSCAFG00020017744
canis_lupus_familiaris ENSCAFG00000030686
vulpes_vulpes ENSVVUG00000020102
neovison_vison ENSNVIG00000016605
mustela_putorius_furo ENSMPUG00000005823
panthera_tigris_altaica ENSPTIG00000011112
panthera_pardus ENSPPRG00000003068
felis_catus ENSFCAG00000012762
felis_catus ENSFCAG00000023064
ursus_maritimus ENSUMAG00000011189
ursus_americanus ENSUAMG00000026338
felis_catus ENSFCAG00000039280
dasypus_novemcinctus ENSDNOG00000008950
dasypus_novemcinctus ENSDNOG00000035957
choloepus_hoffmanni ENSCHOG00000010420
loxodonta_africana ENSLAFG00000017650
procavia_capensis ENSPCAG00000004578
echinops_telfairi ENSETEG00000008008
sorex_araneus ENSSARG00000006927
phascolarctos_cinereus ENSPCIG00000014862
monodelphis_domestica ENSMODG00000002601
ornithorhynchus_anatinus ENSOANG00000014879
pogona_vitticeps ENSPVIG00000016122
anolis_carolinensis ENSACAG00000009084
notechis_scutatus ENSNSUG00000005600
salvator_merianae ENSSMRG00000009953
sphenodon_punctatus ENSSPUG00000000863
dromaius_novaehollandiae ENSDNVG00000015385
nothoprocta_perdicaria ENSNPEG00000014523
apteryx_owenii ENSAOWG00000010448
apteryx_rowi ENSARWG00000003997
apteryx_haastii ENSAHAG00000017444
manacus_vitellinus ENSMVIG00005002003
lepidothrix_coronata ENSLCOG00000010871
taeniopygia_guttata ENSTGUG00000008888
lonchura_striata_domestica ENSLSDG00000016985
serinus_canaria ENSSCAG00000007302
zonotrichia_albicollis ENSZALG00000001623
junco_hyemalis ENSJHYG00000014458
parus_major ENSPMJG00000014169
cyanistes_caeruleus ENSCCEG00000012952
ficedula_albicollis ENSFALG00000004757
melopsittacus_undulatus ENSMUNG00000003191
calidris_pygmaea ENSCPGG00000002695
calidris_pugnax ENSCPUG00000006290
anser_brachyrhynchus ENSABRG00000019201
anas_platyrhynchos_platyrhynchos ENSAPLG00000011053
meleagris_gallopavo ENSMGAG00000007821
gallus_gallus ENSGALG00000028821
coturnix_japonica ENSCJPG00005007076
numida_meleagris ENSNMEG00000000547
crocodylus_porosus ENSCPRG00005013455
gopherus_agassizii ENSGAGG00000012511
chelonoidis_abingdonii ENSCABG00000015567
chrysemys_picta_bellii ENSCPBG00000000870
pelodiscus_sinensis ENSPSIG00000017023
latimeria_chalumnae ENSLACG00000001697
paramormyrops_kingsleyae ENSPKIG00000022602
scleropages_formosus ENSSFOG00015010081
fundulus_heteroclitus ENSFHEG00000014990
cyprinodon_variegatus ENSCVAG00000009900
poecilia_formosa ENSPFOG00000017944
poecilia_mexicana ENSPMEG00000020241
poecilia_latipinna ENSPLAG00000000219
poecilia_reticulata ENSPREG00000019236
xiphophorus_maculatus ENSXMAG00000014422
xiphophorus_couchianus ENSXCOG00000019696
gambusia_affinis ENSGAFG00000007495
kryptolebias_marmoratus ENSKMAG00000005792
takifugu_rubripes ENSTRUG00000020064
tetraodon_nigroviridis ENSTNIG00000018391
anabas_testudineus ENSATEG00000002525
monopterus_albus ENSMALG00000012429
amphiprion_ocellaris ENSAOCG00000004026
amphiprion_percula ENSAPEG00000000368
stegastes_partitus ENSSPAG00000002571
acanthochromis_polyacanthus ENSAPOG00000004427
maylandia_zebra ENSMZEG00005015177
pundamilia_nyererei ENSPNYG00000017424
astatotilapia_calliptera ENSACLG00000006517
haplochromis_burtoni ENSHBUG00000016906
neolamprologus_brichardi ENSNBRG00000014308
oreochromis_niloticus ENSONIG00000005963
amphilophus_citrinellus ENSACIG00000014042
gasterosteus_aculeatus ENSGACG00000008879
labrus_bergylta ENSLBEG00000023774
mastacembelus_armatus ENSMAMG00000011175
seriola_dumerili ENSSDUG00000007282
seriola_lalandi_dorsalis ENSSLDG00000016639
oryzias_latipes_asm223471v1 ENSORLG00020013168
oryzias_latipes_asm223467v1 ENSORLG00000008495
oryzias_latipes_asm223469v1 ENSORLG00015019458
oryzias_melastigma ENSOMEG00000003677
hippocampus_comes ENSHCOG00000014580
mola_mola ENSMMOG00000003002
scophthalmus_maximus ENSSMAG00000019343
cynoglossus_semilaevis ENSCSEG00000008475
gadus_morhua ENSGMOG00000016072
esox_lucius ENSELUG00000007347
periophthalmus_magnuspinnatus ENSPMGG00000001385
astyanax_mexicanus ENSAMXG00000034380
pygocentrus_nattereri ENSPNAG00000009757
ictalurus_punctatus ENSIPUG00000019818
danio_rerio ENSDARG00000016837
lepisosteus_oculatus ENSLOCG00000005303
eptatretus_burgeri ENSEBUG00000016701
petromyzon_marinus ENSPMAG00000001106
ciona_intestinalis ENSCING00000000989
xenopus_tropicalis ENSXETG00000023455
latimeria_chalumnae ENSLACG00000006448
pygocentrus_nattereri ENSPNAG00000024069
astyanax_mexicanus ENSAMXG00000033350
esox_lucius ENSELUG00000020184
scleropages_formosus ENSSFOG00015014320
scleropages_formosus ENSSFOG00015014364
pygocentrus_nattereri ENSPNAG00000023889
ictalurus_punctatus ENSIPUG00000012284
paramormyrops_kingsleyae ENSPKIG00000024304
maylandia_zebra ENSMZEG00005018456
maylandia_zebra ENSMZEG00005017657
astatotilapia_calliptera ENSACLG00000019105
astatotilapia_calliptera ENSACLG00000019124
maylandia_zebra ENSMZEG00005017668
maylandia_zebra ENSMZEG00005017660
maylandia_zebra ENSMZEG00005017673
astatotilapia_calliptera ENSACLG00000019159
astatotilapia_calliptera ENSACLG00000019045
kryptolebias_marmoratus ENSKMAG00000010877
oryzias_latipes_asm223471v1 ENSORLG00020019249
oryzias_latipes_asm223467v1 ENSORLG00000022378
oryzias_latipes_asm223469v1 ENSORLG00015008455
oryzias_latipes_asm223467v1 ENSORLG00000016307
oryzias_latipes_asm223469v1 ENSORLG00015008535
oryzias_melastigma ENSOMEG00000003692
xiphophorus_maculatus ENSXMAG00000003934
periophthalmus_magnuspinnatus ENSPMGG00000000331
seriola_dumerili ENSSDUG00000010476
cynoglossus_semilaevis ENSCSEG00000017004
monopterus_albus ENSMALG00000004558
gadus_morhua ENSGMOG00000006384
paramormyrops_kingsleyae ENSPKIG00000021240
paramormyrops_kingsleyae ENSPKIG00000018741
lepisosteus_oculatus ENSLOCG00000002409
eptatretus_burgeri ENSEBUG00000003197
scleropages_formosus ENSSFOG00015014194
astyanax_mexicanus ENSAMXG00000041483
scleropages_formosus ENSSFOG00015014151
petromyzon_marinus ENSPMAG00000002025
ciona_intestinalis ENSCING00000004925
ciona_savignyi ENSCSAVG00000006278
ciona_intestinalis ENSCING00000007084
drosophila_melanogaster FBgn0051482
caenorhabditis_elegans_strain_n2 WBGene00008604
