notechis_scutatus ENSNSUG00000005596
pogona_vitticeps ENSPVIG00000013262
salvator_merianae ENSSMRG00000013329
anolis_carolinensis ENSACAG00000000501
sphenodon_punctatus ENSSPUG00000010557
apteryx_owenii ENSAOWG00000010395
apteryx_haastii ENSAHAG00000006175
apteryx_rowi ENSARWG00000001926
dromaius_novaehollandiae ENSDNVG00000001675
nothoprocta_perdicaria ENSNPEG00000015975
anas_platyrhynchos_platyrhynchos ENSAPLG00000005366
anser_brachyrhynchus ENSABRG00000006834
gallus_gallus ENSGALG00000016512
meleagris_gallopavo ENSMGAG00000014070
coturnix_japonica ENSCJPG00005011910
numida_meleagris ENSNMEG00000006882
melopsittacus_undulatus ENSMUNG00000006731
calidris_pugnax ENSCPUG00000017676
calidris_pygmaea ENSCPGG00000013559
taeniopygia_guttata ENSTGUG00000014718
lonchura_striata_domestica ENSLSDG00000011421
parus_major ENSPMJG00000007497
cyanistes_caeruleus ENSCCEG00000019930
serinus_canaria ENSSCAG00000013369
ficedula_albicollis ENSFALG00000011237
lepidothrix_coronata ENSLCOG00000001745
manacus_vitellinus ENSMVIG00005010746
junco_hyemalis ENSJHYG00000010531
zonotrichia_albicollis ENSZALG00000009782
crocodylus_porosus ENSCPRG00005004242
gopherus_agassizii ENSGAGG00000023255
chelonoidis_abingdonii ENSCABG00000014596
chrysemys_picta_bellii ENSCPBG00000018362
pelodiscus_sinensis ENSPSIG00000005918
capra_hircus ENSCHIG00000025757
ovis_aries ENSOARG00000019315
bos_taurus ENSBTAG00000018153
bos_mutus ENSBMUG00000009086
bison_bison_bison ENSBBBG00000015557
sus_scrofa ENSSSCG00000022454
tursiops_truncatus ENSTTRG00000012522
vicugna_pacos ENSVPAG00000001988
ursus_americanus ENSUAMG00000007049
ursus_maritimus ENSUMAG00000020310
ailuropoda_melanoleuca ENSAMEG00000001362
mustela_putorius_furo ENSMPUG00000009808
neovison_vison ENSNVIG00000016487
canis_lupus_familiaris ENSCAFG00000004954
canis_lupus_dingo ENSCAFG00020024235
vulpes_vulpes ENSVVUG00000016535
panthera_pardus ENSPPRG00000001143
panthera_tigris_altaica ENSPTIG00000017330
felis_catus ENSFCAG00000005158
equus_asinus_asinus ENSEASG00005009193
equus_caballus ENSECAG00000007795
pteropus_vampyrus ENSPVAG00000015206
octodon_degus ENSODEG00000007274
octodon_degus ENSODEG00000012409
chinchilla_lanigera ENSCLAG00000007740
cavia_porcellus ENSCPOG00000008173
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000097
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006501
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006192
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005824
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006198
fukomys_damarensis ENSFDAG00000019123
ictidomys_tridecemlineatus ENSSTOG00000011398
urocitellus_parryii ENSUPAG00010006057
spermophilus_dauricus ENSSDAG00000007106
marmota_marmota_marmota ENSMMMG00000020456
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029148
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028084
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027088
mus_spicilegus ENSMSIG00000015852
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029293
rattus_norvegicus ENSRNOG00000050570
meriones_unguiculatus ENSMUGG00000027013
microtus_ochrogaster ENSMOCG00000005990
peromyscus_maniculatus_bairdii ENSPEMG00000019279
cricetulus_griseus_crigri_1.0 ENSCGRG00000017930
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000214
cricetulus_griseus_crigri-picr ENSCGRG00015025569
mesocricetus_auratus ENSMAUG00000004009
nannospalax_galili ENSNGAG00000012263
jaculus_jaculus ENSJJAG00000018202
castor_canadensis ENSCCNG00000003706
dipodomys_ordii ENSDORG00000005090
ochotona_princeps ENSOPRG00000012791
cercocebus_atys ENSCATG00000034465
mandrillus_leucophaeus ENSMLEG00000021995
theropithecus_gelada ENSTGEG00000023844
papio_anubis ENSPANG00000009014
macaca_fascicularis ENSMFAG00000031403
macaca_mulatta ENSMMUG00000005091
macaca_nemestrina ENSMNEG00000043923
chlorocebus_sabaeus ENSCSAG00000009989
rhinopithecus_roxellana ENSRROG00000041427
rhinopithecus_bieti ENSRBIG00000042529
piliocolobus_tephrosceles ENSPTEG00000025620
piliocolobus_tephrosceles ENSPTEG00000004158
piliocolobus_tephrosceles ENSPTEG00000026459
pan_troglodytes ENSPTRG00000011769
pan_paniscus ENSPPAG00000035803
homo_sapiens ENSG00000115216
gorilla_gorilla ENSGGOG00000001057
pongo_abelii ENSPPYG00000012546
nomascus_leucogenys ENSNLEG00000003643
cebus_capucinus_imitator ENSCCAG00000031155
callithrix_jacchus ENSCJAG00000000946
saimiri_boliviensis_boliviensis ENSSBOG00000023230
aotus_nancymaae ENSANAG00000029504
carlito_syrichta ENSTSYG00000012932
microcebus_murinus ENSMICG00000015904
propithecus_coquereli ENSPCOG00000021974
otolemur_garnettii ENSOGAG00000012364
otolemur_garnettii ENSOGAG00000031060
cavia_aperea ENSCAPG00000009629
oryctolagus_cuniculus ENSOCUG00000004316
