notechis_scutatus ENSNSUG00000011318
salvator_merianae ENSSMRG00000000283
ornithorhynchus_anatinus ENSOANG00000030339
pogona_vitticeps ENSPVIG00000019618
anolis_carolinensis ENSACAG00000017007
sphenodon_punctatus ENSSPUG00000012358
chelonoidis_abingdonii ENSCABG00000018100
gopherus_agassizii ENSGAGG00000016431
chrysemys_picta_bellii ENSCPBG00000002759
pelodiscus_sinensis ENSPSIG00000016327
apteryx_haastii ENSAHAG00000015628
apteryx_owenii ENSAOWG00000017229
apteryx_rowi ENSARWG00000014465
dromaius_novaehollandiae ENSDNVG00000000537
nothoprocta_perdicaria ENSNPEG00000006366
calidris_pygmaea ENSCPGG00000000601
calidris_pugnax ENSCPUG00000015878
melopsittacus_undulatus ENSMUNG00000012616
parus_major ENSPMJG00000008042
junco_hyemalis ENSJHYG00000014755
lonchura_striata_domestica ENSLSDG00000009068
taeniopygia_guttata ENSTGUG00000003927
zonotrichia_albicollis ENSZALG00000016214
serinus_canaria ENSSCAG00000013327
cyanistes_caeruleus ENSCCEG00000023703
ficedula_albicollis ENSFALG00000010876
manacus_vitellinus ENSMVIG00005013811
lepidothrix_coronata ENSLCOG00000015564
meleagris_gallopavo ENSMGAG00000002302
gallus_gallus ENSGALG00000001689
coturnix_japonica ENSCJPG00005007537
numida_meleagris ENSNMEG00000011593
anser_brachyrhynchus ENSABRG00000020615
anas_platyrhynchos_platyrhynchos ENSAPLG00000011321
phascolarctos_cinereus ENSPCIG00000006292
notamacropus_eugenii ENSMEUG00000016148
sarcophilus_harrisii ENSSHAG00000015748
monodelphis_domestica ENSMODG00000009273
dasypus_novemcinctus ENSDNOG00000037054
choloepus_hoffmanni ENSCHOG00000008672
pan_paniscus ENSPPAG00000028962
pan_troglodytes ENSPTRG00000007286
homo_sapiens ENSG00000140497
gorilla_gorilla ENSGGOG00000002693
pongo_abelii ENSPPYG00000006649
nomascus_leucogenys ENSNLEG00000014676
cercocebus_atys ENSCATG00000040201
