scophthalmus_maximus ENSSMAG00000008918
cynoglossus_semilaevis ENSCSEG00000017965
seriola_lalandi_dorsalis ENSSLDG00000017548
mola_mola ENSMMOG00000012436
mastacembelus_armatus ENSMAMG00000003429
monopterus_albus ENSMALG00000019062
anabas_testudineus ENSATEG00000004028
amphiprion_percula ENSAPEG00000014288
amphiprion_ocellaris ENSAOCG00000013702
stegastes_partitus ENSSPAG00000011513
amphilophus_citrinellus ENSACIG00000005983
neolamprologus_brichardi ENSNBRG00000001408
fundulus_heteroclitus ENSFHEG00000016012
xiphophorus_couchianus ENSXCOG00000018009
kryptolebias_marmoratus ENSKMAG00000008475
oryzias_latipes_asm223471v1 ENSORLG00020011523
oryzias_latipes_asm223467v1 ENSORLG00000012509
oryzias_latipes_asm223469v1 ENSORLG00015022465
oryzias_melastigma ENSOMEG00000019716
takifugu_rubripes ENSTRUG00000012082
tetraodon_nigroviridis ENSTNIG00000011602
gasterosteus_aculeatus ENSGACG00000012716
gadus_morhua ENSGMOG00000011258
pygocentrus_nattereri ENSPNAG00000016129
