monopterus_albus ENSMALG00000019710
anabas_testudineus ENSATEG00000017943
astatotilapia_calliptera ENSACLG00000006213
haplochromis_burtoni ENSHBUG00000017078
amphilophus_citrinellus ENSACIG00000022719
labrus_bergylta ENSLBEG00000027168
scophthalmus_maximus ENSSMAG00000020054
esox_lucius ENSELUG00000002731
astyanax_mexicanus ENSAMXG00000001279
pygocentrus_nattereri ENSPNAG00000005636
ictalurus_punctatus ENSIPUG00000012425
danio_rerio ENSDARG00000086805
paramormyrops_kingsleyae ENSPKIG00000003983
lepisosteus_oculatus ENSLOCG00000012929
anser_brachyrhynchus ENSABRG00000003155
anas_platyrhynchos_platyrhynchos ENSAPLG00000027819
coturnix_japonica ENSCJPG00005006948
gallus_gallus ENSGALG00000054262
numida_meleagris ENSNMEG00000019502
apteryx_haastii ENSAHAG00000005238
apteryx_owenii ENSAOWG00000018978
apteryx_rowi ENSARWG00000002579
dromaius_novaehollandiae ENSDNVG00000011106
crocodylus_porosus ENSCPRG00005009927
chrysemys_picta_bellii ENSCPBG00000013648
gopherus_agassizii ENSGAGG00000007887
pelodiscus_sinensis ENSPSIG00000013853
anolis_carolinensis ENSACAG00000025242
pogona_vitticeps ENSPVIG00000015812
salvator_merianae ENSSMRG00000006168
ornithorhynchus_anatinus ENSOANG00000029617
ornithorhynchus_anatinus ENSOANG00000013950
prolemur_simus ENSPSMG00000016622
microcebus_murinus ENSMICG00000038283
otolemur_garnettii ENSOGAG00000004080
homo_sapiens ENSG00000180347
pan_troglodytes ENSPTRG00000019051
gorilla_gorilla ENSGGOG00000009865
pan_paniscus ENSPPAG00000029367
pongo_abelii ENSPPYG00000017664
nomascus_leucogenys ENSNLEG00000015233
piliocolobus_tephrosceles ENSPTEG00000019221
colobus_angolensis_palliatus ENSCANG00000008350
rhinopithecus_roxellana ENSRROG00000031439
rhinopithecus_bieti ENSRBIG00000036796
cercocebus_atys ENSCATG00000042778
mandrillus_leucophaeus ENSMLEG00000005805
papio_anubis ENSPANG00000006257
theropithecus_gelada ENSTGEG00000018704
macaca_fascicularis ENSMFAG00000000805
macaca_nemestrina ENSMNEG00000043004
macaca_mulatta ENSMMUG00000022484
chlorocebus_sabaeus ENSCSAG00000014801
cebus_capucinus_imitator ENSCCAG00000031652
callithrix_jacchus ENSCJAG00000009007
saimiri_boliviensis_boliviensis ENSSBOG00000019733
aotus_nancymaae ENSANAG00000037220
tupaia_belangeri ENSTBEG00000005788
chinchilla_lanigera ENSCLAG00000010687
octodon_degus ENSODEG00000010843
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005782
fukomys_damarensis ENSFDAG00000017020
spermophilus_dauricus ENSSDAG00000016167
urocitellus_parryii ENSUPAG00010008761
marmota_marmota_marmota ENSMMMG00000008717
ictidomys_tridecemlineatus ENSSTOG00000002962
mus_spicilegus ENSMSIG00000020961
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029420
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037973
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028418
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022168
rattus_norvegicus ENSRNOG00000012165
meriones_unguiculatus ENSMUGG00000024486
peromyscus_maniculatus_bairdii ENSPEMG00000019451
microtus_ochrogaster ENSMOCG00000019267
cricetulus_griseus_crigri_1.0 ENSCGRG00000007176
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021683
cricetulus_griseus_crigri-picr ENSCGRG00015023766
nannospalax_galili ENSNGAG00000015927
castor_canadensis ENSCCNG00000017834
oryctolagus_cuniculus ENSOCUG00000009101
ochotona_princeps ENSOPRG00000006578
ursus_americanus ENSUAMG00000010936
ursus_maritimus ENSUMAG00000002550
ailuropoda_melanoleuca ENSAMEG00000006939
mustela_putorius_furo ENSMPUG00000005381
neovison_vison ENSNVIG00000010733
canis_lupus_familiaris ENSCAFG00000003125
canis_lupus_dingo ENSCAFG00020004648
vulpes_vulpes ENSVVUG00000021275
panthera_pardus ENSPPRG00000012630
panthera_tigris_altaica ENSPTIG00000015802
felis_catus ENSFCAG00000000212
equus_caballus ENSECAG00000021252
equus_asinus_asinus ENSEASG00005000608
pteropus_vampyrus ENSPVAG00000014790
myotis_lucifugus ENSMLUG00000025643
bos_taurus ENSBTAG00000009254
bos_mutus ENSBMUG00000010028
bison_bison_bison ENSBBBG00000004451
ovis_aries ENSOARG00000007362
capra_hircus ENSCHIG00000022663
tursiops_truncatus ENSTTRG00000000349
sus_scrofa ENSSSCG00000016671
vicugna_pacos ENSVPAG00000009981
sorex_araneus ENSSARG00000010868
erinaceus_europaeus ENSEEUG00000014887
loxodonta_africana ENSLAFG00000020582
procavia_capensis ENSPCAG00000005672
echinops_telfairi ENSETEG00000010872
choloepus_hoffmanni ENSCHOG00000007127
dasypus_novemcinctus ENSDNOG00000011440
notamacropus_eugenii ENSMEUG00000008011
monodelphis_domestica ENSMODG00000013297
