calidris_pygmaea ENSCPGG00000003930
calidris_pugnax ENSCPUG00000013094
melopsittacus_undulatus ENSMUNG00000010484
meleagris_gallopavo ENSMGAG00000014125
coturnix_japonica ENSCJPG00005012982
numida_meleagris ENSNMEG00000007477
anser_brachyrhynchus ENSABRG00000003475
ficedula_albicollis ENSFALG00000003597
apteryx_owenii ENSAOWG00000016917
apteryx_haastii ENSAHAG00000012883
apteryx_rowi ENSARWG00000018436
dromaius_novaehollandiae ENSDNVG00000000501
crocodylus_porosus ENSCPRG00005003111
gopherus_agassizii ENSGAGG00000000305
chelonoidis_abingdonii ENSCABG00000021066
chrysemys_picta_bellii ENSCPBG00000004923
pelodiscus_sinensis ENSPSIG00000004708
pogona_vitticeps ENSPVIG00000019694
pogona_vitticeps ENSPVIG00000004964
anolis_carolinensis ENSACAG00000015040
notechis_scutatus ENSNSUG00000005320
salvator_merianae ENSSMRG00000013069
sphenodon_punctatus ENSSPUG00000010334
castor_canadensis ENSCCNG00000009103
dipodomys_ordii ENSDORG00000015368
mus_spicilegus ENSMSIG00000018143
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020323
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034463
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019431
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030449
rattus_norvegicus ENSRNOG00000016177
meriones_unguiculatus ENSMUGG00000022821
cricetulus_griseus_crigri-picr ENSCGRG00015009075
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018699
cricetulus_griseus_crigri_1.0 ENSCGRG00000004636
mesocricetus_auratus ENSMAUG00000008370
peromyscus_maniculatus_bairdii ENSPEMG00000021066
microtus_ochrogaster ENSMOCG00000016785
nannospalax_galili ENSNGAG00000023203
jaculus_jaculus ENSJJAG00000015535
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013980
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006976
fukomys_damarensis ENSFDAG00000008776
