mola_mola ENSMMOG00000000405
hippocampus_comes ENSHCOG00000016495
amphiprion_ocellaris ENSAOCG00000019842
amphiprion_percula ENSAPEG00000019310
acanthochromis_polyacanthus ENSAPOG00000008948
scophthalmus_maximus ENSSMAG00000014833
cynoglossus_semilaevis ENSCSEG00000014403
periophthalmus_magnuspinnatus ENSPMGG00000006270
mastacembelus_armatus ENSMAMG00000008025
esox_lucius ENSELUG00000004814
ictalurus_punctatus ENSIPUG00000005966
paramormyrops_kingsleyae ENSPKIG00000012061
scleropages_formosus ENSSFOG00015013760
