xiphophorus_maculatus ENSXMAG00000027239
xiphophorus_couchianus ENSXCOG00000015425
gambusia_affinis ENSGAFG00000003396
poecilia_formosa ENSPFOG00000007697
poecilia_latipinna ENSPLAG00000005904
poecilia_mexicana ENSPMEG00000021046
poecilia_reticulata ENSPREG00000007869
fundulus_heteroclitus ENSFHEG00000005699
cyprinodon_variegatus ENSCVAG00000008355
kryptolebias_marmoratus ENSKMAG00000014102
oryzias_latipes_asm223467v1 ENSORLG00000029441
oryzias_latipes_asm223471v1 ENSORLG00020002636
oryzias_latipes_asm223469v1 ENSORLG00015018748
oryzias_melastigma ENSOMEG00000010605
mola_mola ENSMMOG00000014058
takifugu_rubripes ENSTRUG00000023415
neolamprologus_brichardi ENSNBRG00000001787
haplochromis_burtoni ENSHBUG00000012559
amphilophus_citrinellus ENSACIG00000001689
amphiprion_ocellaris ENSAOCG00000014833
amphiprion_percula ENSAPEG00000018206
acanthochromis_polyacanthus ENSAPOG00000014424
stegastes_partitus ENSSPAG00000021459
monopterus_albus ENSMALG00000006668
mastacembelus_armatus ENSMAMG00000023619
anabas_testudineus ENSATEG00000023569
labrus_bergylta ENSLBEG00000011293
scophthalmus_maximus ENSSMAG00000001285
cynoglossus_semilaevis ENSCSEG00000005482
seriola_dumerili ENSSDUG00000013382
seriola_lalandi_dorsalis ENSSLDG00000015667
periophthalmus_magnuspinnatus ENSPMGG00000013595
hippocampus_comes ENSHCOG00000006881
lepisosteus_oculatus ENSLOCG00000004224
